Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014988-THR	S700015280-THR	S700015656-THR	S700016073-THR	S700016164-THR	S700016329-THR	S700016370-THR	S700016492-THR	S700016586-THR	S700016643-THR	S700016944-THR	S700021850-THR	S700021870-THR	S700023007-THR	S700023090-THR	S700023224-THR	S700023255-THR	S700023317-THR	S700023414-THR	S700023471-THR	S700023525-THR	S700023572-THR	S700023617-THR	S700023686-THR	S700023782-THR	S700023839-THR	S700023896-THR	S700023962-THR	S700024060-THR	S700024123-THR	S700024181-THR	S700024227-THR	S700024286-THR	S700024334-THR	S700024373-THR	S700024439-THR	S700024486-THR	S700024535-THR	S700024582-THR	S700024631-THR	S700024667-THR	S700024727-THR	S700024784-THR	S700024821-THR	S700024898-THR	S700024942-THR	S700024992-THR	S700033014-THR	S700033175-THR	S700033471-THR	S700033771-THR	S700033963-THR	S700035422-THR	S700037068-THR	S700037106-THR	S700037216-THR	S700037268-THR	S700037319-THR	S700037373-THR	S700037421-THR	S700037464-THR	S700037576-THR	S700037728-THR	S700037773-THR	S700037830-THR	S700037999-THR	S700038047-THR	S700038142-THR	S700038211-THR	S700038243-THR	S700038380-THR	S700038466-THR	S700038514-THR	S700038562-THR	S700038610-THR	S700038777-THR	S700038886-THR	S700038934-THR	S700038994-THR	S700095257-THR	S700095394-THR	S700095451-THR	S700095758-THR	S700097275-THR	S700097335-THR	S700097672-THR	S700098583-THR	S700098976-THR	S700099043-THR	S700099103-THR	S700099631-THR	S700099787-THR	S700100271-THR	S700101175-THR	S700101679-THR	S700102283-THR	S700102340-THR	S700102563-THR	S700102629-THR	S700102889-THR	S700102946-THR	S700103257-THR	S700103321-THR	S700103462-THR	S700103531-THR	S700103601-THR	S700103637-THR	S700105028-THR	S700105140-THR	S700105197-THR	S700105508-THR	S700105606-THR	S700105662-THR	S700105701-THR	S700105755-THR	S700105872-THR	S700105920-THR	S700106109-THR	S700106376-THR	S700106428-THR	S700106595-THR	S700106679-THR	S700106892-THR	S700106962-THR	S700107081-THR	S700107419-THR	S700107530-THR	S700107587-THR	S700107800-THR	S700107914-THR	S700107971-THR	S700108139-THR	S700108202-THR	S700108262-THR	S700108574-THR	S700108640-THR	S700108880-THR	S700108937-THR	S700109214-THR	S700109547-THR	S700109604-THR	S700109665-THR	S700109965-THR	S700110133-THR	S700110790-THR	S700111200-THR	S700111340-THR	S700111789-THR	S700112026-THR	S700112087-THR	S700112417-THR	S700112531-THR	S700112796-THR	S700113003-THR	S700113051-THR	S700113087-THR	S700113134-THR	S700113191-THR	S700113519-THR	S700113594-THR	S700113632-THR	S700113690-THR	S700113729-THR	S700113783-THR	S700113834-THR	S700113891-THR	S700113948-THR	S700114033-THR	S700114084-THR	S700114205-THR	S700114262-THR	S700114319-THR	S700114367-THR	S700114403-THR	S700114474-THR	S700114533-THR	S700114574-THR	S700114695-THR	S700114743-THR	S700114793-THR	S700114850-THR	S700114898-THR	S700114955-THR	S700116015-THR	S700116128-THR	S700116174-THR	S700116269-THR	S700116320-THR	S700116374-THR	S700116548-THR	S700116584-THR	S700116635-THR	S700116692-THR	S700116746-THR	S700116794-THR	S700116854-THR	S700116882-THR	S700116941-THR	S700117016-THR	S700117052-THR	S700117112-THR	S700117208-THR	S700117463-THR	S700117619-THR	S700117676-THR	S700117733-THR	S700117790-THR	S700117844-THR	S700117970-THR	S700118454-THR	S700119086-THR	S700119206-THR	S700119348-THR	S700119606-THR	S700119780-THR	S700119905-THR	S700120031-THR	S700120968-THR	S700121034-THR	S700121343-THR	S700121683-THR	S700122388-THR	S700161034-THR	S700161091-THR	S700161147-THR	S700161196-THR	S700161299-THR	S700161526-THR	S700161614-THR	S700161720-THR	S700161795-THR	S700161834-THR	S700161888-THR	S700161939-THR	S700163062-THR	S700163233-THR	S700163290-THR	S700163386-THR	S700163491-THR	S700163537-THR	S700163606-THR	S700163644-THR	S700163693-THR	S700163750-THR	S700163806-THR	S700163847-THR	S700163904-THR	S700163959-THR	S700164066-THR	S700164121-THR	S700164175-THR	S700164244-THR	S700164301-THR	S700164333-THR	S700164387-THR	S700164532-THR	S700164702-THR	S700164808-THR	S700164886-THR	S700164979-THR	S700165030-THR	S700165132-THR	S700165183-THR	S700165240-THR	S700165296-THR	S700165392-THR	S700165440-THR	S700165507-THR	S700165602-THR	S700165650-THR	S700165794-THR	S700165842-THR	S700165891-THR	S700165948-THR	S700166069-THR	S700166819-THR	S700171002-THR	S700171098-THR	S700171167-THR	S700171206-THR	S700171262-THR	S700171308-THR	S700171406-THR	S700171453-THR	S700171509-THR	S700171557-THR	S700171610-THR	S700171664-THR	S700171712-THR	S700171779-THR	S700171875-THR	S700172007-THR	S700172046-THR	S700172199-THR	S700172315-THR	S700172426-THR	S700172493-THR	S700172534-THR	S700172588-THR	S700172693-THR	S700172742-THR	S700172798-THR	S700172849-THR	S700173008-THR	S700173056-THR	S700173102-THR	S700173155-THR	S700173257-THR	S700173305-THR	S700173466-THR	S700173562-THR	S700173612-THR	S700173862-THR	S700173912-THR	S700175015-THR	S700175051-THR	S700175102-THR	S700175168-THR	S700175225-THR	S700175273-THR	S700175319-THR
Bacteria	domain				99.458	71.049	99.962	99.832	99.073	99.924	85.99	99.699	99.502	99.775	99.987	99.356	99.821	99.55	99.529	99.869	99.242	99.913	98.72	99.906	99.697	99.728	99.754	99.712	98.875	99.803	99.719	99.763	99.876	93.484	99.916	95.26	99.884	99.772	99.846	99.434	99.935	99.943	99.852	99.851	99.874	98.519	99.897	99.499	99.776	99.19	99.412	99.909	99.968	99.83	99.592	99.223	97.872	99.651	99.964	99.686	99.949	99.869	99.292	99.836	99.885	98.271	99.911	99.865	99.316	99.081	99.794	99.77	95.161	99.541	99.974	100.0	99.861	99.494	99.064	99.697	99.405	99.886	99.759	98.049	99.785	98.511	99.97	99.863	99.899	99.838	99.644	99.927	99.603	94.249	99.952	99.902	98.551	100.0	99.885	99.545	99.97	99.869	99.855	99.703	99.899	99.981	98.439	99.159	99.932	100.0	99.916	99.909	90.554	99.811	99.818	99.336	100.0	99.901	99.946	100.0	99.955	99.945	100.0	98.618	99.819	99.334	99.945	99.979	99.841	99.971	99.828	99.869	99.897	98.823	100.0	99.976	100.0	99.812	99.438	99.973	99.05	99.958	99.869	99.846	99.863	99.88	99.625	99.759	100.0	99.903	99.587	99.846	98.874	99.946	99.023	99.899	99.969	85.193	99.913	99.91	99.322	98.126	99.354	99.859	99.123	97.901	99.919	99.858	99.805	99.073	99.982	99.874	94.875	99.988	99.814	99.49	99.911	99.911	99.817	96.04	93.977	99.949	99.714	88.596	99.816	99.2	98.01	98.167	100.0	99.502	99.878	99.86	99.948	99.794	98.206	95.271	99.926	100.0	99.457	99.968	99.445	99.931	99.603	99.639	99.355	99.776	100.0	99.693	98.536	99.894	99.847	99.782	99.958	99.74	100.0	99.77	99.766	93.967	100.0	100.0	99.919	100.0	99.558	99.696	99.917	99.895	99.702	99.256	99.97	100.0	99.949	99.735	99.619	99.554	99.7	99.164	99.61	98.906	98.86	98.695	99.731	99.945	99.764	99.851	99.825	99.704	99.877	99.843	99.363	99.789	99.375	99.6	99.712	99.955	99.966	99.959	99.695	99.466	100.0	66.895	100.0	99.257	99.945	100.0	100.0	99.81	100.0	100.0	99.921	99.159	99.034	100.0	99.36	99.968	99.979	99.915	99.866	99.861	99.974	99.688	100.0	99.849	81.612	99.947	100.0	99.885	99.637	99.625	99.947	98.943	99.887	100.0	99.983	99.928	99.762	99.972	99.967	92.469	100.0	100.0	100.0	100.0	99.574	99.929	99.903	98.924	99.908	99.973	100.0	99.664	100.0	99.973	99.914	99.767	99.976	100.0	97.144	99.921	99.959	99.932	99.273	99.784	100.0	99.965	99.964
Bacteria;Actinomycetota	phylum				10.033	4.159	15.799	15.037	25.85	28.02	7.27	7.825	9.309	8.176	5.496	2.485	5.232	52.709	10.359	13.386	6.212	15.438	19.048	12.332	11.698	5.736	29.629	11.353	11.418	8.131	14.233	25.978	35.032	0.998	10.829	1.149	8.526	8.378	15.95	4.757	0.16	24.121	6.667	22.913	12.877	8.889	8.978	15.459	7.63	10.864	10.968	27.082	9.502	2.268	13.823	12.851	3.951	36.307	29.689	7.979	15.182	33.613	16.726	14.324	16.266	3.365	19.479	14.71	11.723	3.139	5.46	3.437	48.347	9.908	20.751	15.137	9.892	24.461	10.094	8.146	3.743	23.301	19.07	8.685	16.38	3.022	17.184	4.577	9.574	17.805	8.897	7.586	6.19	8.382	5.082	5.017	7.319	11.584	2.622	6.829	13.114	1.863	2.205	7.723	15.509	2.421	39.075	1.606	23.467	6.343	5.805	18.046	1.476	9.584	19.715	14.776	10.578	7.263	4.331	9.605	8.175	14.5	3.789	24.851	7.678	2.383	15.117	9.787	4.454	5.199	9.136	4.234	12.262	2.093	1.22	9.919	2.293	8.87	12.851	3.735	8.247	2.193	7.007	5.38	4.997	2.439	16.651	11.822	34.082	18.58	12.397	5.881	1.963	21.157	4.723	5.739	10.686	40.773	8.463	24.204	4.294	8.666	28.555	3.976	15.297	15.026	3.816	13.161	13.573	18.083	6.992	5.237	5.688	0.012	17.436	6.358	2.156	6.062	7.698	69.565	59.696	98.381	2.218	10.876	7.339	56.451	3.915	0.803	11.835	11.571	22.78	11.584	13.999	9.306	23.002	9.689	6.542	1.742	7.02	17.353	8.218	6.701	17.068	10.14	10.443	12.745	0.557	22.032	2.306	26.21	2.48	21.74	16.716	2.766	9.095	7.834	17.749	8.216	10.788	7.947	13.212	23.645	5.445	36.964	5.997	8.535	12.295	8.4	26.038	6.005	26.259	10.868	25.714	5.151	11.348	16.086	13.037	7.046	13.355	7.997	8.521	14.278	11.688	1.59	10.245	18.963	5.658	6.204	19.146	4.662	12.709	13.264	4.611	2.364	38.718	10.825	0.611	11.674	4.133	0.043	10.83	0.124	7.947	3.681	6.501	24.905	14.432	11.241	8.969	24.41	15.63	5.484	8.535	12.287	16.184	2.435	18.844	6.368	9.226	11.287	5.977	6.363	11.895	14.389	5.882	12.378	25.459	6.703	1.56	5.589	12.275	1.119	8.586	8.616	6.454	7.94	10.199	5.439	11.961	5.074	12.294	20.986	3.377	8.011	16.764	9.25	40.861	26.178	16.788	7.215	1.374	10.032	20.12	25.271	26.744	21.098	12.777	5.669	9.975	26.791	9.534	5.92	4.375	7.442	30.422
Bacteria;Bacteroidota	phylum				17.335	5.822	12.396	13.258	13.429	11.7	6.158	5.38	12.324	16.835	8.145	28.039	43.696	6.337	15.341	6.037	15.101	18.119	3.84	9.522	17.068	29.023	19.917	20.814	17.434	16.669	18.34	6.796	4.923	27.115	31.596	29.136	28.951	8.005	28.953	44.661	0.456	5.316	2.519	10.139	15.638	31.852	6.727	10.068	29.067	18.125	10.19	7.727	15.696	34.651	16.965	19.785	24.012	4.972	8.15	29.341	8.173	9.42	13.695	12.58	7.675	38.782	20.888	16.059	26.799	34.609	33.199	22.354	4.312	26.422	10.871	12.736	25.148	8.703	11.583	8.481	35.502	16.089	20.958	12.775	11.439	32.019	15.38	16.201	13.374	6.604	27.224	7.477	11.669	7.891	22.327	10.327	24.13	8.317	12.392	13.151	13.323	17.979	26.392	21.238	8.51	16.776	12.139	43.96	25.256	2.94	18.337	11.087	10.15	21.462	7.753	3.32	10.503	18.096	14.185	19.068	9.624	11.134	21.39	6.179	22.191	34.384	27.142	8.115	15.654	11.828	14.209	23.116	11.38	26.734	13.357	13.632	7.148	13.619	8.006	30.528	21.27	24.629	17.603	25.611	13.45	13.52	13.837	9.721	1.758	4.049	8.678	12.442	16.801	7.981	12.866	24.409	20.715	6.366	19.353	13.728	0.904	26.485	3.682	24.407	13.338	22.248	25.133	17.368	8.684	36.613	12.822	15.473	14.688	0.332	14.639	20.91	32.451	20.624	12.197	4.27	4.368	0.228	37.464	11.088	4.598	0.643	27.84	13.138	14.634	17.011	5.756	16.063	20.855	16.53	10.658	21.569	10.474	16.227	18.409	21.797	32.392	9.242	14.774	34.408	17.894	21.268	8.74	24.704	3.508	19.915	23.96	17.702	16.196	16.109	8.06	10.522	26.871	12.323	14.315	10.752	31.556	9.194	27.152	5.009	8.313	4.636	19.884	30.037	10.749	11.302	11.973	13.519	9.968	22.684	17.59	7.869	16.393	19.387	1.873	11.49	22.903	20.919	10.862	12.37	16.112	10.222	20.51	31.198	12.439	22.956	6.793	28.881	17.044	30.682	5.999	28.595	1.658	33.289	14.39	0.685	10.019	24.783	28.035	9.8	11.102	11.597	16.904	8.416	26.357	27.417	27.667	15.366	20.982	8.885	12.106	13.066	20.08	39.995	17.237	13.03	17.125	26.694	15.991	20.166	29.412	23.782	12.318	18.082	10.677	14.804	21.396	7.242	33.582	12.013	19.103	25.791	12.824	10.99	37.89	40.515	12.717	7.487	25.891	14.002	13.243	13.86	9.735	20.79	5.569	43.591	8.832	24.094	10.318	5.855	14.08	7.092	16.685	17.579	18.929	9.769	22.83	24.854	11.888	10.765	7.933
Bacteria;Bacillota	phylum				30.683	20.505	45.734	55.281	48.671	44.68	27.899	36.418	47.746	24.051	28.62	26.932	24.701	5.545	16.208	16.404	24.949	29.077	36.457	53.387	46.911	19.239	25.026	37.927	41.29	27.167	32.602	48.301	47.65	48.806	21.103	24.922	10.975	28.951	31.969	22.156	0.379	50.414	5.778	41.65	28.815	23.704	23.079	31.693	24.256	33.455	30.285	49.79	44.187	21.244	44.596	35.864	40.122	38.404	16.991	32.994	49.291	46.235	35.133	28.709	16.495	18.719	38.744	51.822	29.665	22.435	38.195	18.109	14.998	24.465	35.271	35.927	27.9	29.409	37.428	45.895	12.137	32.576	48.594	52.801	63.856	30.749	52.322	35.881	40.375	59.987	35.053	38.584	38.018	54.793	34.152	36.821	37.428	45.05	32.622	37.785	41.647	23.89	37.202	37.277	50.352	34.435	25.665	19.801	22.347	25.662	37.79	38.758	25.954	29.2	45.185	58.661	54.164	31.879	20.087	33.898	22.101	27.092	14.417	48.455	43.658	31.437	37.73	21.35	26.853	33.382	32.825	27.278	61.468	34.758	24.506	28.198	42.751	48.996	49.298	32.341	31.226	20.932	29.876	35.985	47.502	49.172	51.876	28.248	35.952	49.043	61.157	30.102	27.237	29.995	46.254	25.928	38.452	14.449	24.177	51.434	2.825	14.094	53.879	9.491	37.796	19.108	24.956	41.33	22.574	23.131	22.049	18.548	48.812	0.591	46.527	18.212	21.475	25.022	50.046	9.317	12.244	0.316	26.402	14.995	34.357	32.481	23.957	6.775	26.09	47.625	59.216	33.095	46.09	36.838	21.86	23.299	19.515	14.291	48.142	20.581	15.957	29.667	27.768	17.225	30.595	38.866	17.652	28.968	4.912	27.416	18.695	40.122	30.327	19.624	50.948	33.18	24.327	26.187	44.813	36.549	21.818	24.194	26.416	43.34	43.672	33.193	40.713	33.546	52.613	42.723	55.55	37.773	41.079	42.1	42.457	30.71	27.049	24.07	33.876	43.056	15.022	23.796	41.795	14.804	17.513	39.704	28.782	18.723	30.873	20.825	23.783	25.611	25.484	32.045	37.594	29.453	11.824	37.292	11.825	3.212	37.047	29.393	35.215	16.585	22.203	49.905	33.233	48.835	34.933	16.424	27.869	69.862	16.145	44.14	34.312	14.168	33.729	15.152	27.549	51.964	25.854	32.869	37.211	51.672	35.294	33.352	40.264	36.384	11.536	18.429	12.05	28.571	16.375	23.99	30.669	21.71	52.292	14.505	27.415	15.613	31.981	35.601	31.776	29.954	60.239	35.894	23.253	34.191	25.358	20.94	15.8	28.664	38.177	47.511	25.506	40.093	36.565	10.685	48.446	50.567	41.217	39.778	23.348	39.875	50.837
Bacteria;Fusobacteriota	phylum				12.178	0.0	10.72	14.187	3.996	12.306	5.85	8.126	5.416	7.567	45.226	25.952	14.541	0.432	18.637	4.199	8.333	17.573	15.924	12.082	15.284	21.585	16.183	18.141	14.794	32.667	27.201	16.925	4.503	10.751	11.787	34.522	11.668	23.766	18.226	14.271	0.089	5.716	2.222	19.309	13.604	20.741	15.343	38.724	18.55	19.352	37.932	9.641	10.102	22.633	12.363	17.215	9.726	8.788	36.111	17.74	11.538	4.303	20.907	24.277	4.095	22.248	12.968	3.374	15.5	21.746	12.509	8.542	1.342	19.45	14.442	24.076	20.411	10.255	35.519	28.949	35.432	12.209	8.718	2.895	0.752	19.536	12.659	16.384	18.946	4.921	22.776	36.189	32.622	5.395	30.973	43.112	21.667	8.812	16.427	6.879	12.246	18.518	22.668	14.109	3.223	3.824	9.133	17.966	19.159	24.957	21.518	25.735	30.132	14.198	3.543	6.641	19.58	30.565	15.43	8.898	7.292	39.779	5.628	10.027	24.563	18.934	11.461	10.159	29.876	42.523	29.01	25.417	8.505	27.824	19.57	32.822	4.383	22.343	12.711	12.909	15.6	28.076	19.057	16.088	12.423	13.911	15.056	4.219	26.861	0.887	12.19	33.776	36.822	17.943	15.961	10.702	9.872	8.369	33.983	5.396	0.716	4.869	3.682	12.915	21.554	6.396	25.31	12.877	1.532	4.473	20.45	18.478	5.938	0.049	9.138	46.267	17.385	11.114	10.37	2.407	8.471	0.215	13.223	18.902	7.394	0.518	15.902	4.016	11.495	17.51	6.124	33.347	10.089	24.293	5.546	11.188	8.416	5.808	8.737	25.851	28.888	46.511	36.827	17.098	19.625	10.93	2.699	14.966	0.441	21.068	11.56	14.249	12.558	12.395	10.862	12.289	26.082	1.669	13.485	12.452	15.232	9.613	11.553	6.338	30.976	8.535	11.781	13.397	6.121	29.948	2.415	29.225	20.889	26.251	19.326	39.067	28.728	35.186	0.977	20.118	40.754	24.184	5.077	19.026	18.389	10.963	12.454	17.51	28.213	8.456	16.326	8.866	9.345	12.955	11.418	10.989	0.044	8.205	3.942	0.086	13.202	37.373	21.759	3.37	8.358	7.224	28.864	30.169	15.264	17.976	9.005	3.113	11.38	6.711	5.831	9.89	16.839	21.799	10.105	11.912	13.852	18.373	10.719	5.697	0.0	16.39	12.223	12.525	70.635	9.366	8.446	2.502	11.98	3.218	20.944	17.601	18.837	54.421	13.224	8.665	7.858	16.595	26.676	10.635	7.881	34.235	18.401	16.161	9.786	15.638	5.888	22.255	7.309	20.636	26.16	18.354	22.022	2.824	5.765	7.616	17.692	6.784	21.35	12.946	5.568
Bacteria;Pseudomonadota	phylum				29.231	40.563	15.287	2.003	6.797	2.972	37.479	41.949	24.649	43.147	12.29	15.14	11.252	34.509	38.786	59.58	44.495	19.583	23.451	12.52	8.702	22.086	8.338	11.477	13.218	15.011	7.229	1.72	7.768	4.708	23.121	5.53	37.985	30.361	4.553	13.54	98.85	14.29	82.593	5.417	28.891	13.333	45.537	3.508	20.161	17.08	9.658	5.559	20.415	18.169	11.75	13.449	20.061	10.884	9.023	11.108	15.764	6.193	12.588	19.926	55.269	15.015	7.813	13.9	15.598	17.152	10.07	47.323	26.162	18.593	18.405	11.919	16.475	26.584	3.84	8.178	4.127	15.692	1.774	20.894	7.304	12.965	2.396	26.773	17.325	10.489	5.338	10.054	10.77	17.789	7.274	4.35	7.717	26.04	35.735	34.851	19.491	37.575	9.906	19.257	22.256	42.525	12.428	15.826	9.231	40.097	16.383	5.79	22.116	25.343	23.531	15.938	5.176	11.651	45.858	28.107	52.763	7.413	54.776	9.106	1.487	11.888	8.459	50.32	22.908	7.039	14.496	19.44	6.198	6.062	41.231	14.447	43.425	5.586	16.573	18.024	22.409	22.018	26.077	16.757	20.91	20.626	1.923	45.701	1.309	27.329	4.752	17.521	15.979	22.764	19.218	32.512	20.182	15.236	13.518	5.103	90.584	43.89	9.556	49.032	11.121	35.122	20.142	15.009	53.442	16.613	37.414	42.137	19.75	99.003	11.981	7.349	26.413	36.642	19.507	10.481	9.133	0.81	20.363	32.735	46.073	9.06	26.236	73.435	35.926	5.785	6.001	5.518	8.863	12.776	37.14	28.95	54.98	61.932	16.323	14.337	13.965	7.671	3.152	20.11	20.123	15.946	70.351	8.906	87.37	5.249	43.151	5.099	23.683	48.831	21.034	35.484	4.561	45.571	16.598	32.257	18.061	32.355	28.918	7.894	10.753	44.889	14.598	13.822	4.449	9.906	3.751	8.151	1.905	3.318	8.979	5.223	14.169	12.91	48.779	16.035	12.529	13.669	30.342	52.062	37.566	19.852	32.472	26.006	8.692	42.844	39.754	22.93	43.063	21.818	6.135	14.379	85.558	8.939	65.633	62.869	28.901	6.097	6.44	66.563	51.836	6.131	6.467	1.252	13.336	12.9	18.617	6.176	42.248	27.442	31.291	60.356	10.224	16.477	35.715	11.443	37.144	14.684	5.752	7.943	29.412	13.181	9.315	25.843	5.224	50.302	45.721	60.566	29.289	52.092	22.439	26.485	5.781	1.646	9.51	30.133	35.15	19.078	11.257	37.327	1.776	5.655	7.629	2.653	42.471	9.832	68.106	14.927	23.99	0.494	7.415	13.364	7.817	63.105	12.919	5.19	7.81	22.263	39.039	28.937	5.131
Bacteria;Candidatus Saccharimonadota	phylum				0.0	0.0	0.0	0.0	0.227	0.028	0.0	0.0	0.0	0.0	0.052	0.0	0.021	0.0	0.124	0.0	0.051	0.037	0.0	0.0	0.034	0.0	0.039	0.0	0.075	0.026	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.028	0.017	0.0	0.086	0.0	0.323	0.05	0.0	0.129	0.046	0.022	0.0	0.019	0.036	0.065	0.043	0.094	0.0	0.0	0.296	0.0	0.06	0.0	0.026	0.022	0.021	0.086	0.012	0.018	0.0	0.0	0.0	0.017	0.0	0.0	0.031	0.0	0.204	0.0	0.065	0.128	0.016	0.0	0.0	0.063	0.0	0.0	0.044	0.0	0.046	0.101	0.032	0.0	0.036	0.063	0.0	0.145	0.078	0.254	0.198	0.029	0.0	0.0	0.0	0.036	0.099	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.493	0.0	0.024	0.0	0.0	0.0	0.025	0.054	0.0	0.0	0.027	0.0	0.0	0.121	0.0	0.036	0.248	0.0	0.0	0.153	0.008	0.012	0.0	0.116	0.767	0.0	0.042	0.0	0.054	0.271	0.021	0.131	0.026	0.034	0.0	0.0	0.048	0.037	0.0	0.0	0.015	0.029	0.107	0.0	0.101	0.063	0.0	0.144	0.023	0.0	0.024	0.0	0.0	0.0	0.0	0.097	0.085	0.0	0.096	0.018	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.02	0.0	0.0	0.028	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.092	0.013	0.0	0.499	0.02	0.0	0.0	0.0	0.0	0.0	0.054	0.056	0.0	0.0	0.0	0.029	0.0	0.0	0.042	0.04	0.0	0.074	0.152	0.207	0.0	0.083	0.053	0.0	0.076	0.0	0.199	0.0	0.05	0.0	0.139	0.039	0.044	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.011	0.0	0.0	0.091	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.067	0.0	0.071	0.032	0.042	0.0	0.033	0.046	0.078	0.0	0.047	0.0	0.0	0.027	0.0	0.0	0.0	0.088	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.071	0.0	0.038	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota	phylum				0.0	0.0	0.026	0.067	0.103	0.218	1.334	0.0	0.059	0.0	0.144	0.499	0.378	0.0	0.074	0.262	0.0	0.087	0.0	0.062	0.0	2.06	0.622	0.0	0.645	0.118	0.0	0.043	0.0	1.079	1.194	0.0	1.779	0.187	0.168	0.033	0.0	0.0	0.074	0.099	0.0	0.0	0.103	0.0	0.09	0.313	0.361	0.073	0.0	0.822	0.0	0.06	0.0	0.0	0.0	0.464	0.0	0.0	0.221	0.0	0.0	0.058	0.0	0.0	0.033	0.0	0.343	0.005	0.0	0.673	0.209	0.0	0.035	0.016	0.473	0.032	8.22	0.0	0.558	0.0	0.054	0.088	0.03	0.0	0.203	0.0	0.356	0.0	0.272	0.0	0.0	0.196	0.036	0.0	0.0	0.051	0.15	0.044	1.302	0.0	0.0	0.0	0.0	0.0	0.471	0.0	0.084	0.0	0.727	0.0	0.091	0.0	0.0	0.421	0.0	0.424	0.0	0.0	0.0	0.0	0.101	0.307	0.0	0.0	0.095	0.0	0.0	0.372	0.072	1.352	0.0	0.192	0.0	0.251	0.0	2.273	0.027	1.629	0.118	0.0	0.548	0.211	0.281	0.0	0.0	0.0	0.413	0.108	0.043	0.0	0.0	0.371	0.0	0.0	0.274	0.0	0.0	0.097	0.0	0.038	0.017	0.0	0.467	0.028	0.0	0.064	0.236	0.0	0.0	0.0	0.0	0.175	0.03	0.327	0.0	0.0	0.066	0.0	0.043	0.0	0.055	0.047	0.032	0.0	0.0	0.0	0.0	0.225	0.0	0.051	0.0	0.0	0.0	0.0	0.826	0.049	0.0	0.046	0.0	0.658	0.176	0.0	0.0	0.117	0.0	0.035	0.0	0.816	0.421	0.015	0.0	0.461	0.146	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.105	0.348	0.0	0.0	0.038	0.0	0.0	0.063	0.0	0.0	0.07	0.156	0.263	0.0	0.0	0.0	2.822	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.023	0.0	0.047	0.165	0.0	0.102	4.657	0.0	0.0	0.038	0.0	0.0	1.487	0.219	0.0	0.0	0.048	0.0	0.087	0.905	0.032	0.18	0.0	0.0	0.221	0.211	0.0	0.117	0.023	0.026	0.052	0.0	0.602	0.0	0.053	0.0	0.688	0.0	0.0	0.228	0.453	0.0	0.0	0.17	0.0	0.152	0.444	0.0	5.467	0.0	0.0	0.0	0.144	0.529	0.0	0.0	0.031	0.0	0.0	0.027	2.416	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.059	3.925	0.0	0.063	0.0	0.0	0.0	0.073
