Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015000-RRC	S700015292-RRC	S700015668-RRC	S700015906-RRC	S700016081-RRC	S700016172-RRC	S700016337-RRC	S700016655-RRC	S700016746-RRC	S700016756-RRC	S700016810-RRC	S700021880-RRC	S700021920-RRC	S700023011-RRC	S700023106-RRC	S700023192-RRC	S700023271-RRC	S700023321-RRC	S700023424-RRC	S700023481-RRC	S700023533-RRC	S700023582-RRC	S700023625-RRC	S700023658-RRC	S700023792-RRC	S700023849-RRC	S700023906-RRC	S700023940-RRC	S700023991-RRC	S700024099-RRC	S700024151-RRC	S700024258-RRC	S700024310-RRC	S700024429-RRC	S700024462-RRC	S700024513-RRC	S700024558-RRC	S700024607-RRC	S700024677-RRC	S700024703-RRC	S700024756-RRC	S700024833-RRC	S700024870-RRC	S700024922-RRC	S700024970-RRC	S700032034-RRC	S700032117-RRC	S700032178-RRC	S700032274-RRC	S700032368-RRC	S700032459-RRC	S700032974-RRC	S700033026-RRC	S700033183-RRC	S700033247-RRC	S700033483-RRC	S700033607-RRC	S700033710-RRC	S700033779-RRC	S700033842-RRC	S700033971-RRC	S700034073-RRC	S700034130-RRC	S700034218-RRC	S700034686-RRC	S700034824-RRC	S700034887-RRC	S700035206-RRC	S700035286-RRC	S700035351-RRC	S700035563-RRC	S700035627-RRC	S700037020-RRC	S700037046-RRC	S700037114-RRC	S700037167-RRC	S700037224-RRC	S700037276-RRC	S700037327-RRC	S700037381-RRC	S700037429-RRC	S700037472-RRC	S700037552-RRC	S700037653-RRC	S700037704-RRC	S700037781-RRC	S700037838-RRC	S700037872-RRC	S700037920-RRC	S700037971-RRC	S700038025-RRC	S700038096-RRC	S700038150-RRC	S700038251-RRC	S700038308-RRC	S700038358-RRC	S700038406-RRC	S700038476-RRC	S700038524-RRC	S700038570-RRC	S700038726-RRC	S700038785-RRC	S700038820-RRC	S700038894-RRC	S700038942-RRC	S700038970-RRC	S700095265-RRC	S700095402-RRC	S700095459-RRC	S700095573-RRC	S700095699-RRC	S700095766-RRC	S700095880-RRC	S700096410-RRC	S700097226-RRC	S700097283-RRC	S700097343-RRC	S700097680-RRC	S700097740-RRC	S700097889-RRC	S700098319-RRC	S700098411-RRC	S700098591-RRC	S700098984-RRC	S700099051-RRC	S700099111-RRC	S700099337-RRC	S700099639-RRC	S700099795-RRC	S700099852-RRC	S700099938-RRC	S700100071-RRC	S700100279-RRC	S700100342-RRC	S700100462-RRC	S700100520-RRC	S700100649-RRC	S700101125-RRC	S700101183-RRC	S700101273-RRC	S700101339-RRC	S700101396-RRC	S700101564-RRC	S700101687-RRC	S700102291-RRC	S700102462-RRC	S700102637-RRC	S700102954-RRC	S700102999-RRC	S700103265-RRC	S700103293-RRC	S700103470-RRC	S700103503-RRC	S700103579-RRC	S700103645-RRC	S700103696-RRC	S700105005-RRC	S700105030-RRC	S700105110-RRC	S700105167-RRC	S700105224-RRC	S700105278-RRC	S700105326-RRC	S700105396-RRC	S700105482-RRC	S700105538-RRC	S700105636-RRC	S700105709-RRC	S700105763-RRC	S700105800-RRC	S700105848-RRC	S700105896-RRC	S700105960-RRC	S700106042-RRC	S700106079-RRC	S700106136-RRC	S700106263-RRC	S700106318-RRC	S700106451-RRC	S700106508-RRC	S700106565-RRC	S700106639-RRC	S700106687-RRC	S700106715-RRC	S700106823-RRC	S700106900-RRC	S700106922-RRC	S700106970-RRC	S700107089-RRC	S700110207-RRC	S700110864-RRC	S700112095-RRC	S700112425-RRC	S700112539-RRC	S700113027-RRC	S700113097-RRC	S700113148-RRC	S700113199-RRC	S700113527-RRC	S700113566-RRC	S700113640-RRC	S700113668-RRC	S700113739-RRC	S700113793-RRC	S700113844-RRC	S700113958-RRC	S700114041-RRC	S700114149-RRC	S700114238-RRC	S700114291-RRC	S700114343-RRC	S700114411-RRC	S700114446-RRC	S700114509-RRC	S700114582-RRC	S700114639-RRC	S700114673-RRC	S700114721-RRC	S700114771-RRC	S700114822-RRC	S700114876-RRC	S700114925-RRC	S700114981-RRC	S700116023-RRC	S700116049-RRC	S700116100-RRC	S700116205-RRC	S700116279-RRC	S700116330-RRC	S700116382-RRC	S700116472-RRC	S700116592-RRC	S700116754-RRC	S700116802-RRC	S700116832-RRC	S700116892-RRC	S700116951-RRC	S700116986-RRC	S700117090-RRC	S700117218-RRC	S700117629-RRC	S700117686-RRC	S700117741-RRC	S700117852-RRC	S700117942-RRC	S700118462-RRC	S700119094-RRC	S700119214-RRC	S700119356-RRC	S700119614-RRC	S700119788-RRC	S700119913-RRC	S700120039-RRC	S700121042-RRC	S700121351-RRC	S700122396-RRC	S700123614-RRC	S700161044-RRC	S700161155-RRC	S700161321-RRC	S700161498-RRC	S700161622-RRC	S700161673-RRC	S700161728-RRC	S700161896-RRC	S700163034-RRC	S700163205-RRC	S700163262-RRC	S700163394-RRC	S700163499-RRC	S700163545-RRC	S700163578-RRC	S700163652-RRC	S700163703-RRC	S700163758-RRC	S700163778-RRC	S700163967-RRC	S700164074-RRC	S700164183-RRC	S700164216-RRC	S700164273-RRC	S700164343-RRC	S700164395-RRC	S700164491-RRC	S700164542-RRC	S700164597-RRC	S700164710-RRC	S700164759-RRC	S700164816-RRC	S700164856-RRC	S700165038-RRC	S700165136-RRC	S700165191-RRC	S700165304-RRC	S700165400-RRC	S700165448-RRC	S700165479-RRC	S700165658-RRC	S700165706-RRC	S700165802-RRC	S700165850-RRC	S700165899-RRC	S700165956-RRC	S700166077-RRC	S700171010-RRC	S700171058-RRC	S700171106-RRC	S700171139-RRC	S700171214-RRC	S700171270-RRC	S700171316-RRC	S700171366-RRC	S700171414-RRC	S700171465-RRC	S700171517-RRC	S700171565-RRC	S700171618-RRC	S700171672-RRC	S700171720-RRC	S700171751-RRC	S700171883-RRC	S700171920-RRC	S700171979-RRC	S700172207-RRC	S700172323-RRC	S700172434-RRC	S700172465-RRC	S700172542-RRC	S700172596-RRC	S700172645-RRC	S700172701-RRC	S700172750-RRC	S700172806-RRC	S700172857-RRC	S700173016-RRC	S700173064-RRC	S700173110-RRC	S700173217-RRC	S700173265-RRC	S700173313-RRC	S700173421-RRC	S700173474-RRC	S700173570-RRC	S700173620-RRC	S700173671-RRC	S700173824-RRC	S700173920-RRC	S700173957-RRC	S700175059-RRC	S700175110-RRC	S700175195-RRC	S700175249-RRC	S700175345-RRC
Bacteria	domain				97.929	97.429	98.685	99.505	81.636	93.476	98.064	82.469	99.031	99.965	99.494	90.547	38.0	98.464	98.695	31.537	94.646	99.65	51.874	95.644	98.372	93.396	97.756	56.054	93.294	97.708	99.667	99.592	99.091	84.844	99.046	99.279	99.408	99.05	94.734	99.073	98.683	94.058	92.181	98.7	94.817	94.058	98.054	98.394	99.041	99.368	99.089	99.792	99.97	99.832	98.822	99.797	99.89	96.576	99.853	99.352	99.649	99.906	99.343	99.874	99.947	99.675	99.925	98.654	99.886	98.36	99.904	99.808	100.0	99.807	97.118	99.888	98.833	99.042	97.221	95.108	99.34	98.705	93.88	98.348	98.138	96.825	68.953	99.313	96.432	97.518	96.102	97.79	97.656	98.763	97.475	79.639	98.207	99.192	97.59	98.69	94.582	98.545	98.377	99.425	99.543	95.019	96.94	97.364	97.472	93.591	99.831	95.523	93.985	99.456	99.659	99.946	99.82	99.394	99.706	99.645	92.852	98.65	99.876	98.7	95.838	94.593	99.842	99.214	98.233	95.438	99.579	97.613	98.828	99.337	99.552	99.946	97.548	98.868	99.899	99.699	100.0	99.823	98.309	98.96	97.984	99.742	99.957	94.054	97.685	99.932	96.372	96.958	99.648	97.915	99.331	99.702	98.227	99.327	99.787	97.516	99.832	91.305	99.667	73.018	99.883	98.542	96.789	99.512	94.593	91.383	98.286	99.797	97.029	73.772	99.807	99.552	99.791	99.059	99.332	97.021	98.883	99.46	99.595	99.403	98.105	99.806	99.718	99.908	95.66	99.358	99.597	99.83	100.0	94.244	95.276	99.934	99.883	99.64	96.198	99.479	63.009	99.721	99.345	89.894	97.219	95.898	99.078	99.967	97.461	98.583	99.158	99.832	97.974	98.166	98.695	98.132	99.546	98.583	91.851	89.431	99.898	99.282	97.542	98.742	99.021	97.763	97.812	99.535	99.768	98.623	84.863	95.618	98.956	99.233	98.923	98.562	99.819	94.098	99.789	100.0	96.596	99.023	97.95	98.241	92.672	92.632	95.411	98.03	99.606	95.073	99.708	99.172	96.363	99.215	99.851	99.186	99.755	99.821	99.722	98.699	99.825	99.117	99.553	99.508	98.467	98.027	99.633	98.931	98.988	99.808	98.98	99.56	99.403	99.468	98.854	99.662	95.495	97.663	93.39	99.179	99.178	99.838	99.656	93.626	99.498	95.118	99.388	99.781	99.473	99.742	96.731	98.93	99.932	99.291	98.716	95.243	99.097	98.737	99.697	96.943	99.677	99.696	99.645	97.894	98.646	97.775	99.976	94.202	99.631	98.291	98.621	98.31	99.978	99.909	99.209	99.473	98.664	99.683	98.984	97.142	99.448	98.506	99.97	99.101	97.305	97.908	96.012	95.769	97.934	98.277	99.476	93.763	99.047	99.06	99.956	98.067	99.497	98.258	99.092	99.77	99.95	99.972	99.899	99.813	99.976	97.69	99.692	99.818	99.218	99.913	99.983	98.629	98.646	98.961	99.69	99.97	99.943
Bacteria;Actinomycetota	phylum				95.771	97.195	94.544	97.199	44.548	81.939	75.199	74.562	51.416	99.2	56.471	81.32	10.375	93.454	94.862	2.269	22.449	92.818	17.165	38.245	70.835	41.228	67.842	14.619	38.457	43.174	38.404	69.504	87.967	46.107	84.236	94.0	53.245	95.601	66.387	93.917	51.312	74.389	90.527	89.708	26.791	43.451	68.511	66.921	96.896	83.399	79.167	88.129	84.911	98.782	39.044	79.271	53.314	19.246	94.416	25.021	94.275	96.266	63.298	83.458	87.156	96.8	99.224	56.444	89.719	63.254	99.12	96.642	96.672	94.163	48.559	75.489	5.179	95.981	83.8	82.638	49.471	93.493	6.326	70.994	63.097	63.114	35.78	25.621	11.482	82.783	88.962	95.254	86.282	3.184	75.053	33.501	58.776	73.667	27.718	90.247	68.205	83.976	90.761	81.032	86.985	48.945	88.819	89.042	96.131	69.526	96.138	85.082	82.556	81.588	5.926	99.112	81.089	89.753	81.107	82.344	23.579	94.974	84.899	61.762	72.234	52.145	55.881	33.217	72.539	50.481	97.248	72.609	40.272	94.579	17.118	99.544	55.487	75.881	98.263	89.781	99.63	94.093	41.45	88.934	78.262	91.15	40.808	78.891	83.216	44.81	48.211	74.373	58.303	69.863	64.896	15.236	32.928	98.472	97.092	51.439	39.517	49.914	86.918	49.745	1.35	91.472	66.841	75.488	11.832	44.427	94.961	39.037	91.298	65.539	90.084	91.524	33.656	91.269	54.086	75.758	67.906	91.464	94.695	83.749	64.532	92.772	98.407	68.008	46.036	63.356	97.624	28.213	83.494	64.748	86.032	85.558	81.084	58.003	60.701	97.737	29.205	30.762	13.889	83.178	87.964	82.319	83.904	98.317	66.085	44.618	95.652	42.778	57.622	50.824	88.493	88.963	59.337	57.923	39.17	50.157	5.578	48.633	91.313	58.399	97.603	87.12	91.546	27.421	89.24	95.915	40.691	80.715	47.818	88.931	74.715	87.646	88.049	68.974	96.847	93.551	69.865	42.087	47.33	70.964	78.469	74.505	69.908	96.35	67.737	80.103	69.245	83.976	68.166	91.784	96.058	66.418	78.388	62.42	95.534	76.488	49.684	92.403	86.474	5.788	76.33	91.186	83.377	54.143	89.209	15.916	93.855	28.571	89.639	18.997	94.337	55.865	79.74	91.042	69.098	37.895	43.438	91.322	72.083	85.604	55.04	73.725	98.699	98.141	72.144	38.058	88.757	52.03	99.093	86.758	23.216	75.821	60.967	94.591	30.841	87.765	39.353	37.774	55.253	92.152	86.614	88.681	90.83	36.788	84.129	97.563	88.466	73.193	59.126	74.174	48.848	89.205	56.896	96.963	37.566	89.58	74.165	86.578	10.83	84.392	87.584	82.533	86.591	64.897	94.592	80.874	90.434	40.667	87.119	52.874	73.663	93.754	96.395	81.638	84.62	85.224	89.862	59.152	94.294	99.027	60.484	83.997	93.38	82.3	66.447	99.596	75.758	41.025	28.756	39.065	63.306	98.263	98.206
Bacteria;Bacteroidota	phylum				0.039	0.0	0.0	0.366	0.0	0.0	0.279	0.056	0.042	0.012	2.038	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.332	4.178	0.125	0.448	0.0	0.0	0.0	0.0	0.015	0.012	0.296	0.0	0.0	0.015	0.235	0.0	0.09	0.0	0.0	0.0	0.115	0.022	0.016	0.075	0.0	0.0	0.0	0.083	0.0	0.0	1.035	0.085	0.013	0.015	0.0	0.069	0.0	0.0	0.0	0.506	0.521	0.0	0.0	0.116	0.0	0.013	0.0	0.019	0.381	0.0	0.0	0.0	0.045	0.036	0.465	0.3	0.318	0.01	0.0	0.0	0.022	0.087	0.021	0.0	0.072	0.057	0.0	0.0	0.0	0.156	0.022	1.284	0.011	0.0	0.08	0.108	0.0	0.0	0.0	0.04	0.008	0.0	0.011	0.0	0.029	0.0	0.0	0.163	0.03	0.0	0.126	0.0	0.0	0.0	0.053	1.733	0.103	0.047	0.0	0.078	0.069	0.0	0.057	0.0	0.067	0.0	0.007	3.437	0.0	0.005	0.0	0.0	0.024	0.393	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.011	0.033	0.0	0.325	0.0	0.472	0.207	0.0	0.0	0.0	0.267	0.0	0.0	0.0	0.0	0.299	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.041	0.157	0.0	0.0	0.0	0.585	0.0	0.0	0.428	0.046	0.0	0.125	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.02	0.007	0.0	0.234	0.016	0.384	0.016	0.645	17.503	0.064	0.014	0.173	0.061	0.154	0.0	0.134	0.012	0.026	0.067	0.394	0.253	0.05	0.048	0.008	0.014	2.534	0.806	0.014	0.242	0.022	0.226	0.022	0.0	0.259	0.0	0.04	0.0	0.048	0.012	0.029	0.0	0.0	0.0	0.097	0.005	0.032	0.0	0.088	0.022	0.0	0.01	0.034	0.052	0.163	0.0	0.091	0.032	0.022	0.0	0.027	0.021	0.046	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.526	0.618	0.128	0.0	0.865	2.94	0.32	0.0	0.012	0.0	0.156	0.051	0.0	0.0	0.0	0.041	0.392	0.13	0.0	0.027	0.602	0.055	0.0	0.087	0.0	0.052	0.111	0.0	0.0	0.085	0.0	0.117	4.509	0.0	0.139	0.015	0.029	0.028	0.078	0.112	0.0	0.0	0.0	0.149	0.0	0.205	0.643	0.0	0.063	0.0	0.067	0.0	0.0	0.0	0.128	0.0	0.092	0.0	0.58	0.0	0.008	0.0	0.0	0.037	0.013	0.07	0.013	0.157	0.012	0.387	0.217	0.043	0.015	0.014	0.003	0.71	0.0	0.0	0.201	0.014	0.0	0.025	0.0	0.0	0.0	0.056	0.025	0.0	0.404	0.075	0.0	0.074	0.0	0.0	0.266
Bacteria;Bacillota	phylum				1.906	0.135	3.82	1.486	26.024	11.285	20.688	7.624	46.837	0.694	35.475	7.046	5.5	4.787	3.132	0.0	67.365	6.352	17.564	55.401	17.765	21.678	24.519	5.65	49.88	36.571	61.111	29.929	10.936	19.717	13.401	5.252	45.995	3.361	25.493	4.942	47.101	19.621	1.634	8.967	65.513	50.208	29.289	30.674	2.062	9.48	19.84	10.146	15.013	1.039	55.71	20.198	46.417	76.817	5.421	73.894	5.374	3.629	1.496	13.357	12.147	2.616	0.505	39.235	10.155	35.04	0.697	2.99	2.303	5.547	48.434	24.372	92.932	2.939	12.411	8.441	48.516	5.171	87.339	27.324	34.885	33.58	27.602	73.458	84.124	12.941	7.112	2.319	11.227	94.598	22.023	37.653	31.417	17.344	69.443	7.87	26.332	14.518	7.009	14.91	12.518	45.062	8.045	8.11	1.044	24.029	3.693	9.943	11.289	16.491	93.503	0.82	18.652	9.511	18.485	8.849	68.508	3.397	14.938	36.581	23.153	42.099	42.573	65.851	25.148	38.631	2.324	14.627	58.15	4.733	82.246	0.348	41.742	21.532	1.636	9.521	0.329	5.704	55.729	9.178	19.583	8.268	1.021	13.128	14.114	54.975	48.111	22.567	40.542	26.621	33.635	82.905	65.229	0.702	2.355	44.767	7.785	36.088	7.989	8.669	98.026	6.962	19.463	23.419	0.064	45.233	0.9	60.42	2.802	6.104	9.115	7.4	64.226	6.835	45.024	18.388	30.932	7.88	3.931	15.229	29.946	6.41	0.73	30.616	47.744	35.531	1.887	70.854	16.34	29.475	9.198	13.987	18.565	41.58	33.991	1.628	15.087	32.447	85.177	6.615	6.882	13.108	14.672	1.239	30.704	53.87	3.341	56.635	38.824	46.363	9.945	8.761	40.148	40.605	45.89	30.452	3.933	49.818	6.142	39.134	1.173	10.631	5.575	71.727	10.234	2.578	43.337	14.799	50.906	10.294	24.208	10.837	11.673	25.048	2.787	5.79	25.939	56.559	50.235	25.993	14.056	17.878	24.97	1.656	29.811	14.328	30.429	15.129	19.563	7.328	3.645	32.446	21.024	36.723	3.882	22.176	50.02	5.654	12.237	88.675	21.392	6.777	13.975	35.165	8.683	83.281	4.772	70.989	9.115	79.585	4.489	43.46	15.737	6.549	22.171	60.592	54.894	8.309	22.603	7.834	44.413	20.912	0.68	1.483	26.775	58.978	7.389	45.482	0.82	12.29	61.601	19.25	37.505	4.079	68.671	9.105	59.464	61.682	17.462	5.728	12.007	8.888	8.953	53.258	14.708	0.669	9.883	25.017	40.74	25.551	17.275	9.986	41.345	2.522	59.767	7.517	24.165	11.894	0.723	14.635	7.227	15.181	9.397	30.123	2.64	16.566	8.961	50.581	10.144	2.099	26.043	4.241	3.054	12.621	14.463	14.527	9.862	40.693	5.579	0.749	39.492	13.671	6.312	17.306	32.433	0.174	23.164	57.529	68.536	56.703	35.99	1.641	1.072
Bacteria;Fusobacteriota	phylum				0.076	0.0	0.0	0.0	1.324	0.0	0.01	0.061	0.011	0.0	1.733	0.0	0.0	0.0	0.005	0.0	0.0	0.052	0.0	0.0	0.032	7.124	0.0	0.09	0.0	0.563	0.01	0.0	0.0	0.0	0.033	0.0	0.032	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.287	0.0	0.024	0.03	0.0	0.0	0.016	0.0	0.045	0.0	0.821	0.013	0.065	0.007	0.0	0.047	0.0	0.012	0.0	0.322	0.0	0.0	0.0	0.5	0.0	0.04	0.0	0.016	0.027	0.0	0.0	0.0	0.03	0.0	0.0	0.396	0.398	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.061	0.0	0.037	0.035	0.0	0.119	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.009	2.197	0.0	0.0	0.0	0.262	0.035	0.0	0.0	0.0	0.252	0.025	0.0	1.541	0.0	0.0	0.0	0.0	0.024	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.102	0.017	0.0	0.041	0.0	0.0	0.115	0.0	0.154	0.085	0.0	0.0	1.052	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.106	0.165	0.348	0.0	0.0	0.0	0.362	0.0	0.0	0.09	0.0	0.0	0.111	0.0	0.59	0.034	0.064	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.307	0.008	0.0	6.522	0.072	0.0	0.0	0.017	0.092	0.0	0.073	0.024	0.0	0.017	0.207	0.153	0.006	0.036	0.0	0.0	0.12	0.0	0.014	0.078	0.044	0.492	0.0	0.0	0.06	0.0	0.111	0.0	0.119	0.0	0.058	0.0	0.0	0.0	0.0	0.009	0.032	0.0	0.264	0.067	0.0	0.0	0.023	0.0	0.054	0.0	0.197	0.0	0.011	0.0	0.0	0.0	0.034	0.0	0.147	0.089	0.04	0.003	0.121	0.177	0.0	0.0	0.064	0.0	0.0	0.208	0.034	0.0	0.0	0.0	0.13	0.203	0.0	0.0	0.0	0.014	0.421	0.0	0.0	0.009	1.573	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.068	0.01	0.0	4.58	0.0	0.0	0.007	0.02	0.0	0.026	0.032	0.0	0.0	0.0	0.023	0.089	0.0	0.068	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.069	0.0	0.0	0.0	0.008	0.015	0.0	0.0	0.0	0.023	0.013	0.0	0.0	0.43	0.274	0.032	0.0	0.0	0.007	0.516	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.168	0.0	0.0	0.0	0.028	0.0	0.152
Bacteria;Patescibacteria	phylum				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota	phylum				0.115	0.099	0.321	0.452	9.741	0.252	1.889	0.166	0.726	0.059	3.729	2.18	22.125	0.224	0.696	29.268	4.833	0.362	17.145	1.998	9.409	19.176	5.271	35.247	4.957	17.399	0.143	0.16	0.173	19.008	1.079	0.027	0.137	0.073	2.618	0.214	0.113	0.047	0.021	0.025	2.111	0.376	0.214	0.695	0.083	6.489	0.065	1.435	0.0	0.01	1.999	0.23	0.082	0.49	0.016	0.321	0.0	0.0	34.55	2.231	0.124	0.258	0.196	2.327	0.013	0.013	0.087	0.14	0.617	0.097	0.063	0.028	0.647	0.086	0.545	3.334	0.637	0.03	0.215	0.031	0.133	0.043	5.539	0.234	0.754	1.542	0.027	0.217	0.147	0.824	0.305	7.202	7.967	8.147	0.335	0.346	0.033	0.035	0.607	3.432	0.032	1.013	0.065	0.212	0.268	0.035	0.0	0.335	0.04	1.377	0.104	0.015	0.08	0.131	0.052	4.523	0.662	0.233	0.039	0.017	0.26	0.349	1.331	0.146	0.227	6.301	0.0	3.911	0.407	0.02	0.188	0.054	0.271	0.947	0.0	0.397	0.0	0.025	1.13	0.849	0.139	0.324	58.127	2.035	0.321	0.034	0.0	0.019	0.436	1.431	0.328	1.239	0.07	0.0	0.255	1.043	52.519	4.251	4.76	14.604	0.169	0.093	10.485	0.312	82.697	1.723	2.425	0.294	2.929	1.934	0.402	0.123	1.909	0.955	0.223	1.928	0.046	0.117	0.451	0.379	3.627	0.388	0.581	0.695	1.811	0.407	0.086	0.763	0.166	0.0	0.039	0.345	0.0	0.04	0.814	0.09	18.072	9.081	0.144	0.087	2.2	0.392	0.149	0.412	0.464	0.06	0.14	0.335	0.739	0.572	0.202	0.324	0.054	0.041	4.03	6.673	90.359	0.511	0.022	0.492	0.223	0.012	0.373	0.387	0.141	0.131	0.667	0.092	0.145	0.007	0.0	0.079	0.0	0.061	0.092	0.66	0.44	0.289	0.384	1.262	0.09	0.197	0.315	0.024	1.695	0.611	0.0	0.067	8.608	0.082	0.069	0.321	0.196	0.59	0.202	0.033	0.0	0.883	0.316	4.427	0.553	0.064	1.416	6.475	0.742	0.611	0.34	0.0	0.286	0.583	0.028	0.338	0.018	0.018	1.162	0.562	0.846	0.162	1.444	0.133	0.045	0.394	0.009	0.104	0.402	2.706	0.586	1.265	0.01	0.126	4.409	0.172	0.417	0.045	0.135	0.046	0.756	0.096	26.931	0.013	0.024	0.034	0.105	3.951	0.082	0.039	0.209	0.078	0.045	0.183	33.087	0.281	0.257	0.198	1.443	0.046	0.539	0.034	88.371	0.045	2.494	0.157	0.011	0.64	0.676	0.68	0.07	1.634	1.283	44.012	0.235	0.058	0.037	2.774	0.01	0.012	0.025	0.056	0.025	0.012	0.0	0.022	0.0	0.129	0.313	0.142	0.489	0.0	1.354	3.118	0.366	0.067	0.247
