Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014976-HPA	S700015268-HPA	S700015644-HPA	S700016065-HPA	S700016156-HPA	S700016321-HPA	S700016362-HPA	S700016578-HPA	S700016631-HPA	S700016935-HPA	S700021689-HPA	S700021699-HPA	S700021862-HPA	S700023082-HPA	S700023216-HPA	S700023249-HPA	S700023307-HPA	S700023406-HPA	S700023463-HPA	S700023517-HPA	S700023678-HPA	S700023774-HPA	S700023831-HPA	S700023888-HPA	S700023954-HPA	S700024011-HPA	S700024052-HPA	S700024115-HPA	S700024171-HPA	S700024219-HPA	S700024278-HPA	S700024326-HPA	S700024365-HPA	S700024419-HPA	S700024478-HPA	S700024527-HPA	S700024574-HPA	S700024623-HPA	S700024659-HPA	S700024719-HPA	S700024776-HPA	S700024813-HPA	S700024890-HPA	S700024934-HPA	S700024984-HPA	S700024999-HPA	S700033002-HPA	S700033459-HPA	S700033763-HPA	S700037060-HPA	S700037208-HPA	S700037456-HPA	S700037568-HPA	S700037720-HPA	S700038039-HPA	S700038372-HPA	S700038458-HPA	S700038506-HPA	S700038554-HPA	S700038602-HPA	S700038710-HPA	S700038769-HPA	S700038986-HPA	S700095386-HPA	S700095443-HPA	S700097267-HPA	S700097327-HPA	S700097664-HPA	S700098303-HPA	S700098395-HPA	S700098968-HPA	S700099035-HPA	S700099095-HPA	S700099623-HPA	S700099779-HPA	S700100263-HPA	S700101671-HPA	S700102275-HPA	S700102621-HPA	S700102938-HPA	S700103249-HPA	S700103313-HPA	S700103454-HPA	S700103593-HPA	S700103629-HPA	S700103680-HPA	S700105189-HPA	S700105246-HPA	S700105380-HPA	S700105425-HPA	S700105598-HPA	S700105654-HPA	S700105693-HPA	S700105747-HPA	S700105814-HPA	S700105864-HPA	S700105912-HPA	S700106026-HPA	S700106101-HPA	S700106368-HPA	S700106420-HPA	S700106528-HPA	S700106587-HPA	S700106623-HPA	S700106671-HPA	S700106845-HPA	S700106884-HPA	S700106954-HPA	S700109419-HPA	S700110620-HPA	S700113043-HPA	S700113079-HPA	S700113511-HPA	S700113586-HPA	S700113624-HPA	S700113682-HPA	S700113826-HPA	S700113940-HPA	S700114025-HPA	S700114074-HPA	S700114131-HPA	S700114197-HPA	S700114311-HPA	S700114359-HPA	S700114395-HPA	S700114466-HPA	S700114525-HPA	S700114566-HPA	S700114623-HPA	S700114687-HPA	S700114735-HPA	S700114785-HPA	S700114842-HPA	S700114890-HPA	S700114947-HPA	S700114995-HPA	S700116225-HPA	S700116312-HPA	S700116366-HPA	S700116576-HPA	S700116627-HPA	S700116786-HPA	S700116846-HPA	S700117008-HPA	S700117668-HPA	S700117725-HPA	S700117836-HPA	S700117962-HPA	S700118446-HPA
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia;broomeae	species	559	2778		0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.24	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.027	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	022	2313		0.015	0.094	0.545	0.009	0.064	0.0	0.05	0.055	0.256	2.771	0.072	0.363	0.022	0.326	0.0	0.678	0.145	0.775	0.251	0.112	0.953	0.064	1.259	0.12	0.222	0.0	0.108	0.164	0.324	0.068	0.0	0.15	0.026	0.101	0.177	0.127	0.036	0.0	0.0	0.569	0.505	0.044	0.0	0.0	1.021	0.267	0.0	0.166	0.341	0.123	0.28	1.343	0.079	0.094	0.681	0.021	0.298	0.0	0.547	0.0	0.088	0.0	0.0	0.0	0.0	0.257	0.127	0.031	0.394	0.0	0.212	0.011	0.083	0.426	0.053	1.678	0.444	0.07	0.047	0.626	0.0	0.523	0.0	0.0	0.036	0.0	0.021	0.06	0.441	0.0	0.239	0.0	0.0	0.0	0.0	0.178	0.011	0.199	0.009	0.142	3.673	0.162	0.013	0.0	0.046	0.0	0.338	0.0	1.409	0.0	0.242	0.0	0.135	0.0	0.0	0.1	0.084	0.0	1.45	0.185	0.153	0.121	0.0	0.069	0.943	0.0	0.338	0.123	0.054	0.531	0.0	0.121	0.351	0.008	0.0	0.221	0.202	0.0	0.022	0.522	0.0	0.0	0.889	0.423	0.959	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;sp. HMT-406	species	406	2671		0.0	0.0	0.122	0.009	0.0	1.489	0.036	0.0	0.006	0.0	0.0	0.0	0.045	0.011	0.0	0.0	0.113	0.561	0.0	0.016	0.0	0.0	0.0	0.0	0.125	0.0	0.012	0.0	0.026	0.014	0.0	0.0	0.013	0.063	0.0	0.047	0.0	0.0	0.0	0.0	0.074	0.011	0.0	0.0	0.015	0.0	0.02	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.025	0.0	0.006	0.249	0.096	0.0	0.034	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.107	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.045	0.374	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.07	0.02	0.0	0.0	0.0	0.104	0.0	0.129	0.008	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;acidovorans	species	023	2314		0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.014	0.012	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.031	0.16	0.0	0.008	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.046	0.025	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.461	0.0	0.0	0.031	0.343	0.0	0.029
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577	2792		0.028	0.013	0.0	0.005	0.005	0.0	0.0	0.014	0.049	0.067	0.0	0.016	0.022	0.086	0.0	0.028	0.0	0.0	0.014	0.04	0.0	0.0	0.019	0.0	0.0	0.0	0.012	0.072	0.0	0.041	0.04	0.0	0.0	0.025	0.044	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.011	0.0	0.0	0.02	0.094	0.07	0.0	0.025	0.0	0.0	0.0	0.027	0.0	0.352	0.0	0.0	0.0	0.023	0.011	0.021	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.028	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.044	0.557	0.013	0.0	0.129	0.008	0.009	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.011	0.0	0.017	0.024	0.0	0.046	0.011	0.185	0.0	0.0	0.176	0.0	0.011	0.0	0.091	0.0	0.013	0.0	0.008	0.01	0.016	0.0	0.019	0.0	0.035	0.0	0.024	0.0	0.0	0.061	0.031	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	582	2796		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.012	0.0	0.057	0.0	0.0	0.0	0.685	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.233	0.0	0.558	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.042	0.0	0.012	0.0	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.021	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.008	0.04	0.073	0.018	0.075	0.0	0.0	0.069	0.128	0.119	0.054	0.0	0.0	0.011	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.048	0.019	0.0	0.153	0.0	0.12	0.0	0.013	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.072	0.0	0.121	0.029	0.0	0.133	0.017	0.019	0.015	0.0	0.13	0.011	0.0	0.0	0.08	0.081	0.0	0.075	0.0	0.0	0.022	0.0	0.0	0.0	0.014	0.195	0.0	0.049	0.352	0.0	0.085	0.077	0.148	0.0	0.027	0.023	0.0	0.0	0.106	0.063	0.0	0.135	0.0	0.0	0.0	0.054	0.0	0.016	0.012	0.0	0.01	0.072	0.308	0.0	0.0	0.0	0.056	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.04	0.012	0.0	0.024	0.0	0.053	0.0	0.0	0.013	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.334	0.0	0.011	0.041	0.058	0.0	0.027	0.0	0.0	0.167	0.0	0.131	0.019	0.0	0.0	0.0	0.0	0.0	0.132	0.041	0.07	0.0	0.082	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-012	species	012	2303		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-459	species	459	2701		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.477	0.0	0.0	0.056	0.237	0.0	0.051	0.311	0.0	0.053	0.015	0.0	0.025	0.022	0.0	0.0	2.693	0.0	0.0	0.0	0.0	0.017	0.0	0.061	0.025	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.15	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.021	0.0	0.0	0.0	0.0	0.0	4.768	0.0	0.0	0.0	1.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.673	0.0	0.261	0.0	0.0	0.0	0.062	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.058	0.034	0.0	0.0	0.0	0.231	0.116	0.0	0.0	0.0	0.032	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-932	species	932	3075		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.032	0.059	0.0	0.0	0.0	0.0	0.0	0.0	2.754	0.013	0.0	0.0	0.0	0.013	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.038	0.0	0.057	0.149	0.0	0.0	0.0	0.123	0.019	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.012	0.023	0.535	0.042	0.0	0.0	0.018	1.367	0.011	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.022	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.012	0.0	0.0	0.01	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;cinerea	species	956	3096	Some of the reads equidistant from these taxa (669-737-956) are included in HMT-956 because they are too close to differentiate at this site (HPA).	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.096	0.047	0.023	0.0	0.0	0.0	0.02	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.144	0.005	0.509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.105	0.0	0.0	0.0	0.007	0.0	0.0	0.017	0.574	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.042	0.0	0.0	0.01	0.019	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.022	0.0	0.017	0.032	0.003	0.0	0.0	0.012	0.0	0.029	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.125	0.198	0.0	0.045	0.0	0.002	0.0	0.0	0.0	0.0	0.067	0.0	0.046	0.0	0.0	0.124	0.0	0.075	0.0	0.002	0.0	0.106	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598	2809		0.048	0.552	0.045	0.0	0.021	0.0	0.043	0.608	1.299	0.271	0.435	0.032	2.93	0.0	0.0	0.055	0.126	0.0	0.0	0.064	0.129	0.016	0.057	0.0	0.0	0.0	1.213	0.0	0.039	0.081	0.0	0.075	0.04	0.013	0.052	0.079	0.072	0.0	0.175	0.219	0.0	0.0	0.017	0.037	0.061	0.47	0.1	0.051	0.0	0.074	0.2	0.215	0.0	0.056	0.396	0.064	0.129	0.0	0.014	0.0	0.0	0.049	0.0	0.0	0.094	0.064	0.085	0.0	0.525	0.0	0.053	0.0	0.0	0.0	0.0	0.126	0.027	0.153	0.0	0.306	0.0	0.027	0.217	0.0	0.178	0.024	0.0	0.036	0.308	0.0	0.0	0.0	0.21	0.0	0.016	0.0	0.044	0.061	0.0	0.0	0.0	0.0	0.013	0.0	0.083	0.0	0.0	0.08	0.052	0.0	0.0	0.0	0.0	0.0	0.056	0.033	0.0	0.035	0.061	0.093	0.399	0.066	0.0	0.012	0.24	0.0	0.0	0.0	0.109	0.141	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.035	0.0	0.008	0.252	0.0	0.184	0.249	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	610	2820	Reads equidistant to HMT-476 and HMT-610 were assigned to each taxon in proportion to the abundance of HMT-476 and HMT-610 individually at this body site (HPA).	1.988	0.004	0.091	0.0	0.0	0.0	0.046	0.837	0.726	1.118	0.153	0.142	1.827	0.002	0.014	3.735	2.059	0.454	0.078	1.335	2.23	0.034	1.87	0.048	0.004	0.443	0.006	1.15	0.202	0.072	0.014	0.0	0.045	0.252	2.012	0.529	0.0	0.077	0.027	0.018	0.269	0.041	8.519	0.02	1.386	0.784	0.037	0.276	0.001	0.007	0.026	0.004	0.952	0.019	4.375	0.117	0.442	0.949	0.027	0.0	0.0	0.013	0.0	0.0	0.0	1.447	0.353	0.0	0.013	0.0	0.109	0.033	0.11	0.321	0.0	0.236	1.042	0.017	1.635	1.184	0.04	0.039	1.281	0.0	2.204	0.917	0.0	0.372	0.0	0.0	0.0	0.0	0.779	0.0	0.268	0.0	0.0	0.267	1.779	0.793	0.0	0.168	0.06	0.222	0.059	0.023	0.178	0.285	0.856	2.133	1.464	0.0	0.448	0.056	0.903	0.021	0.022	4.359	0.0	0.518	0.491	0.162	0.966	0.147	1.7	0.0	0.064	3.029	0.262	0.04	0.37	0.0	0.005	0.065	0.13	1.879	0.08	0.003	0.147	0.121	0.188	0.247	0.0	0.097	0.086	0.0	0.187	0.0	0.783
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	2872	Because HMT-099 is not present individually, all equidistant reads were assigned to HMT-682 at this body site (HPA).	0.003	0.174	0.064	0.0	0.0	0.0	0.233	0.049	0.433	0.121	0.036	0.253	0.022	0.526	0.265	0.055	1.001	0.012	0.559	0.0	1.494	1.176	3.166	0.165	0.0	0.158	11.577	1.106	0.013	0.0	0.0	1.159	0.066	0.155	0.554	0.0	0.072	0.073	0.0	0.35	1.189	0.0	0.0	0.222	0.218	0.0	0.033	0.011	0.495	0.124	0.211	0.081	0.053	0.038	0.012	0.448	0.197	0.748	0.932	0.0	0.271	0.0	0.0	0.0	0.039	0.013	0.0	0.0	0.984	0.0	0.013	0.253	0.041	0.17	0.106	0.105	0.196	0.339	0.001	0.167	0.0	0.027	0.0	0.032	0.047	0.049	0.0	0.024	0.502	0.0	0.0	0.0	0.0	0.0	0.022	1.9	0.122	0.933	0.0	0.309	5.73	0.055	0.027	0.0	0.166	0.212	0.338	0.013	0.391	0.0	0.344	0.0	0.0	0.0	0.148	0.2	0.506	0.0	0.0	0.0	0.0	0.082	0.062	0.058	0.018	0.0	0.045	0.145	0.231	2.085	0.035	0.189	0.005	0.047	0.0	0.032	0.404	0.015	0.0	0.037	0.27	0.033	0.0	0.0	0.796	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	014	2305		0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.067	0.0	0.032	0.0	0.0	0.0	0.235	0.044	0.481	0.014	0.096	0.423	0.016	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.04	0.03	0.0	0.076	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.086	0.0	0.0	0.0	0.349	0.026	0.0	0.019	0.0	0.393	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.009	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.017	0.037	0.0	0.046	0.0	0.0	0.0	0.291	0.0	0.0	0.022	0.027	0.0	0.0	0.013	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;polysaccharea	species	737	2912	Some of the reads equidistant from these taxa (669-737-956) are included in HMT-737 because they are too close to differentiate at this site (HPA).	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.091	0.0	0.303	0.026	0.0	0.0	0.0	0.0	0.675	0.046	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.233	0.02	0.0	0.0	0.404	0.0	0.006	0.0	0.005	0.0	0.0	0.299	0.056	0.0	6.526	0.0	0.0	0.0	0.191	0.0	0.049	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.015	0.0	0.192	0.529	0.0	0.044	0.089	0.0	0.039	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.101	0.0	0.078	0.146	0.015	0.0	0.0	0.053	0.0	0.135	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.521	0.0	0.0	0.207	0.0	0.009	0.0	0.0	0.0	0.0	0.245	0.0	0.213	0.0	0.0	0.026	0.0	0.272	0.0	0.008	0.0	0.086	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	764	2933	Reads equidistant to HMT-682 and HMT-764 were assigned to each taxon in proportion to the abundance of HMT-682 and HMT-764 individually at this body site (HPA).	0.416	1.98	0.014	0.082	0.23	0.0	0.235	0.214	0.049	0.451	0.091	0.047	0.179	0.143	0.0	0.069	0.069	0.775	0.0	0.281	2.141	0.095	16.19	0.0	0.0	0.0	0.096	0.082	0.687	0.27	0.027	0.075	0.422	0.0	3.303	0.38	0.0	0.012	0.053	1.865	0.208	0.0	0.052	0.241	0.285	0.267	0.348	0.103	0.005	3.675	12.978	0.0	0.123	0.038	0.124	0.0	0.932	0.0	0.78	0.167	0.007	0.0	0.0	0.036	0.0	0.0	0.064	0.0	0.016	0.0	0.159	0.011	1.797	1.439	0.0	0.0	2.171	0.067	0.015	0.0	0.022	0.362	0.0	0.0	0.806	0.219	0.02	0.06	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.011	0.352	0.077	2.481	0.089	0.143	0.0	0.0	0.0	0.0	3.439	0.053	1.905	0.036	0.0	0.0	0.0	0.125	0.297	0.011	0.0	0.0	0.852	0.278	0.0	0.044	0.031	0.679	0.942	0.0	0.139	0.0	0.054	0.174	0.0	0.013	0.0	0.024	0.052	0.599	0.0	0.0	0.0	2.366	0.045	0.13	0.0	0.0	0.0	0.047	0.229	0.041	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp. HMT-499	species	499	2731		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.513	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
