Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015006-RAF	S700015298-RAF	S700016085-RAF	S700016176-RAF	S700016661-RAF	S700021884-RAF	S700023275-RAF	S700023428-RAF	S700023485-RAF	S700023535-RAF	S700023629-RAF	S700023662-RAF	S700023796-RAF	S700023853-RAF	S700023944-RAF	S700023995-RAF	S700024103-RAF	S700024155-RAF	S700024262-RAF	S700024314-RAF	S700024433-RAF	S700024517-RAF	S700024562-RAF	S700024611-RAF	S700024681-RAF	S700024707-RAF	S700024760-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032040-RAF	S700032978-RAF	S700033032-RAF	S700033187-RAF	S700033489-RAF	S700033554-RAF	S700033611-RAF	S700033716-RAF	S700033783-RAF	S700034077-RAF	S700034134-RAF	S700034222-RAF	S700034828-RAF	S700034891-RAF	S700035210-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037476-RAF	S700037556-RAF	S700037657-RAF	S700037708-RAF	S700037785-RAF	S700037842-RAF	S700037876-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038185-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038898-RAF	S700038974-RAF	S700095269-RAF	S700095406-RAF	S700095463-RAF	S700095520-RAF	S700095703-RAF	S700095770-RAF	S700097287-RAF	S700097347-RAF	S700097684-RAF	S700098415-RAF	S700098595-RAF	S700098988-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099856-RAF	S700100075-RAF	S700100283-RAF	S700100346-RAF	S700100593-RAF	S700101277-RAF	S700101343-RAF	S700101568-RAF	S700101634-RAF	S700101691-RAF	S700101950-RAF	S700102295-RAF	S700102409-RAF	S700102641-RAF	S700102958-RAF	S700103297-RAF	S700103583-RAF	S700103649-RAF	S700105171-RAF	S700105330-RAF	S700105640-RAF	S700105900-RAF	S700106046-RAF	S700106322-RAF	S700106569-RAF	S700106719-RAF	S700106792-RAF	S700106904-RAF	S700106926-RAF	S700106974-RAF	S700107003-RAF	S700107093-RAF	S700112099-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113743-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114347-RAF	S700114415-RAF	S700114450-RAF	S700114513-RAF	S700114586-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114880-RAF	S700114929-RAF	S700116209-RAF	S700116334-RAF	S700116386-RAF	S700116476-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117633-RAF	S700117745-RAF	S700117856-RAF	S700118466-RAF	S700119098-RAF	S700119218-RAF	S700119618-RAF	S700120043-RAF	S700120093-RAF	S700121695-RAF	S700122400-RAF	S700123618-RAF	S700161626-RAF	S700161846-RAF	S700161900-RAF	S700161953-RAF	S700163038-RAF	S700163209-RAF	S700163549-RAF	S700163656-RAF	S700163707-RAF	S700163782-RAF	S700163916-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164546-RAF	S700164763-RAF	S700164860-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165662-RAF	S700165806-RAF	S700166081-RAF	S700166639-RAF	S700166831-RAF	S700171110-RAF	S700171143-RAF	S700171418-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171676-RAF	S700171887-RAF	S700171924-RAF	S700171983-RAF	S700172546-RAF	S700172705-RAF	S700172810-RAF	S700173020-RAF	S700173068-RAF	S700173317-RAF	S700173478-RAF	S700173574-RAF	S700173624-RAF	S700175301-RAF
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-175	species	175	2458		0.0	0.0	2.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.285	0.0	0.0	0.0	0.051	0.134	0.0	0.769	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.314	0.0	1.287	0.0	0.0	0.0	0.0	0.0	0.0	0.786	0.0	0.0	0.01	0.0	0.0	0.516	0.0	0.12	0.0	0.051	0.034	0.227	0.0	0.319	0.0	0.0	0.0	0.0	0.564	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0	0.135	0.0	0.447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.045	0.0	0.232	0.011	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.173	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.491	0.0	0.0	1.265	0.0	0.0	0.0	0.296	0.0	0.0	0.231	0.0	0.0	0.0	0.16	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.011	0.506	0.0	0.0	0.0	0.0	0.162	0.32	0.0	0.0	0.565	0.329	0.136	0.0	0.461	0.024	0.545	0.0	0.0	0.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201	0.0	0.0	0.109	0.0	0.012	0.0	0.0	0.218	1.155	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-448	species	448	2693		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.471	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.016	0.0	0.0	0.0	0.024	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Peptidiphaga;sp. HMT-183	species	183	2466		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.549	0.0	0.0	0.0	0.0	0.0	0.0	2.894	0.0	0.0	0.0	0.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.377	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;lingnae	species	181	2464		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.019	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.135	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.098	0.0	0.0	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.674	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	1.828	0.049	0.0	0.0	0.0	0.0	0.025	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.016	0.431	0.0	0.0	0.0	0.017	0.0	0.0	0.265	0.0	0.0	0.0	1.542	0.0	1.407	0.0	0.0	0.0	0.439	0.0	0.146	0.059	0.0	0.218	0.0	0.0	0.0	0.0	0.02	0.0	0.067	0.0	1.054
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;accolens	species	019	2310		0.0	0.0	0.812	0.0	0.01	0.0	0.0	0.0	0.0	0.0	1.348	0.072	0.0	0.667	0.668	0.616	0.0	0.0	0.0	1.502	0.288	0.0	0.0	0.123	0.0	0.078	0.0	0.0	0.0	0.0	2.095	0.778	0.0	0.354	0.0	0.0	0.0	0.027	0.119	0.82	0.0	0.403	2.019	0.0	0.0	0.0	1.661	0.268	0.019	0.301	0.0	23.686	0.0	0.0	0.012	0.572	0.0	0.87	0.0	0.0	0.0	0.223	0.124	0.018	0.036	0.25	0.0	0.164	0.178	0.0	0.844	0.05	0.021	0.115	0.031	0.042	0.0	0.029	0.06	0.0	0.531	0.034	0.12	1.191	0.0	0.052	0.0	1.487	1.222	0.242	1.272	0.0	0.01	0.034	0.0	0.0	0.085	0.505	0.0	0.0	0.0	0.0	0.0	0.0	3.721	0.14	4.073	0.0	7.781	0.0	1.895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.638	11.062	0.0	0.085	0.015	0.0	0.0	0.0	0.0	0.0	0.066	0.0	1.06	0.04	0.0	0.0	0.0	0.243	0.0	4.679	0.0	1.506	0.0	0.901	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.401	0.0	0.174	0.015	0.0	0.065	0.319	1.195	0.179	0.0	0.11	0.0	2.217	0.618	0.03	0.008	0.0	0.187	0.1	1.833	0.997	0.181	0.203	0.0	0.655	0.0	0.102	0.0	0.0	0.02	0.132	0.0	0.016	0.091	0.053	0.016	0.023	1.299	1.242	0.661	0.512	0.024	0.0	16.153	2.143	0.0	1.005	0.0	0.016	0.0	0.0	0.728	0.092	0.0	0.0	0.492	0.059	0.0	0.0	0.018	0.0	0.054	0.283	0.079	0.221	0.134	0.158	0.028
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;afermentans	species	030	2321		0.0	0.0	0.758	0.0	0.0	0.0	0.0	0.401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.197	0.0	0.0	0.011	0.076	0.0	0.0	0.059	0.0	0.269	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	3.3	0.008	0.706	0.0	1.531	0.0	2.889	0.667	0.52	0.245	0.268	1.062	0.0	0.054	0.551	0.06	9.527	0.0	0.061	0.0	0.0	0.148	0.326	0.132	0.0	0.655	0.0	0.0	2.048	0.191	0.0	0.0	0.0	0.0	0.029	0.0	0.694	0.0	0.32	0.04	0.026	0.051	0.0	0.2	0.0	0.159	0.077	0.022	0.0	0.0	0.0	0.0	0.0	0.274	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.206	0.0	0.0	0.0	0.0	0.053	0.895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77	0.0	0.0	0.0	0.76	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.271	2.48	0.241	0.592	0.013	0.0	0.954	0.0	0.0	0.368	0.0	0.0	2.258	0.0	0.02	0.212	1.686	0.0	0.0	0.0	0.0	13.314	0.019	0.075	0.174	0.0	0.0	0.865	0.0	0.0	0.307	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.149	0.0	0.477	0.0	2.095	0.88	0.225	0.0	2.29	0.414	0.0	0.679	0.456	0.203	0.0	0.0	0.159	2.273	0.0	0.577	0.532	0.517	1.618	0.047	0.0	0.0	0.042	0.0	0.0	5.066	0.078	0.0	0.0	0.07	14.009	0.0	0.456	0.073	0.078	0.0	0.581	1.651	0.0	0.511	0.204	0.278	0.0	0.0	0.183	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;amycolatum	species	031	2322		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.223	0.0	0.263	0.0	0.017	0.861	0.379	0.0	0.0	0.0	0.0	1.407	0.021	0.0	0.0	0.0	0.0	0.778	0.0	0.0	0.0	0.0	0.859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.143	0.092	0.218	0.414	3.563	0.118	0.0	0.886	0.0	0.12	0.044	0.0	0.076	0.0	0.0	0.0	0.115	0.132	0.393	0.782	0.0	0.0	0.097	0.0	0.052	0.393	0.546	0.0	0.201	0.0	0.916	0.0	0.0	0.0	0.026	0.069	0.0	0.694	1.055	0.0	0.026	0.0	0.081	0.0	0.0	2.854	0.0	0.0	0.51	0.0	0.0	0.211	0.0	0.013	0.0	0.271	0.0	0.231	0.0	0.068	0.228	0.0	0.0	0.0	0.0	0.095	1.898	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.405	0.0	0.0	0.0	0.0	0.0	0.0	0.209	0.132	0.0	0.321	0.0	0.0	0.0	0.0	0.0	0.735	0.0	0.0	0.795	0.0	0.532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.013	0.281	3.896	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.342	0.0	1.301	1.627	0.068	0.0	0.569	0.0	0.0	0.083	6.592	0.08	0.0	0.0	0.109	0.026	0.0	0.705	0.0	0.289	0.0	0.096	1.172	0.898	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.156	0.0	0.305	0.415	0.0	0.0	0.091	0.859	0.0	0.254	0.233	0.0	0.108	0.0	0.0	0.0	0.0	0.097	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;appendicis	species	033	2324		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.0	0.0	0.0	2.418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.872	0.195	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	4.07	0.0	0.0	0.078	0.667	0.0	0.012	0.0	0.0	1.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.799	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.174	0.386	0.0	0.0	0.316	0.0	0.0	0.0	0.0	0.0	0.0	1.602	0.0	0.0	0.0	0.0	0.0	0.616	0.591	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.719	0.019	0.0	0.0	0.0	0.0	0.0	0.479	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.062	0.0	0.0	0.0	0.575	0.0	0.097	0.0	1.069	0.0	0.0	0.0	0.206	0.0	0.0	0.0	0.0	0.219	0.0	0.144	0.0	0.24	0.281	0.0	0.25	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.339	0.0	0.0	0.0	0.0	0.0	0.036	0.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;aurimucosum	species	034	2325		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.085	0.0	0.243	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.899	0.0	0.0	0.0	0.244	0.0	3.96	0.0	0.218	0.0	0.0	0.0	0.0	0.308	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.145	0.051	0.0	1.414	0.025	0.0	0.0	0.0	0.0	0.0	0.553	0.0	0.0	0.0	0.0	0.0	0.238	0.142	0.0	0.0	0.0	0.0	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	1.206	0.0	0.196	0.0	0.0	0.135	0.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.345	0.0	0.0	4.518	0.0	0.085	0.015	0.0	0.0	0.0	0.0	0.417	0.0	0.578	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.437	0.009	0.0	0.463	0.0	0.03	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.054	0.324	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.787	0.931	0.08	0.397	0.0	0.0	0.0	0.018	0.016	0.0	0.0	0.0	0.036	0.149	0.0	0.0	0.0	0.437	0.0	0.0	0.0	0.0	0.0	0.0	0.258	1.685	0.0	0.0	0.0	1.523	0.0	0.145	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;coyleae	species	341	2621		0.0	0.0	0.974	0.0	0.02	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	1.407	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	1.402	0.0	0.0	0.027	0.0	0.069	0.0	0.672	0.0	0.035	0.0	0.0	0.0	0.117	0.0	0.017	0.0	0.0	0.525	0.028	0.024	0.286	0.0	0.198	0.0	0.0	0.229	0.006	1.017	0.0	0.0	0.0	0.0	0.097	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.017	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.618	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.088	0.471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.576	0.0	0.0	0.0	0.95	0.0	0.339	0.0	0.0	0.0	0.0	0.0	0.0	0.834	1.614	0.0	0.161	0.0	0.9	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.307	0.0	0.0	0.0	0.0	0.0	0.0	13.06	0.009	0.822	0.058	0.0	0.0	0.0	0.0	0.04	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.623	0.0	0.0	0.0	0.169	0.052	0.064	0.03	0.0	0.0	0.0	0.1	0.397	0.0	0.0	0.0	0.0	0.862	0.0	0.192	0.0	0.036	0.859	0.059	0.0	0.0	0.0	0.0	0.0	2.313	0.0	0.0	0.0	0.0	0.508	0.0	0.0	0.0	0.02	0.0	0.654	0.287	0.036	0.0	0.079	1.092	0.123	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;durum	species	595	2806		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.067	0.0	0.0	0.0	0.387	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.362	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.314	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.12	0.0	0.103	0.0	0.0	0.17	0.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.022	0.659	0.0	0.0	0.0	0.0	0.0	0.775	0.237	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.434	0.0	1.232	0.0	0.0	0.0	0.336	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.567	0.0	0.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	2.762	0.0	0.0	0.0	0.0	0.134	0.0	0.367	0.0	0.0	0.0	0.0	0.021	0.0	0.712	0.0	0.0	0.04	0.147	0.0	0.031	0.0	0.0	0.047	0.0	0.0	0.532	0.024	0.0	0.0	0.0	1.028	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.023	0.0	0.0	2.086	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.047	0.0	1.523	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;gottingense	species	207	2490		2.012	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	2.291	0.0	0.0	0.0	0.438	0.326	0.0	0.0	0.0	0.619	0.0	0.051	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.247	6.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.968	0.412	0.0	0.0	6.646	0.0	0.0	0.103	1.19	0.0	0.0	0.0	0.055	0.163	0.0	0.132	0.726	0.0	0.122	0.0	1.448	0.633	0.392	0.711	0.0	0.0	0.0	0.0	3.168	0.0	0.0	0.0	0.0	0.0	0.019	0.0	1.389	1.189	0.786	0.0	0.026	0.0	0.0	0.0	0.34	0.284	0.0	0.0	0.404	0.041	0.0	0.0	0.0	0.0	1.089	0.0	0.0	0.085	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.372	0.0	0.0	0.0	0.0	0.929	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.417	0.0	0.0	0.0	0.0	0.0	2.74	0.399	0.0	0.0	0.0	0.0	0.0	0.0	0.177	0.0	0.247	0.0	0.0	0.0	0.0	0.196	0.0	0.289	0.0	1.306	0.0	0.0	0.255	0.0	0.112	0.203	0.0	0.0	0.0	0.0	0.604	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.784	0.0	3.969	0.0	0.0	0.1	0.486	0.0	0.0	0.039	0.0	0.47	0.0	0.168	0.035	1.706	1.453	0.047	0.333	0.0	0.25	0.0	0.502	0.0	0.219	0.0	0.0	0.0	2.308	0.0	0.0	0.0	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.754	0.0	0.0	0.0	0.0
