Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016101-PFO	S700016506-PFO	S700016606-PFO	S700021932-PFO	S700023102-PFO	S700023204-PFO	S700023283-PFO	S700023436-PFO	S700023493-PFO	S700023670-PFO	S700023804-PFO	S700023861-PFO	S700023918-PFO	S700024003-PFO	S700024080-PFO	S700024163-PFO	S700024270-PFO	S700024395-PFO	S700024768-PFO	S700024845-PFO	S700024882-PFO	S700032286-PFO	S700032380-PFO	S700032477-PFO	S700032677-PFO	S700033044-PFO	S700033195-PFO	S700033501-PFO	S700033791-PFO	S700034230-PFO	S700034296-PFO	S700034836-PFO	S700035699-PFO	S700035995-PFO	S700037014-PFO	S700037177-PFO	S700037236-PFO	S700037339-PFO	S700037716-PFO	S700037850-PFO	S700037983-PFO	S700038320-PFO	S700038738-PFO	S700038797-PFO	S700095277-PFO	S700095711-PFO	S700097355-PFO	S700097752-PFO	S700097901-PFO	S700098331-PFO	S700098423-PFO	S700098996-PFO	S700099123-PFO	S700099352-PFO	S700099950-PFO	S700100291-PFO	S700100538-PFO	S700101222-PFO	S700101288-PFO	S700101579-PFO	S700102649-PFO	S700103305-PFO	S700103515-PFO	S700103708-PFO	S700105065-PFO	S700105122-PFO	S700105179-PFO	S700105236-PFO	S700105453-PFO	S700105494-PFO	S700105646-PFO	S700105721-PFO	S700105796-PFO	S700105998-PFO	S700106054-PFO	S700106091-PFO	S700106520-PFO	S700106912-PFO	S700107439-PFO	S700108159-PFO	S700108282-PFO	S700108405-PFO	S700108594-PFO	S700108660-PFO	S700109685-PFO	S700109985-PFO	S700110153-PFO	S700110810-PFO	S700111220-PFO	S700111286-PFO	S700111360-PFO	S700111638-PFO	S700111809-PFO	S700113160-PFO	S700113211-PFO	S700113539-PFO	S700113578-PFO	S700113751-PFO	S700113856-PFO	S700113913-PFO	S700113970-PFO	S700113997-PFO	S700114161-PFO	S700114234-PFO	S700114458-PFO	S700114505-PFO	S700114594-PFO	S700114651-PFO	S700114834-PFO	S700116112-PFO	S700116217-PFO	S700116342-PFO	S700116447-PFO	S700116484-PFO	S700116657-PFO	S700116714-PFO	S700116963-PFO	S700116998-PFO	S700117151-PFO	S700117230-PFO	S700117641-PFO	S700117698-PFO	S700117753-PFO	S700117812-PFO	S700117954-PFO	S700119106-PFO	S700119626-PFO	S700119860-PFO	S700120051-PFO	S700121054-PFO	S700121703-PFO	S700122829-PFO	S700123626-PFO	S700161056-PFO	S700161113-PFO	S700161218-PFO	S700161510-PFO	S700161685-PFO	S700161740-PFO	S700161854-PFO	S700161961-PFO	S700163046-PFO	S700163217-PFO	S700163274-PFO	S700163590-PFO	S700163715-PFO	S700163770-PFO	S700163790-PFO	S700163867-PFO	S700163924-PFO	S700163979-PFO	S700164086-PFO	S700164141-PFO	S700164228-PFO	S700164285-PFO	S700164554-PFO	S700164609-PFO	S700164648-PFO	S700164771-PFO	S700164828-PFO	S700164868-PFO	S700165050-PFO	S700165203-PFO	S700165491-PFO	S700165911-PFO	S700165968-PFO	S700166089-PFO	S700166839-PFO	S700167823-PFO	S700171151-PFO	S700171226-PFO	S700171477-PFO	S700171630-PFO	S700171763-PFO	S700171838-PFO	S700171895-PFO	S700171932-PFO	S700171991-PFO	S700172066-PFO	S700172258-PFO	S700172335-PFO	S700172477-PFO	S700172554-PFO	S700172762-PFO	S700173175-PFO	S700173433-PFO	S700173683-PFO	S700173932-PFO	S700173967-PFO	S700175122-PFO	S700175207-PFO
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;sanguinegens	species	837	2986		0.0	0.0	2.943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;vaginalis	species	844	2993		0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.472	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.141	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;sp. HMT-004	species	004	2295		0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.012	0.0	0.0	0.0	0.08	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.003	0.006	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.016	0.0	0.0	1.577	0.06	0.0	0.0	0.043	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.066	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;sp. HMT-406	species	406	2671		0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.023	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.303	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;haemolysans	species	626	2832	Neither HMT-626 nor HMT-757 were present singularly so these reads were split evenly at this site (PFO).	0.003	0.004	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.012	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.019	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.014	0.0	0.001	0.0	0.0	0.0	0.008	0.005	0.0	0.0	0.01	0.0	0.033	0.0	0.0	0.005	0.007	0.0	0.0	0.088	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.028	0.0	0.0	0.007	0.0	0.0	0.0	0.017	0.0	0.0	2.166	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;sanguinis	species	757	2928	Neither HMT-626 nor HMT-757 were present singularly so these reads were split evenly at this site (PFO).	0.003	0.004	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.012	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.019	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.014	0.0	0.001	0.0	0.0	0.0	0.008	0.005	0.0	0.0	0.01	0.0	0.033	0.0	0.0	0.005	0.007	0.0	0.0	0.088	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.028	0.0	0.0	0.007	0.0	0.0	0.0	0.017	0.0	0.0	2.166	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;gasseri	species	615	2824	Neither HMT-615 nor HMT-819 were present singularly so these reads were split evenly at this site (PFO).	0.003	0.0	0.0	0.162	0.0	0.019	0.0	0.0	0.0	49.237	0.0	0.066	1.752	0.018	0.0	0.0	0.0	0.0	0.088	10.518	0.068	0.0	49.993	0.0	0.0	0.004	25.183	0.212	48.942	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.12	0.0	49.475	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.005	0.0	0.111	1.061	0.0	0.0	0.0	0.0	33.895	0.0	7.268	0.0	46.806	0.0	4.471	1.312	0.044	0.0	0.0	0.0	0.0	0.0	0.01	0.0	8.544	44.986	0.0	0.0	0.0	49.981	0.016	0.0	0.037	0.678	0.474	0.4	0.036	0.0	0.0	0.0	0.0	1.267	28.403	0.0	0.0	0.008	0.37	0.011	0.0	0.0	0.0	0.0	0.007	7.287	0.008	0.008	0.429	0.0	0.0	0.036	0.0	4.95	0.0	5.229	0.0	0.0	0.046	0.0	8.193	0.241	0.264	0.106	0.0	0.0	0.0	0.014	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.022	0.0	0.099	0.219	0.0	1.325	0.0	0.0	0.0	0.0	0.0	37.96	0.0	0.061	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.032	0.0	0.048	0.0	1.936	0.0	0.0	0.289	23.212	0.0	0.298	23.09	0.176	0.076	0.187	0.218	0.0	49.841	49.642	0.0	0.0	0.035	0.0	0.008	0.0	0.0	0.013	0.277	0.013	0.0	1.245	0.0	0.0	0.012	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	species	819	2968	Neither HMT-615 nor HMT-819 were present singularly so these reads were split evenly at this site (PFO).	0.003	0.0	0.0	0.162	0.0	0.019	0.0	0.0	0.0	49.237	0.0	0.066	1.752	0.018	0.0	0.0	0.0	0.0	0.088	10.518	0.068	0.0	49.993	0.0	0.0	0.004	25.183	0.212	48.942	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.12	0.0	49.475	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.005	0.0	0.111	1.061	0.0	0.0	0.0	0.0	33.895	0.0	7.268	0.0	46.806	0.0	4.471	1.312	0.044	0.0	0.0	0.0	0.0	0.0	0.01	0.0	8.544	44.986	0.0	0.0	0.0	49.981	0.016	0.0	0.037	0.678	0.474	0.4	0.036	0.0	0.0	0.0	0.0	1.267	28.403	0.0	0.0	0.008	0.37	0.011	0.0	0.0	0.0	0.0	0.007	7.287	0.008	0.008	0.429	0.0	0.0	0.036	0.0	4.95	0.0	5.229	0.0	0.0	0.046	0.0	8.193	0.241	0.264	0.106	0.0	0.0	0.0	0.014	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.022	0.0	0.099	0.219	0.0	1.325	0.0	0.0	0.0	0.0	0.0	37.96	0.0	0.061	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.032	0.0	0.048	0.0	1.936	0.0	0.0	0.289	23.212	0.0	0.298	23.09	0.176	0.076	0.187	0.218	0.0	49.841	49.642	0.0	0.0	0.035	0.0	0.008	0.0	0.0	0.013	0.277	0.013	0.0	1.245	0.0	0.0	0.012	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;reuteri;clade-938	subspecies	938	3081	Reads equidistant to HMT-051 and HMT-938 were assigned to each taxon in proportion to the abundance of HMT-051 and HMT-938 individually at this body site (PFO).	0.426	0.191	0.0	1.964	0.0	0.0	0.0	0.0	0.443	0.164	0.0	0.985	0.534	0.0	0.0	0.12	0.0	0.045	0.0	0.484	0.0	0.0	0.0	0.0	0.0	0.0	0.545	2.507	0.0	0.0	0.032	0.182	0.0	0.105	0.0	0.192	0.0	0.0	0.0	0.0	0.019	0.0	0.015	1.338	0.245	0.0	0.0	0.0	0.0	0.167	3.619	0.587	0.0	0.0	0.0	0.0	0.0	0.654	0.0	0.0	0.0	0.295	0.08	2.116	0.0	0.0	0.088	0.634	0.0	0.563	0.036	2.474	0.163	0.0	0.0	0.171	0.0	0.397	0.0	0.019	0.0	0.409	0.929	0.61	0.0	1.058	0.029	5.446	2.094	1.907	0.138	0.0	0.375	1.506	0.149	0.098	0.011	0.527	0.706	0.417	3.425	0.032	0.081	2.498	0.691	0.0	0.012	0.0	0.453	0.565	0.016	0.0	0.0	0.424	0.282	0.0	0.629	0.295	1.312	2.568	0.034	0.555	0.348	0.0	0.0	0.0	0.093	0.916	0.0	0.021	0.409	0.0	0.0	0.0	0.0	0.295	0.396	0.0	1.331	0.0	4.602	0.0	0.0	0.175	0.132	0.0	0.0	0.847	0.18	0.0	0.0	0.81	0.306	0.179	0.0	0.204	0.0	0.596	0.0	0.52	0.042	0.0	0.0	0.0	0.0	0.0	0.406	0.864	2.178	0.487	0.631	0.0	0.0	0.0	0.03	0.042	0.173	0.024	1.712	0.0	0.0	0.0	0.0	0.026	0.0	0.125	0.442	0.072	0.199	0.0	0.0
UNMATCHED	UNMATCHED				1.124	0.016	43.06	0.0	0.028	0.039	0.027	0.043	1.085	0.023	0.712	0.398	0.812	0.467	0.183	0.013	0.352	0.09	0.996	5.391	0.506	0.0	0.0	0.0	0.0	0.08	0.0	0.414	1.298	37.277	0.0	0.0	0.0	0.0	0.0	0.15	0.063	1.039	2.158	0.062	1.702	0.439	0.121	0.021	0.012	8.399	39.31	1.979	0.03	2.979	1.351	1.087	0.055	0.017	42.092	0.0	0.0	0.0	0.02	1.088	0.748	2.96	0.231	1.366	0.003	0.779	0.103	0.127	0.339	0.389	0.095	0.0	0.367	0.086	0.087	0.03	0.038	0.508	0.014	0.0	0.128	10.653	0.016	0.018	18.268	0.0	0.088	0.207	0.168	0.023	0.052	5.991	0.031	0.014	0.149	0.147	0.192	0.727	1.236	0.0	0.017	0.064	3.22	0.089	0.07	1.577	0.206	0.07	0.324	4.989	0.172	10.26	0.0	0.435	0.134	0.122	0.147	0.915	0.517	0.256	0.136	0.457	0.083	1.595	0.726	0.0	0.264	0.0	22.161	1.125	0.623	12.06	0.0	0.0	1.198	0.0	1.056	0.073	0.108	0.0	0.319	0.0	51.511	0.57	0.088	0.024	0.0	0.024	0.3	0.033	23.624	0.746	3.218	0.112	0.063	0.192	3.595	0.357	13.508	0.364	0.042	3.853	0.687	0.043	35.079	0.044	0.005	0.118	0.0	0.469	3.751	1.264	0.166	0.026	0.516	0.0	0.346	0.563	25.688	25.096	0.0	0.026	1.24	0.155	1.208	0.0	0.035	0.431	0.162	5.335	0.0
