Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev	NS-mean	NS-10p	NS-90p	NS-sd	NS-prev
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;lipophila	species	656		0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.009	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;loescheii	species	658		0.158	0.007	0.0	0.024	0.011	55.882	0.046	0.0	0.015	0.216	42.857	0.009	0.0	0.024	0.027	50.0	0.004	0.0	0.013	0.008	35.484	0.153	0.0	0.494	0.515	80.0	0.158	0.0	0.362	0.454	58.824	0.003	0.0	0.007	0.005	47.222	0.0	0.0	0.0	0.001	8.824	0.001	0.0	0.004	0.004	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquamicrobium;lusatiense	species	660		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Finegoldia;magna	species	662		0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.569	0.231	50.0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;maltophilia	species	663		0.0	0.0	0.0	0.0	0.001	5.882	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;maltophilum	species	664		0.04	0.003	0.0	0.005	0.01	17.647	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.002	8.333	0.006	0.0	0.004	0.025	19.355	0.04	0.0	0.073	0.193	45.714	0.005	0.0	0.015	0.013	32.353	0.0	0.0	0.0	0.001	8.333	0.0	0.0	0.0	0.001	5.882	0.001	0.0	0.003	0.002	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;marshii	species	665		0.008	0.003	0.0	0.014	0.008	26.471	0.001	0.0	0.001	0.002	10.714	0.0	0.0	0.0	0.001	5.556	0.006	0.0	0.009	0.021	19.355	0.008	0.0	0.003	0.035	17.143	0.003	0.0	0.006	0.011	20.588	0.0	0.0	0.0	0.002	11.111	0.0	0.0	0.0	0.001	5.882	0.002	0.0	0.001	0.01	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	666		3.068	0.148	0.003	0.491	0.221	97.059	0.434	0.006	0.83	1.028	92.857	0.109	0.0	0.111	0.315	88.889	0.005	0.0	0.013	0.008	58.065	3.068	0.011	9.271	5.941	100.0	1.498	0.044	3.678	1.808	100.0	0.015	0.0	0.045	0.024	63.889	0.002	0.0	0.005	0.006	32.353	0.061	0.0	0.044	0.26	69.697	0.005	0.0	0.004	0.016	10.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;medium	species	667		0.019	0.001	0.0	0.001	0.003	11.765	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.001	5.556	0.019	0.0	0.02	0.064	25.806	0.012	0.0	0.04	0.03	48.571	0.002	0.0	0.005	0.004	32.353	0.001	0.0	0.003	0.002	22.222	0.0	0.0	0.001	0.001	14.706	0.004	0.0	0.004	0.018	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;meningitidis	species	669	Reads equally close to HMT 669 and 956 were assigned half to each taxon.; Reads equally close to HMT 669, 737, and 956 were assigned one third to each taxon.; 	0.086	0.011	0.0	0.019	0.038	50.0	0.045	0.0	0.107	0.108	78.571	0.033	0.0	0.028	0.146	55.556	0.024	0.0	0.014	0.09	54.839	0.003	0.0	0.003	0.014	34.286	0.001	0.0	0.002	0.003	26.471	0.047	0.0	0.072	0.139	55.556	0.086	0.0	0.261	0.224	44.118	0.03	0.0	0.08	0.081	51.515	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;meyeri	species	671		0.033	0.003	0.0	0.01	0.005	47.059	0.009	0.0	0.035	0.015	57.143	0.015	0.0	0.051	0.034	27.778	0.028	0.0	0.07	0.052	70.968	0.024	0.0	0.069	0.061	54.286	0.007	0.0	0.02	0.012	58.824	0.027	0.0	0.078	0.038	75.0	0.033	0.0	0.112	0.05	76.471	0.03	0.0	0.099	0.039	72.727	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-6];[Eubacterium]_minutum	species	673		0.002	0.001	0.0	0.0	0.003	8.824	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.001	3.226	0.002	0.0	0.0	0.01	17.143	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.001	8.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;minutum	species	674		0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.007	6.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mitis	species	677	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	19.827	12.654	2.538	27.648	10.139	100.0	11.325	0.94	29.893	15.288	100.0	19.827	0.573	41.563	18.13	100.0	4.3	0.161	6.092	8.022	100.0	2.192	0.049	5.91	3.396	100.0	1.839	0.323	3.959	2.202	100.0	3.26	0.338	7.115	6.386	100.0	6.618	0.107	31.965	14.569	100.0	3.51	0.206	9.949	4.903	100.0	0.064	0.0	0.266	0.127	60.0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;moorei	species	678		0.584	0.04	0.0	0.11	0.047	79.412	0.128	0.006	0.339	0.167	89.286	0.317	0.0	0.761	0.904	55.556	0.26	0.013	0.456	0.399	96.774	0.12	0.0	0.31	0.297	80.0	0.082	0.0	0.12	0.273	70.588	0.584	0.031	1.606	0.782	97.222	0.524	0.002	1.681	0.808	97.059	0.355	0.03	0.713	0.607	100.0	0.002	0.0	0.0	0.007	5.0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;mucilaginosa	species	681		3.289	2.166	0.041	3.989	4.597	100.0	3.289	0.253	8.152	5.622	100.0	0.483	0.001	0.717	1.376	88.889	0.793	0.041	1.56	1.313	96.774	0.12	0.0	0.082	0.519	94.286	0.077	0.001	0.131	0.221	88.235	2.741	0.216	7.208	3.061	100.0	1.568	0.009	4.206	2.142	100.0	0.925	0.073	2.126	0.896	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	Reads equally close to HMT 099 and 682 were assigned half to each taxon.; Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.189	0.107	0.0	0.279	0.271	76.471	0.123	0.0	0.269	0.363	78.571	0.026	0.0	0.049	0.069	61.111	0.01	0.0	0.021	0.031	54.839	0.189	0.0	0.158	1.281	77.143	0.064	0.0	0.226	0.139	61.765	0.023	0.0	0.05	0.065	63.889	0.007	0.0	0.017	0.016	52.941	0.004	0.0	0.012	0.007	63.636	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;muelleri	species	683		1.564	0.001	0.0	0.002	0.004	17.647	1.564	0.0	3.314	4.615	25.0	0.006	0.0	0.005	0.025	19.444	0.001	0.0	0.004	0.003	22.581	0.0	0.0	0.0	0.002	2.857	0.0	0.0	0.0	0.002	2.941	0.001	0.0	0.0	0.002	13.889	0.001	0.0	0.0	0.007	8.824	0.003	0.0	0.011	0.006	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multiformis	species	685		0.108	0.077	0.0	0.002	0.415	11.765	0.003	0.0	0.003	0.01	10.714	0.0	0.0	0.0	0.001	11.111	0.093	0.0	0.007	0.431	22.581	0.108	0.0	0.104	0.414	40.0	0.016	0.0	0.004	0.073	17.647	0.0	0.0	0.0	0.001	5.556	0.0	0.0	0.0	0.002	2.941	0.004	0.0	0.004	0.014	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mutans	species	686		1.24	0.279	0.0	0.13	1.474	70.588	0.427	0.0	0.021	1.969	39.286	0.016	0.0	0.025	0.068	27.778	0.001	0.0	0.004	0.002	22.581	0.828	0.0	0.155	3.695	42.857	1.24	0.0	0.328	5.217	47.059	0.037	0.0	0.018	0.23	47.222	0.001	0.0	0.003	0.002	20.588	0.04	0.0	0.007	0.216	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;viscosus	species	688		0.152	0.017	0.0	0.035	0.03	82.353	0.019	0.0	0.059	0.028	71.429	0.008	0.0	0.013	0.018	69.444	0.05	0.0	0.004	0.271	32.258	0.135	0.002	0.242	0.414	100.0	0.152	0.007	0.413	0.249	97.059	0.003	0.0	0.009	0.006	50.0	0.0	0.0	0.0	0.001	2.941	0.002	0.0	0.007	0.006	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;naviforme	species	689	Reads equally close to HMT 200 and 689 were assigned half to each taxon.; 	0.515	0.018	0.0	0.026	0.052	58.824	0.037	0.0	0.036	0.151	39.286	0.012	0.0	0.047	0.032	44.444	0.163	0.0	0.256	0.701	45.161	0.515	0.0	1.492	1.105	88.571	0.115	0.0	0.374	0.202	79.412	0.003	0.0	0.007	0.007	41.667	0.0	0.0	0.001	0.001	14.706	0.024	0.0	0.009	0.123	36.364	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	690		0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.026	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	3.03	0.0	0.0	0.0	0.0	5.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;neglectum	species	691		0.094	0.009	0.0	0.032	0.02	38.235	0.003	0.0	0.01	0.005	42.857	0.001	0.0	0.004	0.002	22.222	0.006	0.0	0.018	0.012	67.742	0.094	0.0	0.172	0.268	71.429	0.005	0.0	0.011	0.013	35.294	0.004	0.0	0.009	0.007	58.333	0.004	0.0	0.01	0.005	58.824	0.004	0.0	0.012	0.008	72.727	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693		0.028	0.007	0.0	0.017	0.014	52.941	0.001	0.0	0.004	0.003	28.571	0.001	0.0	0.004	0.004	22.222	0.021	0.0	0.037	0.058	48.387	0.028	0.0	0.074	0.072	71.429	0.008	0.0	0.021	0.023	35.294	0.004	0.0	0.008	0.011	22.222	0.0	0.0	0.0	0.0	2.941	0.013	0.0	0.037	0.035	39.394	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-6];[Eubacterium]_nodatum	species	694		0.117	0.024	0.0	0.012	0.11	20.588	0.004	0.0	0.006	0.017	21.429	0.001	0.0	0.001	0.002	16.667	0.117	0.0	0.033	0.411	25.806	0.031	0.0	0.003	0.2	20.0	0.005	0.0	0.0	0.03	2.941	0.002	0.0	0.007	0.006	16.667	0.001	0.0	0.0	0.002	8.824	0.008	0.0	0.008	0.026	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._nucleatum	species	698		0.056	0.006	0.0	0.008	0.018	35.294	0.002	0.0	0.004	0.005	25.0	0.005	0.0	0.007	0.017	22.222	0.002	0.0	0.004	0.006	22.581	0.021	0.0	0.027	0.095	68.571	0.056	0.0	0.046	0.25	52.941	0.002	0.0	0.002	0.007	19.444	0.0	0.0	0.0	0.001	11.765	0.002	0.0	0.005	0.007	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	700		0.005	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	2.778	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.003	0.017	22.857	0.005	0.0	0.011	0.013	32.353	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	701	Reads equally close to HMT 180 and 701 were assigned half to each taxon.; 	0.862	0.119	0.0	0.269	0.141	85.294	0.342	0.018	0.854	0.367	89.286	0.858	0.0	3.87	2.044	80.556	0.578	0.096	1.456	0.624	100.0	0.015	0.0	0.043	0.023	80.0	0.046	0.0	0.118	0.075	79.412	0.564	0.098	0.986	0.597	97.222	0.862	0.008	1.717	0.95	100.0	0.505	0.084	1.152	0.461	96.97	0.003	0.0	0.007	0.01	15.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;orale	species	703		0.0	0.0	0.0	0.0	0.003	2.941	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;orale	species	704		0.004	0.001	0.0	0.002	0.003	11.765	0.003	0.0	0.006	0.012	14.286	0.002	0.0	0.003	0.006	2.778	0.004	0.0	0.004	0.013	29.032	0.0	0.0	0.0	0.001	5.714	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.003	22.222	0.002	0.0	0.001	0.006	14.706	0.002	0.0	0.006	0.007	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oralis	species	705		0.03	0.003	0.0	0.008	0.009	20.588	0.001	0.0	0.004	0.002	21.429	0.001	0.0	0.0	0.003	5.556	0.03	0.0	0.004	0.159	19.355	0.013	0.0	0.013	0.059	42.857	0.003	0.0	0.009	0.005	29.412	0.005	0.0	0.015	0.013	19.444	0.0	0.0	0.0	0.002	8.824	0.001	0.0	0.005	0.002	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706		0.551	0.066	0.001	0.13	0.132	88.235	0.214	0.0	0.388	0.561	78.571	0.035	0.0	0.112	0.071	77.778	0.002	0.0	0.006	0.006	29.032	0.551	0.0	0.793	1.642	94.286	0.343	0.012	0.75	0.518	94.118	0.009	0.0	0.038	0.017	58.333	0.001	0.0	0.004	0.003	32.353	0.013	0.0	0.019	0.043	36.364	0.0	0.0	0.0	0.001	5.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._oralis	species	707	Reads equally close to HMT 066 and 707 were assigned half to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.223	1.223	0.092	1.619	3.975	100.0	0.404	0.038	0.661	0.543	100.0	1.119	0.034	1.852	3.523	100.0	0.208	0.022	0.419	0.193	96.774	0.666	0.006	1.464	1.994	100.0	0.918	0.023	3.358	1.511	100.0	0.433	0.056	0.873	0.393	100.0	0.423	0.056	0.861	0.789	100.0	0.331	0.045	0.669	0.565	100.0	0.003	0.0	0.0	0.013	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;osloensis	species	711		0.001	0.0	0.0	0.0	0.0	5.882	0.001	0.0	0.0	0.002	7.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714		1.593	0.224	0.0	0.796	0.326	79.412	0.803	0.011	2.017	1.045	92.857	0.095	0.0	0.327	0.186	69.444	1.104	0.03	3.032	1.226	96.774	0.109	0.0	0.029	0.833	71.429	0.055	0.0	0.095	0.193	41.176	1.068	0.006	4.203	2.152	86.111	0.777	0.009	1.639	1.288	100.0	1.593	0.056	3.378	1.638	96.97	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;paracasei	species	716		0.001	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	2.778	0.0	0.0	0.0	0.002	3.226	0.0	0.0	0.0	0.002	5.714	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.001	0.0	0.0	0.002	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;paradoxus	species	717		0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	718		8.065	7.77	1.114	17.425	9.062	100.0	5.472	0.91	11.614	4.944	100.0	8.065	0.301	22.305	9.59	100.0	2.022	0.082	5.809	2.378	100.0	1.541	0.011	2.789	3.882	97.143	2.071	0.034	7.192	3.399	100.0	4.261	0.184	10.271	4.138	97.222	5.255	0.249	15.824	6.601	100.0	2.592	0.188	6.146	4.481	100.0	0.008	0.0	0.02	0.025	15.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;paraphrophilus	species	720		0.066	0.066	0.0	0.026	0.332	55.882	0.008	0.0	0.026	0.021	35.714	0.015	0.0	0.006	0.092	27.778	0.004	0.0	0.001	0.016	12.903	0.058	0.0	0.029	0.294	57.143	0.013	0.0	0.052	0.028	41.176	0.006	0.0	0.004	0.026	27.778	0.017	0.0	0.012	0.084	8.824	0.004	0.0	0.004	0.015	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_721	species	721	Reads equally close to HMT 411 and 721 were assigned half to each taxon.; Reads equally close to HMT 066 and 721 were assigned half to each taxon.; 	1.786	0.321	0.009	0.8	0.538	94.118	0.75	0.035	1.882	0.795	100.0	0.28	0.001	1.085	0.552	88.889	1.786	0.118	2.72	3.119	100.0	0.013	0.0	0.029	0.028	85.714	0.039	0.0	0.095	0.086	82.353	1.28	0.066	3.481	1.272	100.0	1.383	0.032	3.511	1.943	100.0	1.352	0.085	2.484	1.44	100.0	0.002	0.0	0.0	0.008	5.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;parvula	species	723		1.32	0.067	0.002	0.197	0.095	94.118	0.208	0.007	0.557	0.223	92.857	0.479	0.0	0.581	1.415	58.333	0.737	0.027	1.35	1.472	96.774	0.343	0.0	0.793	1.133	85.714	0.162	0.0	0.5	0.3	88.235	1.32	0.07	4.992	2.007	100.0	0.968	0.004	2.309	1.496	100.0	0.703	0.095	1.519	0.689	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;parvum	species	724		0.001	0.0	0.0	0.0	0.001	5.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.452	0.001	0.0	0.002	0.003	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;pectinovorum	species	725		0.001	0.0	0.0	0.0	0.002	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.778	0.0	0.0	0.0	0.002	3.226	0.001	0.0	0.0	0.003	8.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda;periodontii	species	726		0.006	0.002	0.0	0.005	0.007	14.706	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.001	8.333	0.001	0.0	0.002	0.002	12.903	0.006	0.0	0.015	0.016	42.857	0.006	0.0	0.011	0.022	20.588	0.0	0.0	0.0	0.001	5.556	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.005	0.009	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	728		0.429	0.387	0.05	0.986	0.374	100.0	0.375	0.043	1.094	0.479	100.0	0.349	0.026	0.839	0.498	100.0	0.324	0.033	0.698	0.413	96.774	0.062	0.002	0.215	0.113	100.0	0.087	0.008	0.166	0.138	100.0	0.344	0.05	0.736	0.394	100.0	0.212	0.055	0.406	0.375	100.0	0.429	0.086	0.985	0.526	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae	species	731		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;pneumoniae	species	734	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.067	1.067	0.18	1.864	1.175	100.0	0.322	0.047	0.863	0.415	96.429	0.94	0.019	2.559	1.432	100.0	0.632	0.007	1.141	1.81	96.774	0.24	0.002	0.726	0.342	100.0	0.325	0.016	0.786	0.498	97.059	0.231	0.017	0.638	0.379	100.0	0.529	0.0	2.766	1.196	85.294	0.455	0.012	1.432	0.718	100.0	0.025	0.0	0.046	0.067	45.0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;pneumosintes	species	736		0.036	0.008	0.0	0.024	0.022	29.412	0.005	0.0	0.011	0.014	25.0	0.005	0.0	0.016	0.012	25.0	0.036	0.0	0.073	0.096	48.387	0.021	0.0	0.047	0.06	62.857	0.008	0.0	0.042	0.016	32.353	0.004	0.0	0.019	0.011	19.444	0.0	0.0	0.0	0.001	8.824	0.008	0.0	0.007	0.025	27.273	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;polysaccharea	species	737	Reads equally close to HMT 669, 737, and 956 were assigned one third to each taxon.; 	0.083	0.01	0.0	0.017	0.038	50.0	0.042	0.0	0.102	0.106	78.571	0.019	0.0	0.014	0.071	55.556	0.02	0.0	0.012	0.073	54.839	0.002	0.0	0.003	0.008	34.286	0.001	0.0	0.002	0.002	26.471	0.046	0.0	0.056	0.139	55.556	0.083	0.0	0.18	0.223	44.118	0.029	0.0	0.08	0.08	51.515	0.0	0.0	0.0	0.0	0.0
