Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;vestibularis	species	21	Reads equally close to S. salivarius and S. vestibularis were assigned to S. salivarius.; 	0.529	0.261	0.63	91.429	0.252	0.725	82.143	0.529	1.413	67.442	0.018	0.023	83.871	0.041	0.142	47.297	0.032	0.117	47.059	0.038	0.076	74.0	0.013	0.021	70.0	0.037	0.071	84.848	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	22		1.27	0.343	0.788	85.714	0.133	0.241	85.714	0.08	0.281	67.442	0.022	0.04	64.516	0.847	2.247	82.432	1.27	3.765	88.235	0.055	0.141	82.0	0.081	0.341	45.0	0.016	0.024	72.727	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;acidovorans	species	23		0.001	0.0	0.0	5.714	0.001	0.002	10.714	0.0	0.0	4.651	0.0	0.001	3.226	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;thermodepolymerans	species	24		0.0	0.0	0.002	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.405	0.0	0.001	5.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;sp. HMT 025	species	25		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;aquatica	species	26		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	4.054	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;gilardii	species	27		0.001	0.0	0.0	2.857	0.001	0.003	14.286	0.0	0.001	4.651	0.0	0.001	3.226	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;vincentii	species	29		0.037	0.001	0.003	17.143	0.009	0.044	14.286	0.012	0.036	30.233	0.017	0.038	54.839	0.037	0.255	25.676	0.001	0.004	20.588	0.005	0.012	26.0	0.007	0.021	27.5	0.017	0.051	42.424	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;afermentans	species	30		0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.016	5.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;amycolatum	species	31		0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.226	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	10.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;sp. HMT 032	species	32		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;appendicis	species	33		0.0	0.0	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;aurimucosum	species	34		0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.05	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paraphrohaemolyticus	species	35	Reads equally close to HMT 035 and 945 were assigned half to each taxon.; 	0.564	0.117	0.232	74.286	0.101	0.213	64.286	0.564	2.092	53.488	0.472	1.074	64.516	0.005	0.014	37.838	0.021	0.113	23.529	0.029	0.096	50.0	0.024	0.104	35.0	0.527	1.408	57.576	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp. HMT 036	species	36	Reads equally close to HMT 036 and 851 were assigned half to each taxon.; Reads equally close to HMT 036, 851, and 908 were assigned one-third to each taxon.; 	2.418	0.57	1.968	85.714	0.258	0.711	75.0	2.418	5.664	76.744	0.048	0.1	51.613	0.054	0.232	55.405	0.03	0.076	41.176	0.012	0.022	52.0	0.082	0.247	50.0	0.063	0.187	78.788	0.005	0.021	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;nitritireducens	species	37		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;uli	species	38		0.005	0.001	0.003	8.571	0.0	0.0	0.0	0.0	0.0	2.326	0.001	0.002	19.355	0.005	0.02	16.216	0.0	0.0	5.882	0.0	0.001	6.0	0.0	0.0	2.5	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;sp. HMT 040	species	40		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;sp. HMT 041	species	41		0.021	0.008	0.045	8.571	0.0	0.002	3.571	0.0	0.001	2.326	0.0	0.001	6.452	0.021	0.103	17.568	0.0	0.001	2.941	0.0	0.001	8.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Mogibacterium;timidum	species	42		0.133	0.032	0.076	31.429	0.013	0.036	39.286	0.005	0.016	23.256	0.061	0.135	51.613	0.133	0.477	40.541	0.006	0.026	14.706	0.008	0.022	46.0	0.001	0.003	22.5	0.015	0.04	39.394	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;sp. HMT 044	species	44		0.233	0.036	0.132	37.143	0.233	0.922	50.0	0.014	0.038	25.581	0.079	0.213	54.839	0.004	0.016	25.676	0.002	0.007	23.529	0.01	0.018	44.0	0.022	0.064	42.5	0.043	0.106	48.485	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;morbillorum	species	46		0.525	0.399	0.885	100.0	0.378	0.82	100.0	0.244	0.471	90.698	0.081	0.115	83.871	0.511	0.92	90.541	0.525	0.914	100.0	0.092	0.141	90.0	0.01	0.013	67.5	0.311	1.593	93.939	0.001	0.004	10.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;jeikeium	species	47		0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.001	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	5.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;kroppenstedtii	species	49		0.298	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.054	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.298	0.74	40.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;macginleyi	species	50		2.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.463	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.03	2.901	2.134	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;vaginalis	species	51		0.006	0.001	0.003	5.714	0.001	0.004	7.143	0.0	0.0	2.326	0.0	0.0	3.226	0.006	0.031	9.459	0.001	0.003	5.882	0.001	0.007	4.0	0.0	0.0	0.0	0.001	0.007	6.061	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;sp. HMT 052	species	52		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;pilbarense	species	54		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp. HMT 056	species	56		0.307	0.218	0.225	100.0	0.307	0.539	100.0	0.138	0.153	97.674	0.165	0.205	93.548	0.189	0.814	87.838	0.23	0.436	94.118	0.22	0.234	100.0	0.177	0.194	100.0	0.224	0.212	100.0	0.0	0.002	5.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp. HMT 057	species	57	Reads equally close to HMT 057 and 411 were assigned half to each taxon.; 	0.693	0.134	0.203	88.571	0.202	0.237	100.0	0.307	0.686	79.07	0.39	0.583	96.774	0.004	0.007	44.595	0.008	0.014	55.882	0.433	0.501	100.0	0.693	1.142	97.5	0.492	0.639	100.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp. dentisani clade 058	species	58	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	2.889	2.889	2.155	100.0	1.537	1.458	100.0	2.486	3.325	100.0	0.936	1.491	100.0	1.496	2.295	100.0	2.397	2.255	100.0	1.319	1.738	100.0	0.854	1.09	100.0	1.01	1.018	100.0	0.002	0.007	10.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;propinquum	species	59		5.847	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.138	0.766	6.452	0.0	0.0	1.351	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.01	9.091	5.847	19.671	40.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;pseudodiphtheriticum	species	60		10.558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.271	3.226	0.0	0.003	2.703	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.002	3.03	10.558	24.379	35.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp. HMT 061	species	61	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	0.768	0.396	0.449	100.0	0.255	0.2	100.0	0.408	0.645	100.0	0.516	0.716	96.774	0.127	0.322	97.297	0.252	0.47	100.0	0.768	0.645	100.0	0.652	0.704	97.5	0.454	0.488	100.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;simulans	species	62		0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.017	10.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;singulare	species	63		0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.02	0.112	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.019	5.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp. HMT 064	species	64	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	2.297	2.297	2.221	100.0	1.244	0.783	100.0	1.292	1.542	100.0	0.652	0.489	96.774	1.151	1.358	98.649	1.938	1.903	100.0	1.004	0.73	100.0	0.63	0.538	100.0	0.829	0.747	100.0	0.028	0.068	45.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp. HMT 066	species	66	Reads equally close to HMT 066 and 707 were assigned half to each taxon.; Reads equally close to HMT 066 and 721 were assigned half to each taxon.; Reads equally close to HMT 066 and 411 were assigned half to each taxon.; Reads equally close to HMT 066 and 074 were assigned half to each taxon.; 	1.828	1.13	1.859	100.0	1.225	1.265	100.0	0.631	1.09	100.0	1.3	1.965	96.774	0.081	0.176	97.297	0.141	0.223	100.0	1.828	1.833	100.0	1.372	1.215	100.0	1.124	0.803	100.0	0.002	0.009	5.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp. tigurinus clade 070	species	70	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	0.733	0.733	1.591	100.0	0.254	0.247	100.0	0.526	1.261	100.0	0.195	0.155	96.774	0.31	0.539	98.649	0.642	0.875	100.0	0.334	0.255	100.0	0.238	0.201	100.0	0.213	0.179	100.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp. tigurinus clade 071	species	71	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	2.665	2.304	2.939	100.0	1.419	1.264	100.0	1.474	2.07	100.0	0.885	0.837	96.774	1.646	2.283	100.0	2.665	2.647	100.0	1.059	0.938	100.0	0.659	0.488	100.0	0.986	0.838	100.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;australis	species	73	Reads equally close to HMT 073, 578, and 638 were assigned one-third to each taxon.; Reads equally close to HMT 073 and 431 were assigned half to each taxon.; Reads equally close to HMT 073 and 638 were assigned half to each taxon.; 	5.274	1.728	1.32	100.0	2.379	2.552	100.0	1.789	2.978	100.0	1.685	1.533	100.0	0.132	0.285	100.0	0.218	0.345	100.0	5.274	6.363	100.0	3.34	4.162	100.0	2.163	2.505	100.0	0.04	0.095	50.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp. HMT 074	species	74	Reads equally close to HMT 066 and 074 were assigned half to each taxon.; 	0.73	0.391	0.686	97.143	0.448	0.394	100.0	0.13	0.25	97.674	0.73	1.206	96.774	0.033	0.059	93.243	0.074	0.142	97.059	0.669	0.701	100.0	0.524	0.717	100.0	0.66	0.827	100.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae [G-1];bacterium HMT 075	species	75		0.197	0.031	0.088	62.857	0.024	0.051	42.857	0.061	0.251	51.163	0.123	0.403	70.968	0.118	0.786	47.297	0.033	0.054	50.0	0.042	0.086	66.0	0.027	0.05	65.0	0.197	0.463	75.758	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;warneri	species	76		0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	9.302	0.0	0.001	3.226	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	6.061	0.01	0.03	20.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum	species	77		9.317	0.001	0.002	20.0	0.001	0.002	14.286	0.001	0.003	6.977	0.0	0.001	6.452	0.0	0.002	9.459	0.0	0.001	2.941	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.001	9.091	9.317	11.115	100.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Oribacterium;sp. HMT 078	species	78		0.209	0.019	0.056	45.714	0.006	0.013	32.143	0.007	0.021	23.256	0.002	0.004	29.032	0.209	0.584	75.676	0.104	0.288	64.706	0.004	0.008	48.0	0.001	0.003	7.5	0.001	0.003	15.152	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Butyrivibrio;sp. HMT 080	species	80		0.011	0.0	0.001	2.857	0.0	0.001	7.143	0.0	0.0	0.0	0.011	0.052	16.129	0.001	0.007	8.108	0.001	0.008	2.941	0.0	0.001	4.0	0.0	0.0	0.0	0.001	0.005	9.091	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-7];bacterium HMT 081	species	81		0.006	0.004	0.023	8.571	0.0	0.002	3.571	0.0	0.001	4.651	0.006	0.027	9.677	0.003	0.015	10.811	0.0	0.002	2.941	0.0	0.001	8.0	0.0	0.0	0.0	0.001	0.003	12.121	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnoanaerobaculum;orale	species	82		0.142	0.021	0.064	77.143	0.058	0.126	85.714	0.014	0.029	58.14	0.135	0.218	87.097	0.004	0.007	41.892	0.008	0.021	67.647	0.058	0.101	78.0	0.1	0.124	90.0	0.142	0.215	100.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnoanaerobaculum;sp. HMT 083	species	83		0.002	0.001	0.002	11.429	0.0	0.001	3.571	0.001	0.003	6.977	0.001	0.001	16.129	0.001	0.002	10.811	0.0	0.001	8.824	0.001	0.002	14.0	0.002	0.007	12.5	0.002	0.005	21.212	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Micrococcaceae;Kocuria;palustris	species	84		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae [G-2];bacterium HMT 085	species	85		0.104	0.01	0.019	65.714	0.01	0.017	53.571	0.007	0.021	41.86	0.104	0.274	87.097	0.005	0.025	21.622	0.002	0.007	23.529	0.023	0.036	76.0	0.025	0.032	80.0	0.055	0.065	81.818	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnospiraceae [G-7];bacterium HMT 086	species	86		0.005	0.001	0.003	14.286	0.001	0.002	7.143	0.001	0.003	6.977	0.001	0.004	12.903	0.005	0.015	24.324	0.002	0.005	20.588	0.0	0.001	10.0	0.0	0.001	2.5	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Micrococcaceae;Micrococcus;luteus	species	87		0.002	0.0	0.0	0.0	0.001	0.003	7.143	0.0	0.001	6.977	0.0	0.001	3.226	0.0	0.002	4.054	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.001	6.061	0.002	0.007	10.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnospiraceae [G-2];bacterium HMT 088	species	88		0.005	0.0	0.001	5.714	0.004	0.015	10.714	0.0	0.001	6.977	0.0	0.001	3.226	0.005	0.026	9.459	0.003	0.012	14.706	0.0	0.001	12.0	0.0	0.0	5.0	0.0	0.001	6.061	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnoanaerobaculum;sp. HMT 089	species	89		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-2];bacterium HMT 091	species	91		0.011	0.003	0.006	25.714	0.002	0.006	21.429	0.002	0.004	18.605	0.01	0.022	29.032	0.011	0.036	21.622	0.001	0.003	8.824	0.003	0.009	20.0	0.003	0.008	20.0	0.008	0.017	36.364	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;weaveri	species	92		0.001	0.0	0.0	8.571	0.0	0.001	7.143	0.0	0.0	2.326	0.0	0.001	3.226	0.001	0.006	4.054	0.0	0.0	2.941	0.0	0.001	8.0	0.0	0.001	5.0	0.0	0.0	0.0	0.001	0.005	5.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales [F-1];Clostridiales [F-1][G-1];bacterium HMT 093	species	93		0.059	0.001	0.005	11.429	0.001	0.001	14.286	0.0	0.0	2.326	0.059	0.207	22.581	0.002	0.013	8.108	0.0	0.0	2.941	0.0	0.002	4.0	0.0	0.002	5.0	0.004	0.014	12.121	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnospiraceae [G-10];bacterium HMT 094	species	94		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Shuttleworthia;satelles	species	95		0.039	0.004	0.01	34.286	0.001	0.002	21.429	0.0	0.001	9.302	0.001	0.003	16.129	0.039	0.181	31.081	0.003	0.008	14.706	0.003	0.006	42.0	0.0	0.001	2.5	0.0	0.001	18.182	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnospiraceae [G-2];bacterium HMT 096	species	96		0.419	0.018	0.032	65.714	0.042	0.076	57.143	0.111	0.343	46.512	0.402	0.793	77.419	0.004	0.023	14.865	0.022	0.097	32.353	0.101	0.268	58.0	0.402	0.85	60.0	0.419	0.941	78.788	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Stomatobaculum;sp. HMT 097	species	97		0.703	0.068	0.104	80.0	0.094	0.158	78.571	0.386	1.027	67.442	0.377	0.771	87.097	0.023	0.054	54.054	0.059	0.193	73.529	0.361	0.576	86.0	0.703	1.507	92.5	0.347	0.661	93.939	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;nonliquefaciens	species	98		0.141	0.0	0.001	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141	0.629	5.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;macacae	species	99	Reads equally close to HMT 099 and 682 were assigned half to each taxon.; Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.189	0.107	0.271	77.143	0.123	0.363	78.571	0.026	0.069	58.14	0.01	0.031	54.839	0.189	1.281	60.811	0.064	0.139	61.765	0.023	0.065	68.0	0.007	0.016	55.0	0.004	0.007	63.636	0.0	0.001	5.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Lachnospiraceae [G-3];bacterium HMT 100	species	100		0.209	0.028	0.045	57.143	0.025	0.072	60.714	0.03	0.05	62.791	0.052	0.147	41.935	0.11	0.255	63.514	0.209	0.432	70.588	0.023	0.043	58.0	0.057	0.173	35.0	0.065	0.131	48.485	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;perflava	species	101	Reads equally close to HMT 101 and 610 were assigned half to each taxon.; Reads equally close to HMT 101, 476, and 610 were assigned one third to each taxon.; 	3.869	1.58	3.573	91.429	3.438	5.782	92.857	0.489	1.568	88.372	1.738	3.47	96.774	0.188	1.006	68.919	0.389	2.147	70.588	3.627	6.974	96.0	3.869	7.194	95.0	2.7	6.289	90.909	0.003	0.013	5.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Oribacterium;sp. HMT 102	species	102		0.001	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.001	2.326	0.001	0.003	9.677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-4];bacterium HMT 103	species	103		0.01	0.003	0.009	8.571	0.001	0.002	10.714	0.0	0.002	4.651	0.003	0.006	19.355	0.01	0.042	14.865	0.002	0.005	11.765	0.001	0.008	6.0	0.0	0.0	2.5	0.001	0.003	12.121	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;yeei	species	104		0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
