"taxonomy_ranked_id","rank","fixed_id","HMT","tax_string","domain_id","domain","phylum_id","phylum","klass_id","klass","order_id","order","family_id","family","genus_id","genus","species_id","species","subspecies_id","subspecies"
3169,"domain","D497","","Archaea",2843,"Archaea",1,"",1,"",1,"",1,"",1,"",1,"",1,""
3170,"phylum","P497","","Archaea;Euryarchaeota",2843,"Archaea",2843,"Euryarchaeota",1,"",1,"",1,"",1,"",1,"",1,""
3171,"class","C497","","Archaea;Euryarchaeota;Methanobacteria",2843,"Archaea",2843,"Euryarchaeota",2843,"Methanobacteria",1,"",1,"",1,"",1,"",1,""
3172,"order","O497","","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales",2843,"Archaea",2843,"Euryarchaeota",2843,"Methanobacteria",2843,"Methanobacteriales",1,"",1,"",1,"",1,""
3173,"family","F497","","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae",2843,"Archaea",2843,"Euryarchaeota",2843,"Methanobacteria",2843,"Methanobacteriales",2843,"Methanobacteriaceae",1,"",1,"",1,""
3174,"genus","G497","","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter",2843,"Archaea",2843,"Euryarchaeota",2843,"Methanobacteria",2843,"Methanobacteriales",2843,"Methanobacteriaceae",2982,"Methanobrevibacter",1,"",1,""
3175,"species","S497","HMT-815","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;oralis",2843,"Archaea",2843,"Euryarchaeota",2843,"Methanobacteria",2843,"Methanobacteriales",2843,"Methanobacteriaceae",2982,"Methanobrevibacter",2324,"oralis",1,""
1,"domain","D101","","Bacteria",2201,"Bacteria",1,"",1,"",1,"",1,"",1,"",1,"",1,""
122,"phylum","P116","","Bacteria;Actinomycetota",2201,"Bacteria",2216,"Actinomycetota",1,"",1,"",1,"",1,"",1,"",1,""
123,"class","C116","","Bacteria;Actinomycetota;Actinomycetes",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",1,"",1,"",1,"",1,"",1,""
124,"order","O116","","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",1,"",1,"",1,"",1,""
125,"family","F116","","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",1,"",1,"",1,""
126,"genus","G116","","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",1,"",1,""
263,"species","S133","HMT-888","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;dentalis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2816,"dentalis",1,""
199,"species","S125","HMT-618","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2846,"gerencseriae",1,""
255,"species","S132","HMT-866","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;graevenitzii",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",3033,"graevenitzii",1,""
207,"species","S126","HMT-645","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;israelii",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2865,"israelii",1,""
239,"species","S130","HMT-849","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;johnsonii",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2596,"johnsonii",1,""
247,"species","S131","HMT-852","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;massiliensis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",3019,"massiliensis",1,""
159,"species","S120","HMT-176","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;naeslundii",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2478,"naeslundii",1,""
223,"species","S128","HMT-708","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oricola",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2911,"oricola",1,""
271,"species","S134","HMT-893","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oris",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2610,"oris",1,""
231,"species","S129","HMT-746","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;radicidentis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2938,"radicidentis",1,""
127,"species","S116","HMT-169","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_169",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2471,"sp._HMT_169",1,""
135,"species","S117","HMT-170","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_170",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2472,"sp._HMT_170",1,""
143,"species","S118","HMT-171","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_171",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2473,"sp._HMT_171",1,""
151,"species","S119","HMT-175","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_175",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2477,"sp._HMT_175",1,""
175,"species","S122","HMT-414","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_414",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2695,"sp._HMT_414",1,""
183,"species","S123","HMT-448","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_448",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2712,"sp._HMT_448",1,""
191,"species","S124","HMT-525","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_525",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2770,"sp._HMT_525",1,""
279,"species","S135","HMT-896","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_896",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",3061,"sp._HMT_896",1,""
287,"species","S136","HMT-897","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_897",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",3062,"sp._HMT_897",1,""
167,"species","S121","HMT-179","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;timonensis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2481,"timonensis",1,""
215,"species","S127","HMT-688","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;viscosus",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2470,"Actinomyces",2896,"viscosus",1,""
590,"genus","G174","","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2978,"Arcanobacterium",1,"",1,""
591,"species","S174","HMT-811","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;haemolyticum",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2978,"Arcanobacterium",2979,"haemolyticum",1,""
3238,"genus","G505","","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2997,"Mobiluncus",1,"",1,""
3239,"species","S505","HMT-830","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus;mulieris",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2997,"Mobiluncus",2998,"mulieris",1,""
3822,"genus","G578","","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Peptidiphaga",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2484,"Peptidiphaga",1,"",1,""
3831,"species","S579","HMT-848","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Peptidiphaga;gingivicola",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2484,"Peptidiphaga",3015,"gingivicola",1,""
3823,"species","S578","HMT-183","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Peptidiphaga;sp._HMT_183",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2484,"Peptidiphaga",2485,"sp._HMT_183",1,""
4790,"genus","G699","","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",1,"",1,""
4847,"species","S706","HMT-850","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;cardiffensis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",3017,"cardiffensis",1,""
4823,"species","S703","HMT-617","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;georgiae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",2845,"georgiae",1,""
4815,"species","S702","HMT-181","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;lingnae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",3210,"lingnae",1,""
4831,"species","S704","HMT-671","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;meyeri",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",2884,"meyeri",1,""
4839,"species","S705","HMT-701","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",2905,"odontolytica",1,""
4791,"species","S699","HMT-172","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_172",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",2474,"sp._HMT_172",1,""
4799,"species","S700","HMT-178","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_178",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",2480,"sp._HMT_178",1,""
4807,"species","S701","HMT-180","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_180",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",2482,"sp._HMT_180",1,""
4855,"species","S707","HMT-877","Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_877",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2274,"Actinomycetales",2351,"Actinomycetaceae",2473,"Schaalia",3042,"sp._HMT_877",1,""
292,"order","O137","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",1,"",1,"",1,"",1,""
293,"family","F137","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",1,"",1,"",1,""
294,"genus","G137","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",3170,"Aeriscardovia",1,"",1,""
295,"species","S137","HMT-407","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia;bacterium_HMT_407",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",3170,"Aeriscardovia",2691,"bacterium_HMT_407",1,""
470,"genus","G159","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2499,"Alloscardovia",1,"",1,""
471,"species","S159","HMT-198","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;omnicolens",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2499,"Alloscardovia",2500,"omnicolens",1,""
774,"genus","G197","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2819,"Bifidobacterium",1,"",1,""
815,"species","S202","HMT-895","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;animalis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2819,"Bifidobacterium",3060,"animalis",1,""
791,"species","S199","HMT-889","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;breve",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2819,"Bifidobacterium",3054,"breve",1,""
775,"species","S197","HMT-588","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dentium",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2819,"Bifidobacterium",2820,"dentium",1,""
783,"species","S198","HMT-862","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;longum",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2819,"Bifidobacterium",2699,"longum",1,""
807,"species","S201","HMT-891","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;scardovii",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2819,"Bifidobacterium",3056,"scardovii",1,""
799,"species","S200","HMT-890","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;subtile",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2819,"Bifidobacterium",3055,"subtile",1,""
2062,"genus","G358","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2996,"Gardnerella",1,"",1,""
2063,"species","S358","HMT-829","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;vaginalis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2996,"Gardnerella",2360,"vaginalis",1,""
3766,"genus","G571","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Parascardovia",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2817,"Parascardovia",1,"",1,""
3767,"species","S571","HMT-586","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Parascardovia;denticolens",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2817,"Parascardovia",2818,"denticolens",1,""
4774,"genus","G697","","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Scardovia",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2496,"Scardovia",1,"",1,""
4783,"species","S698","HMT-642","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Scardovia;inopinata",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2496,"Scardovia",2862,"inopinata",1,""
4775,"species","S697","HMT-195","Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Scardovia;wiggsiae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2376,"Bifidobacteriales",2376,"Bifidobacteriaceae",2496,"Scardovia",2497,"wiggsiae",1,""
596,"order","O175","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",1,"",1,"",1,"",1,""
845,"family","F206","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2513,"Brevibacteriaceae",1,"",1,"",1,""
846,"genus","G206","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2513,"Brevibacteriaceae",2638,"Brevibacterium",1,"",1,""
847,"species","S206","HMT-340","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;paucivorans",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2513,"Brevibacteriaceae",2638,"Brevibacterium",2639,"paucivorans",1,""
1605,"family","F301","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2527,"Dermabacteraceae",1,"",1,"",1,""
1606,"genus","G301","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2527,"Dermabacteraceae",2652,"Dermabacter",1,"",1,""
1607,"species","S301","HMT-354","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter;hominis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2527,"Dermabacteraceae",2652,"Dermabacter",2435,"hominis",1,""
597,"family","F175","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2371,"Intrasporangiaceae",1,"",1,"",1,""
598,"genus","G175","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Arsenicicoccus",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2371,"Intrasporangiaceae",2491,"Arsenicicoccus",1,"",1,""
599,"species","S175","HMT-190","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Arsenicicoccus;bolidensis",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2371,"Intrasporangiaceae",2491,"Arsenicicoccus",2492,"bolidensis",1,""
2438,"genus","G405","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2371,"Intrasporangiaceae",2637,"Janibacter",1,"",1,""
2439,"species","S405","HMT-339","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter;indicus",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2371,"Intrasporangiaceae",2637,"Janibacter",2638,"indicus",1,""
2573,"family","F422","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Kytococcaceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",3023,"Kytococcaceae",1,"",1,"",1,""
2574,"genus","G422","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Kytococcaceae;Kytococcus",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",3023,"Kytococcaceae",3021,"Kytococcus",1,"",1,""
2575,"species","S422","HMT-855","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Kytococcaceae;Kytococcus;sedentarius",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",3023,"Kytococcaceae",3021,"Kytococcus",3022,"sedentarius",1,""
3189,"family","F499","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2366,"Microbacteriaceae",1,"",1,"",1,""
3190,"genus","G499","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2366,"Microbacteriaceae",2486,"Microbacterium",1,"",1,""
3199,"species","S500","HMT-186","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;flavescens",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2366,"Microbacteriaceae",2486,"Microbacterium",2488,"flavescens",1,""
3191,"species","S499","HMT-185","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;ginsengisoli",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2366,"Microbacteriaceae",2486,"Microbacterium",2487,"ginsengisoli",1,""
2549,"family","F419","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",1,"",1,"",1,""
2550,"genus","G419","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",2391,"Kocuria",1,"",1,""
2559,"species","S420","HMT-189","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;atrinae",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",2391,"Kocuria",3213,"atrinae",1,""
2551,"species","S419","HMT-084","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;palustris",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",2391,"Kocuria",2392,"palustris",1,""
2567,"species","S421","HMT-197","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;rhizophila",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",2391,"Kocuria",2499,"rhizophila",1,""
3206,"genus","G501","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",2394,"Micrococcus",1,"",1,""
3207,"species","S501","HMT-087","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus;luteus",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",2394,"Micrococcus",2395,"luteus",1,""
4558,"genus","G670","","Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia",2201,"Bacteria",2216,"Actinomycetota",2997,"Actinomycetes",2366,"Micrococcales",2274,"Micrococcaceae",2489,"Rothia",1,"",1,""
