GCA_001552395.1	No NCBI BLAST db
GCA_016027615.1	No NCBI BLAST db
GCA_016126915.1	No NCBI BLAST db
GCA_016889765.1	No NCBI BLAST db
GCA_016889985.1	No NCBI BLAST db
GCA_022345885.1	No NCBI BLAST db
GCA_900447475.1	No NCBI BLAST db
GCA_900478045.1	No NCBI BLAST db
GCA_900637065.1	No NCBI BLAST db
GCA_022346345.1	No NCBI BLAST db
GCA_026930265.1	No NCBI BLAST db
GCA_000220065.2	No NCBI BLAST db
GCA_001070265.1	No NCBI BLAST db
GCA_000235485.1	No NCBI BLAST db
GCA_000375525.1	No NCBI BLAST db
GCA_001052555.1	No NCBI BLAST db
GCA_001053555.1	No NCBI BLAST db
GCA_001054395.1	No NCBI BLAST db
GCA_003989165.1	No NCBI BLAST db
GCA_003989475.1	No NCBI BLAST db
GCA_007671985.1	No NCBI BLAST db
GCA_007672025.1	No NCBI BLAST db
GCA_016728625.1	No NCBI BLAST db
GCA_016728665.1	No NCBI BLAST db
GCA_022345925.1	No NCBI BLAST db
GCA_023509315.1	No NCBI BLAST db
GCA_025147045.1	No NCBI BLAST db
GCA_030175865.1	No NCBI BLAST db
GCA_030175975.1	No NCBI BLAST db
GCA_030176025.1	No NCBI BLAST db
GCA_030176055.1	No NCBI BLAST db
GCA_030176075.1	No NCBI BLAST db
GCA_030176195.1	No NCBI BLAST db
GCA_030176315.1	No NCBI BLAST db
GCA_030176415.1	No NCBI BLAST db
GCA_030176435.1	No NCBI BLAST db
GCA_030176765.1	No NCBI BLAST db
GCA_030176835.1	No NCBI BLAST db
GCA_030176855.1	No NCBI BLAST db
GCA_030228935.1	No NCBI BLAST db
GCA_030229105.1	No NCBI BLAST db
GCA_030229925.1	No NCBI BLAST db
GCA_030515635.1	No NCBI BLAST db
GCA_030515675.1	No NCBI BLAST db
GCA_030515695.1	No NCBI BLAST db
GCA_030515715.1	No NCBI BLAST db
GCA_030515735.1	No NCBI BLAST db
GCA_030515755.1	No NCBI BLAST db
GCA_030515775.1	No NCBI BLAST db
GCA_030515795.1	No NCBI BLAST db
GCA_030515815.1	No NCBI BLAST db
GCA_030515835.1	No NCBI BLAST db
