Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;maltophilum	species	HMT-664		0.04	0.003	0.0	0.005	0.01	17.143	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.002	6.977	0.006	0.0	0.004	0.025	19.355	0.04	0.0	0.073	0.193	32.432	0.005	0.0	0.015	0.013	32.353	0.0	0.0	0.0	0.001	10.0	0.0	0.0	0.0	0.001	5.0	0.001	0.0	0.003	0.002	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;marshii	species	HMT-665		0.008	0.003	0.0	0.014	0.008	25.714	0.001	0.0	0.001	0.002	10.714	0.0	0.0	0.0	0.001	4.651	0.006	0.0	0.009	0.021	19.355	0.008	0.0	0.003	0.035	12.162	0.003	0.0	0.006	0.011	20.588	0.0	0.0	0.0	0.002	8.0	0.0	0.0	0.0	0.001	5.0	0.002	0.0	0.001	0.01	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	HMT-666		3.068	0.148	0.003	0.491	0.221	97.143	0.434	0.006	0.83	1.028	92.857	0.109	0.0	0.111	0.315	74.419	0.005	0.0	0.013	0.008	58.065	3.068	0.011	9.271	5.941	94.595	1.498	0.044	3.678	1.808	100.0	0.015	0.0	0.045	0.024	68.0	0.002	0.0	0.005	0.006	30.0	0.061	0.0	0.044	0.26	69.697	0.005	0.0	0.004	0.016	10.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;medium	species	HMT-667		0.019	0.001	0.0	0.001	0.003	11.429	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.001	4.651	0.019	0.0	0.02	0.064	25.806	0.012	0.0	0.04	0.03	33.784	0.002	0.0	0.005	0.004	32.353	0.001	0.0	0.003	0.002	20.0	0.0	0.0	0.001	0.001	12.5	0.004	0.0	0.004	0.018	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;meningitidis	species	HMT-669	Reads equally close to HMT 669 and 956 were assigned half to each taxon.; Reads equally close to HMT 669, 737, and 956 were assigned one third to each taxon.; 	0.086	0.011	0.0	0.019	0.038	51.429	0.045	0.0	0.107	0.108	78.571	0.033	0.0	0.028	0.146	55.814	0.024	0.0	0.014	0.09	54.839	0.003	0.0	0.003	0.014	21.622	0.001	0.0	0.002	0.003	26.471	0.047	0.0	0.072	0.139	48.0	0.086	0.0	0.261	0.224	52.5	0.03	0.0	0.08	0.081	51.515	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;meyeri	species	HMT-671		0.033	0.003	0.0	0.01	0.005	45.714	0.009	0.0	0.035	0.015	57.143	0.015	0.0	0.051	0.034	37.209	0.028	0.0	0.07	0.052	70.968	0.024	0.0	0.069	0.061	43.243	0.007	0.0	0.02	0.012	58.824	0.027	0.0	0.078	0.038	76.0	0.033	0.0	0.112	0.05	67.5	0.03	0.0	0.099	0.039	72.727	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G6 "Eubacterium"];minutum	species	HMT-673		0.002	0.001	0.0	0.0	0.003	8.571	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.001	3.226	0.002	0.0	0.0	0.01	9.459	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.001	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;minutum	species	HMT-674		0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.007	6.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mitis	species	HMT-677	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	19.827	12.654	2.538	27.648	10.139	100.0	11.325	0.94	29.893	15.288	100.0	19.827	0.573	41.563	18.13	100.0	4.3	0.161	6.092	8.022	100.0	2.192	0.049	5.91	3.396	100.0	1.839	0.323	3.959	2.202	100.0	3.26	0.338	7.115	6.386	100.0	6.618	0.107	31.965	14.569	100.0	3.51	0.206	9.949	4.903	100.0	0.064	0.0	0.266	0.127	60.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;moorei	species	HMT-678		0.584	0.04	0.0	0.11	0.047	80.0	0.128	0.006	0.339	0.167	89.286	0.317	0.0	0.761	0.904	62.791	0.26	0.013	0.456	0.399	96.774	0.12	0.0	0.31	0.297	66.216	0.082	0.0	0.12	0.273	70.588	0.584	0.031	1.606	0.782	98.0	0.524	0.002	1.681	0.808	95.0	0.355	0.03	0.713	0.607	100.0	0.002	0.0	0.0	0.007	5.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;mucilaginosa	species	HMT-681		3.289	2.166	0.041	3.989	4.597	100.0	3.289	0.253	8.152	5.622	100.0	0.483	0.001	0.717	1.376	90.698	0.793	0.041	1.56	1.313	96.774	0.12	0.0	0.082	0.519	82.432	0.077	0.001	0.131	0.221	88.235	2.741	0.216	7.208	3.061	100.0	1.568	0.009	4.206	2.142	97.5	0.925	0.073	2.126	0.896	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	HMT-682	Reads equally close to HMT 099 and 682 were assigned half to each taxon.; Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.189	0.107	0.0	0.279	0.271	77.143	0.123	0.0	0.269	0.363	78.571	0.026	0.0	0.049	0.069	58.14	0.01	0.0	0.021	0.031	54.839	0.189	0.0	0.158	1.281	60.811	0.064	0.0	0.226	0.139	61.765	0.023	0.0	0.05	0.065	68.0	0.007	0.0	0.017	0.016	55.0	0.004	0.0	0.012	0.007	63.636	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;muelleri	species	HMT-683		1.564	0.001	0.0	0.002	0.004	17.143	1.564	0.0	3.314	4.615	25.0	0.006	0.0	0.005	0.025	16.279	0.001	0.0	0.004	0.003	22.581	0.0	0.0	0.0	0.002	1.351	0.0	0.0	0.0	0.002	2.941	0.001	0.0	0.0	0.002	10.0	0.001	0.0	0.0	0.007	7.5	0.003	0.0	0.011	0.006	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multiformis	species	HMT-685		0.108	0.077	0.0	0.002	0.415	11.429	0.003	0.0	0.003	0.01	10.714	0.0	0.0	0.0	0.001	9.302	0.093	0.0	0.007	0.431	22.581	0.108	0.0	0.104	0.414	28.378	0.016	0.0	0.004	0.073	17.647	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.002	2.5	0.004	0.0	0.004	0.014	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mutans	species	HMT-686		1.24	0.279	0.0	0.13	1.474	68.571	0.427	0.0	0.021	1.969	39.286	0.016	0.0	0.025	0.068	23.256	0.001	0.0	0.004	0.002	22.581	0.828	0.0	0.155	3.695	36.486	1.24	0.0	0.328	5.217	47.059	0.037	0.0	0.018	0.23	44.0	0.001	0.0	0.003	0.002	20.0	0.04	0.0	0.007	0.216	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;viscosus	species	HMT-688		0.152	0.017	0.0	0.035	0.03	82.857	0.019	0.0	0.059	0.028	71.429	0.008	0.0	0.013	0.018	58.14	0.05	0.0	0.004	0.271	32.258	0.135	0.002	0.242	0.414	90.541	0.152	0.007	0.413	0.249	97.059	0.003	0.0	0.009	0.006	42.0	0.0	0.0	0.0	0.001	2.5	0.002	0.0	0.007	0.006	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;naviforme	species	HMT-689	Reads equally close to HMT 200 and 689 were assigned half to each taxon.; 	0.515	0.018	0.0	0.026	0.052	57.143	0.037	0.0	0.036	0.151	39.286	0.012	0.0	0.047	0.032	37.209	0.163	0.0	0.256	0.701	45.161	0.515	0.0	1.492	1.105	82.432	0.115	0.0	0.374	0.202	79.412	0.003	0.0	0.007	0.007	42.0	0.0	0.0	0.001	0.001	12.5	0.024	0.0	0.009	0.123	36.364	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	HMT-690		0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.026	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	3.03	0.0	0.0	0.0	0.0	5.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae;Mogibacterium;neglectum	species	HMT-691		0.094	0.009	0.0	0.032	0.02	37.143	0.003	0.0	0.01	0.005	42.857	0.001	0.0	0.004	0.002	25.581	0.006	0.0	0.018	0.012	67.742	0.094	0.0	0.172	0.268	55.405	0.005	0.0	0.011	0.013	35.294	0.004	0.0	0.009	0.007	56.0	0.004	0.0	0.01	0.005	50.0	0.004	0.0	0.012	0.008	72.727	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	HMT-693		0.028	0.007	0.0	0.017	0.014	51.429	0.001	0.0	0.004	0.003	28.571	0.001	0.0	0.004	0.004	18.605	0.021	0.0	0.037	0.058	48.387	0.028	0.0	0.074	0.072	50.0	0.008	0.0	0.021	0.023	35.294	0.004	0.0	0.008	0.011	20.0	0.0	0.0	0.0	0.0	2.5	0.013	0.0	0.037	0.035	39.394	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G6 "Eubacterium"];nodatum	species	HMT-694		0.117	0.024	0.0	0.012	0.11	20.0	0.004	0.0	0.006	0.017	21.429	0.001	0.0	0.001	0.002	13.953	0.117	0.0	0.033	0.411	25.806	0.031	0.0	0.003	0.2	13.514	0.005	0.0	0.0	0.03	2.941	0.002	0.0	0.007	0.006	22.0	0.001	0.0	0.0	0.002	7.5	0.008	0.0	0.008	0.026	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum	species		combined from subspecies	0.056	0.006	0.0	0.008	0.018	34.286	0.002	0.0	0.004	0.005	25.0	0.005	0.0	0.007	0.017	18.605	0.002	0.0	0.004	0.006	22.581	0.021	0.0	0.027	0.095	48.649	0.056	0.0	0.046	0.25	52.941	0.002	0.0	0.002	0.007	20.0	0.0	0.0	0.0	0.001	10.0	0.002	0.0	0.005	0.007	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	HMT-700		0.005	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	2.326	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.003	0.017	13.514	0.005	0.0	0.011	0.013	32.353	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	HMT-701	Reads equally close to HMT 180 and 701 were assigned half to each taxon.; 	0.862	0.119	0.0	0.269	0.141	85.714	0.342	0.018	0.854	0.367	89.286	0.858	0.0	3.87	2.044	83.721	0.578	0.096	1.456	0.624	100.0	0.015	0.0	0.043	0.023	74.324	0.046	0.0	0.118	0.075	79.412	0.564	0.098	0.986	0.597	98.0	0.862	0.008	1.717	0.95	97.5	0.505	0.084	1.152	0.461	96.97	0.003	0.0	0.007	0.01	15.0
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;orale	species	HMT-703		0.0	0.0	0.0	0.0	0.003	2.857	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma;orale	species	HMT-704		0.004	0.001	0.0	0.002	0.003	11.429	0.003	0.0	0.006	0.012	14.286	0.002	0.0	0.003	0.006	13.953	0.004	0.0	0.004	0.013	29.032	0.0	0.0	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.003	26.0	0.002	0.0	0.001	0.006	12.5	0.002	0.0	0.006	0.007	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;oralis	species	HMT-705		0.03	0.003	0.0	0.008	0.009	20.0	0.001	0.0	0.004	0.002	21.429	0.001	0.0	0.0	0.003	4.651	0.03	0.0	0.004	0.159	19.355	0.013	0.0	0.013	0.059	31.081	0.003	0.0	0.009	0.005	29.412	0.005	0.0	0.015	0.013	28.0	0.0	0.0	0.0	0.002	7.5	0.001	0.0	0.005	0.002	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	HMT-706		0.551	0.066	0.001	0.13	0.132	88.571	0.214	0.0	0.388	0.561	78.571	0.035	0.0	0.112	0.071	65.116	0.002	0.0	0.006	0.006	29.032	0.551	0.0	0.793	1.642	78.378	0.343	0.012	0.75	0.518	94.118	0.009	0.0	0.038	0.017	52.0	0.001	0.0	0.004	0.003	32.5	0.013	0.0	0.019	0.043	36.364	0.0	0.0	0.0	0.001	5.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp. oralis	species	HMT-707	Reads equally close to HMT 066 and 707 were assigned half to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.223	1.223	0.092	1.619	3.975	100.0	0.404	0.038	0.661	0.543	100.0	1.119	0.034	1.852	3.523	100.0	0.208	0.022	0.419	0.193	96.774	0.666	0.006	1.464	1.994	97.297	0.918	0.023	3.358	1.511	100.0	0.433	0.056	0.873	0.393	100.0	0.423	0.056	0.861	0.789	100.0	0.331	0.045	0.669	0.565	100.0	0.003	0.0	0.0	0.013	5.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;osloensis	species	HMT-711		0.001	0.0	0.0	0.0	0.0	5.714	0.001	0.0	0.0	0.002	7.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	HMT-714		1.593	0.224	0.0	0.796	0.326	80.0	0.803	0.011	2.017	1.045	92.857	0.095	0.0	0.327	0.186	74.419	1.104	0.03	3.032	1.226	96.774	0.109	0.0	0.029	0.833	47.297	0.055	0.0	0.095	0.193	41.176	1.068	0.006	4.203	2.152	90.0	0.777	0.008	1.639	1.288	95.0	1.593	0.056	3.378	1.638	96.97	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;paracasei	species	HMT-716		0.001	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.002	3.226	0.0	0.0	0.0	0.002	2.703	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.5	0.001	0.0	0.0	0.002	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;paradoxus	species	HMT-717		0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	HMT-718		8.065	7.77	1.114	17.425	9.062	100.0	5.472	0.91	11.614	4.944	100.0	8.065	0.301	22.305	9.59	100.0	2.022	0.082	5.809	2.378	100.0	1.541	0.011	2.789	3.882	93.243	2.071	0.034	7.192	3.399	100.0	4.261	0.184	10.271	4.138	98.0	5.255	0.249	15.824	6.601	100.0	2.592	0.188	6.146	4.481	100.0	0.008	0.0	0.02	0.025	15.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;paraphrophilus	species	HMT-720		0.066	0.066	0.0	0.026	0.332	57.143	0.008	0.0	0.026	0.021	35.714	0.015	0.0	0.006	0.092	23.256	0.004	0.0	0.001	0.016	12.903	0.058	0.0	0.029	0.294	40.541	0.013	0.0	0.052	0.028	41.176	0.006	0.0	0.004	0.026	28.0	0.017	0.0	0.012	0.084	22.5	0.004	0.0	0.004	0.015	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade-721	species	HMT-721	Reads equally close to HMT 411 and 721 were assigned half to each taxon.; Reads equally close to HMT 066 and 721 were assigned half to each taxon.; 	1.786	0.321	0.009	0.8	0.538	94.286	0.75	0.035	1.882	0.795	100.0	0.28	0.001	1.085	0.552	90.698	1.786	0.118	2.72	3.119	100.0	0.013	0.0	0.029	0.028	63.514	0.039	0.0	0.095	0.086	82.353	1.28	0.066	3.481	1.272	100.0	1.383	0.032	3.511	1.943	100.0	1.352	0.085	2.484	1.44	100.0	0.002	0.0	0.0	0.008	5.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;parvula	species	HMT-723		1.32	0.067	0.002	0.197	0.095	94.286	0.208	0.007	0.557	0.223	92.857	0.479	0.0	0.581	1.415	65.116	0.737	0.027	1.35	1.472	96.774	0.343	0.0	0.793	1.133	72.973	0.162	0.0	0.5	0.3	88.235	1.32	0.07	4.992	2.007	100.0	0.968	0.004	2.309	1.496	97.5	0.703	0.095	1.519	0.689	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;parvum	species	HMT-724		0.001	0.0	0.0	0.0	0.001	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.452	0.001	0.0	0.002	0.003	12.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;pectinovorum	species	HMT-725		0.001	0.0	0.0	0.0	0.002	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.326	0.0	0.0	0.0	0.002	3.226	0.001	0.0	0.0	0.003	4.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda;periodontii	species	HMT-726		0.006	0.002	0.0	0.005	0.007	14.286	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.001	6.977	0.001	0.0	0.002	0.002	12.903	0.006	0.0	0.015	0.016	29.73	0.006	0.0	0.011	0.022	20.588	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.005	0.009	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	HMT-728		0.429	0.387	0.05	0.986	0.374	100.0	0.375	0.043	1.094	0.479	100.0	0.349	0.026	0.839	0.498	100.0	0.324	0.033	0.698	0.413	96.774	0.062	0.002	0.215	0.113	91.892	0.087	0.008	0.166	0.138	100.0	0.344	0.05	0.736	0.394	100.0	0.212	0.055	0.406	0.375	100.0	0.429	0.086	0.985	0.526	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae	species	HMT-731		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;pneumoniae	species	HMT-734	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.067	1.067	0.18	1.864	1.175	100.0	0.322	0.047	0.863	0.415	96.429	0.94	0.019	2.559	1.432	100.0	0.632	0.007	1.141	1.81	96.774	0.24	0.002	0.726	0.342	93.243	0.325	0.016	0.786	0.498	97.059	0.231	0.017	0.638	0.379	98.0	0.529	0.0	2.766	1.196	87.5	0.455	0.012	1.432	0.718	100.0	0.025	0.0	0.046	0.067	45.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister;pneumosintes	species	HMT-736		0.036	0.008	0.0	0.024	0.022	28.571	0.005	0.0	0.011	0.014	25.0	0.005	0.0	0.016	0.012	32.558	0.036	0.0	0.073	0.096	48.387	0.021	0.0	0.047	0.06	40.541	0.008	0.0	0.042	0.016	32.353	0.004	0.0	0.019	0.011	30.0	0.0	0.0	0.0	0.001	7.5	0.008	0.0	0.007	0.025	27.273	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;polysaccharea	species	HMT-737	Reads equally close to HMT 669, 737, and 956 were assigned one third to each taxon.; 	0.083	0.01	0.0	0.017	0.038	51.429	0.042	0.0	0.102	0.106	78.571	0.019	0.0	0.014	0.071	55.814	0.02	0.0	0.012	0.073	54.839	0.002	0.0	0.003	0.008	21.622	0.001	0.0	0.002	0.002	26.471	0.046	0.0	0.056	0.139	48.0	0.083	0.0	0.18	0.223	52.5	0.029	0.0	0.08	0.08	51.515	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;prevotii	species	HMT-738		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia;propionica	species	HMT-739		0.217	0.01	0.0	0.023	0.014	60.0	0.033	0.0	0.104	0.066	57.143	0.044	0.0	0.017	0.236	46.512	0.001	0.0	0.004	0.002	19.355	0.217	0.0	0.606	0.412	79.73	0.203	0.0	0.445	0.371	82.353	0.004	0.0	0.007	0.009	42.0	0.0	0.0	0.0	0.001	10.0	0.005	0.0	0.007	0.02	30.303	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;oleovorans	species	HMT-740		0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.001	0.001	10.714	0.0	0.0	0.0	0.001	4.651	0.0	0.0	0.0	0.0	3.226	0.0	0.0	0.0	0.001	4.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae;Mogibacterium;pumilum	species	HMT-742		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
