Taxonomy	Rank	HMT	Notes	UC01-ANA	UC02-ANA	UC03-ANA	UC04-ANA	UC06-ANA	UC08-ANA	UC09-ANA	UC11-ANA	UC13-ANA	UC15-ANA	UC16-ANA	UC18-ANA	UC19-ANA	UC25-ANA	UC29-ANA	UC30-ANA	UC31-ANA	UC32-ANA	UC34-ANA	UC35-ANA	UC01-BMU	UC01-AKE	UC01-HPA	UC01-SAL1	UC01-SAL2	UC01-SUBP1	UC01-SUBP2	UC01-SUPP	UC01-TDO	UC01-PTO	UC02-BMU	UC02-AKE	UC02-HPA	UC02-SAL1	UC02-SAL2	UC02-SAL3	UC02-SUBP1	UC02-SUBP2	UC02-SUPP1	UC02-THR	UC02-TDO	UC02-PTO1	UC02_2-BMU	UC02_2-AKE	UC02_2-HPA	UC02_2-SAL	UC02_2-SUBP1	UC02_2-SUBP2	UC02_2-SUPP	UC02_2-THR	UC02_2-TDO	UC02_2-PTO	UC03-BMU	UC03-AKE	UC03-SAL1	UC03-SAL2	UC03-SAL3	UC03-SAL4	UC03-SUBP1	UC03-SUBP3	UC03-SUPP	UC03-THR	UC03-TDO	UC03_2-BMU1	UC03_2-BMU2	UC03_2-AKE1	UC03_2-AKE2	UC03_2-AKE3	UC03_2-AKE4	UC03_2-AKE5	UC03_2-AKE6	UC03_2-AKE7	UC03_2-AKE9	UC03_2-THR	UC03_2-TDO1	UC03_2-TDO10	UC03_2-TDO11	UC03_2-TDO12	UC03_2-TDO2	UC03_2-TDO4	UC03_2-TDO5	UC04-BMU	UC04-AKE	UC04-HPA	UC04-SAL1	UC04-SAL2	UC04-SAL3	UC04-SAL4	UC04-SUBP1	UC04-SUBP2	UC04-SUBP3	UC04-SUPP	UC04-THR	UC04-TDO	UC05-BMU	UC05-AKE	UC05-HPA	UC05-SAL1	UC05-SAL2	UC05-SUBP1	UC05-SUBP2	UC05-SUPP	UC05-THR	UC05-TDO	UC05-PTO	UC06-BMU	UC06-AKE	UC06-HPA	UC06-SAL1	UC06-SUBP1	UC06-SUBP2	UC06-SUPP	UC06-THR	UC06-TDO	UC06-PTO	UC07-AKE	UC07-SAL1	UC07-SUBP1	UC07-SUBP2	UC07-SUPP	UC07-THR	UC07-TDO	UC07-PTO	UC08-AKE	UC08-HPA	UC08-SAL1	UC08-SAL2	UC08-SUBP1	UC08-SUPP	UC08-PTO	UC09-BMU	UC09-AKE	UC09-HPA	UC09-SAL1	UC09-SUBP1	UC09-SUBP2	UC09-SUPP	UC09-THR	UC09-TDO	UC09-PTO	UC10-BMU	UC10-AKE	UC10-HPA	UC10-SAL1	UC10-SAL2	UC10-SUBP1	UC10-SUBP2	UC10-SUPP	UC10-THR	UC10-TDO	UC10-PTO	UC11-BMU	UC11-AKE	UC11-SAL1	UC11-SAL2	UC11-SUBP1	UC11-SUBP2	UC11-SUPP	UC11-THR	UC11-TDO	UC11-PTO	UC12-BMU	UC12-AKE	UC12-HPA	UC12-SAL1	UC12-SAL2	UC12-SUBP1	UC12-SUBP2	UC12-SUPP	UC12-THR	UC12-TDO	UC12-PTO	UC13-BMU	UC13-AKE	UC13-HPA	UC13-SAL1	UC13-SUBP1	UC13-SUBP2	UC13-SUPP	UC13-THR	UC13-TDO	UC13-PTO	UC14-BMU	UC14-AKE	UC14-HPA	UC14-SAL1	UC14-SUBP1	UC14-SUBP2	UC14-SUPP	UC14-THR	UC14-TDO	UC14-PTO	UC15-AKE	UC15-HPA	UC15-SAL1	UC15-SUBP1	UC15-SUBP2	UC15-SUPP	UC15-THR	UC15-TDO	UC15-PTO	UC16-BMU	UC16-AKE	UC16-HPA	UC16-SAL1	UC16-SUBP1	UC16-SUBP2	UC16-SUPP	UC16-THR	UC16-TDO	UC16-PTO	UC17-BMU	UC17-AKE	UC17-HPA	UC17-SAL1	UC17-SUBP1	UC17-SUBP2	UC17-SUBP3	UC17-SUPP	UC17-THR	UC17-TDO	UC18-BMU	UC18-AKE	UC18-HPA	UC18-SAL1	UC18-SUBP1	UC18-SUBP2	UC18-SUPP	UC18-THR	UC18-TDO	UC18-PTO	UC19-BMU	UC19-AKE	UC19-SAL1	UC19-SUBP1	UC19-SUBP2	UC19-SUPP	UC19-THR	UC19-TDO	UC19-PTO	UC20-BMU	UC20-AKE	UC20-HPA	UC20-SAL1	UC20-SUBP1	UC20-SUBP2	UC20-SUBP3	UC20-SUPP	UC20-THR	UC21-BMU	UC21-AKE	UC21-SAL1	UC21-SUBP1	UC21-SUBP2	UC21-SUPP	UC21-TDO	UC21-PTO	UC22-BMU	UC22-AKE	UC22-HPA	UC22-SAL	UC22-SUBP1	UC22-SUBP2	UC22-SUPP	UC22-THR	UC22-PTO	UC23-BMU	UC23-SAL	UC23-SUBP1	UC23-SUBP2	UC23-SUPP	UC23-THR	UC23-TDO	UC23-PTO	UC24-BMU	UC24-AKE	UC24-HPA	UC24-SAL	UC24-SUBP1	UC24-SUBP2	UC24-SUBP3	UC24-THR	UC24-TDO	UC25-BMU	UC25-AKE	UC25-HPA	UC25-SAL	UC25-SUBP1	UC25-SUBP2	UC25-SUPP	UC25-THR	UC25-TDO	UC25-PTO	UC26-BMU	UC26-AKE	UC26-SAL	UC26-SUPP	UC26-THR	UC26-TDO	UC26-PTO	UC27-BMU	UC27-AKE	UC27-SAL	UC27-SUBP1	UC27-SUBP2	UC27-SUPP	UC27-TDO	UC27-PTO	UC28-BMU	UC28-AKE	UC28-HPA	UC28-SAL	UC28-SUBP1	UC28-SUBP2	UC28-THR	UC28-TDO	UC28-PTO	UC29-BMU	UC29-AKE	UC29-HPA	UC29-SAL	UC29-SUBP1	UC29-SUBP2	UC29-SUPP	UC29-THR	UC29-TDO	UC29-PTO	UC30-BMU	UC30-AKE	UC30-HPA	UC30-SAL	UC30-SUBP1	UC30-SUBP2	UC30-SUPP	UC30-THR	UC30-TDO	UC30-PTO	UC31-BMU	UC31-AKE	UC31-HPA	UC31-SAL	UC31-SUBP1	UC31-SUBP2	UC31-SUPP	UC31-THR	UC31-TDO	UC31-PTO	UC32-BMU	UC32-AKE	UC32-HPA	UC32-SAL	UC32-SUBP1	UC32-SUBP2	UC32-SUPP	UC32-THR	UC32-TDO	UC32-PTO	UC33-BMU	UC33-AKE	UC33-HPA	UC33-SAL	UC33-SUBP1	UC33-SUBP2	UC33-SUPP	UC33-THR	UC33-TDO	UC33-PTO	UC34-BMU	UC34-AKE	UC34-HPA	UC34-SAL	UC34-SUBP1	UC34-SUBP2	UC34-SUPP	UC34-THR	UC34-TDO	UC34-PTO	UC35-BMU	UC35-AKE	UC35-HPA	UC35-SAL	UC35-SUBP1	UC35-SUBP2	UC35-SUBP3	UC35-SUPP	UC35-THR	UC35-TDO	UC35-PTO
Bacteria	domain			99.982	99.887	99.971	99.815	99.915	99.976	99.789	99.996	99.996	99.908	99.902	99.852	99.885	99.881	99.98	99.938	99.982	99.924	99.986	99.848	100.0	100.001	99.997	100.002	99.986	99.99	100.024	99.987	100.004	100.001	99.884	99.99	99.991	99.977	99.972	100.003	99.981	99.737	99.998	99.98	99.994	99.994	100.026	100.008	100.014	100.005	99.892	99.98	99.995	99.981	99.994	100.012	99.984	100.008	100.01	99.996	99.999	100.003	100.018	99.991	100.016	100.011	100.004	99.997	99.989	100.002	99.982	100.003	99.99	100.007	99.996	99.999	99.992	99.986	99.995	99.995	100.009	100.016	99.994	100.009	100.002	99.979	99.988	99.998	100.008	99.983	100.017	99.991	100.011	100.002	99.771	99.966	99.995	99.995	99.989	99.989	99.991	99.992	100.0	99.368	99.973	100.014	100.003	99.994	99.998	99.978	100.0	99.989	100.011	99.998	100.008	99.998	100.011	99.985	99.996	100.012	99.968	100.004	99.887	100.003	99.993	99.995	100.005	100.0	100.005	100.0	100.01	100.005	100.001	100.006	99.986	99.968	100.005	99.993	99.917	99.986	99.847	99.997	100.006	99.99	100.005	99.99	100.014	100.007	99.997	99.974	99.949	99.997	99.99	100.0	99.991	99.996	100.011	99.989	100.007	99.99	99.956	100.0	99.988	99.992	99.992	99.985	100.008	99.997	99.98	100.007	99.988	100.012	99.992	100.009	99.994	100.018	100.007	100.006	100.005	100.016	99.99	99.969	99.979	100.005	99.998	100.005	100.006	100.014	100.018	99.996	99.98	99.958	99.994	99.983	100.005	99.989	99.994	99.995	99.999	99.996	99.604	99.934	99.99	100.009	99.986	99.991	99.991	99.987	99.993	99.965	99.923	99.954	99.994	99.99	100.013	99.99	100.015	99.991	100.009	99.992	100.0	100.001	100.005	99.998	100.002	100.011	100.0	99.993	100.007	100.007	100.001	99.989	99.993	99.993	100.001	99.982	99.999	100.0	99.982	99.978	99.891	99.983	100.006	99.992	100.01	99.991	100.005	100.008	99.988	100.01	100.005	99.993	100.004	100.009	99.984	99.993	99.996	99.998	100.013	100.006	100.017	100.006	100.001	99.996	100.005	100.002	99.995	100.001	100.002	99.988	99.987	100.001	99.984	99.989	99.926	100.01	100.008	99.995	100.011	99.996	100.005	99.998	100.015	99.986	99.994	99.998	100.007	100.015	100.011	99.997	100.006	99.991	100.014	99.984	99.991	99.989	100.004	99.989	100.009	99.995	100.003	99.998	100.008	100.001	99.987	100.004	100.01	99.992	100.01	99.974	99.997	99.989	99.999	99.997	100.008	100.012	99.909	99.691	99.992	100.009	100.018	100.005	100.004	99.995	99.993	99.976	99.923	99.999	100.003	99.994	99.999	99.981	100.01	100.014	100.005	99.979	99.819	100.006	100.007	99.994	99.984	99.992	100.011	100.005	99.998	99.994	100.002	99.976	100.008	100.001	100.003	100.008	100.007	99.999	100.003	99.939	99.88	99.995	99.99	99.999	99.987	99.994	100.005	100.011	100.008	99.999	100.004	100.005	100.01	100.006	99.998	99.998	99.993	100.001	99.999	99.996	100.009	100.009	100.002	99.992	100.002	100.017	99.982	99.996	99.988	100.006	99.993	100.015	100.02	99.98	100.0	100.0
Bacteria;Pseudomonadota	phylum			0.077	0.0	0.948	5.091	0.0	1.458	2.812	0.733	5.481	0.0	2.942	0.0	0.0	0.045	1.414	0.0	0.248	0.114	0.529	0.11	4.338	1.807	11.328	10.764	10.83	1.85	5.532	1.474	11.799	4.42	14.83	10.173	14.946	5.526	5.175	0.977	2.15	1.985	3.233	3.423	1.746	4.295	5.259	15.01	18.576	5.278	0.666	2.024	3.669	1.026	0.653	0.873	36.593	11.699	8.459	4.335	6.839	5.644	46.61	8.573	13.015	5.88	6.507	31.942	19.485	54.319	14.583	25.638	6.546	3.602	3.556	1.452	6.644	6.024	8.083	9.733	30.233	6.089	14.592	23.285	30.167	9.827	6.43	4.665	2.019	1.423	2.467	1.209	9.238	10.298	1.181	7.043	0.925	1.282	43.046	51.85	25.484	30.117	18.615	18.013	23.358	41.553	8.319	35.444	15.725	24.01	34.573	19.056	24.262	17.543	6.837	5.864	28.196	17.147	19.861	29.992	21.951	6.737	12.638	16.086	5.928	23.806	21.149	33.417	26.063	15.624	2.248	24.331	0.992	3.139	15.117	11.061	8.228	5.372	3.385	5.351	4.771	3.042	1.784	1.268	8.269	21.466	10.694	16.607	15.571	13.733	3.728	2.811	0.9	2.985	3.009	32.378	41.743	26.354	9.75	16.997	4.738	12.129	23.555	50.213	22.157	20.57	12.498	40.378	29.16	41.04	8.863	9.725	2.913	19.15	39.381	21.683	29.651	22.268	34.56	7.16	8.153	10.651	6.538	16.225	19.925	14.644	5.464	17.648	7.055	1.56	1.32	8.332	15.009	1.319	0.979	2.277	14.127	2.408	4.453	3.14	1.216	4.931	5.109	6.547	1.545	10.445	38.249	18.527	0.295	3.339	0.544	12.717	7.786	22.841	4.239	20.985	70.07	18.111	18.371	17.166	12.783	4.667	13.186	25.775	15.754	1.482	0.276	16.809	10.7	2.663	0.41	3.712	2.077	16.54	2.849	7.604	1.373	1.336	0.874	4.296	8.152	12.133	22.813	13.699	4.452	2.189	10.256	7.279	1.742	2.381	5.028	3.515	11.71	38.522	26.589	4.528	3.358	7.431	13.644	6.418	1.344	4.459	6.039	4.485	3.091	25.657	10.275	4.0	3.363	0.117	1.519	4.156	6.797	29.545	0.953	1.174	1.863	1.986	17.363	12.161	19.421	0.009	15.113	29.172	12.859	25.186	30.766	8.219	18.716	5.806	4.094	9.778	1.471	2.322	3.029	2.064	1.528	22.672	5.398	25.87	1.042	33.741	17.75	17.026	2.68	3.295	32.021	18.776	3.609	2.726	8.154	19.134	1.375	3.336	2.162	1.189	0.27	0.962	8.307	2.597	12.126	15.832	38.291	49.116	17.768	3.923	8.051	13.124	6.53	2.924	7.051	12.012	2.306	22.368	33.357	15.154	0.247	23.763	11.628	13.554	8.914	3.036	13.235	1.814	0.585	9.907	14.973	4.843	7.672	0.414	4.7	3.999	28.876	14.72	6.049	4.652	0.405	10.76	0.701	2.015	2.767	0.774	0.048	3.078	16.616	0.646	0.984	1.224	1.657	3.41	1.482	3.882	14.384	6.181	15.516	3.458	12.502	11.868	3.628	10.934	1.301	12.317	22.372	10.613	0.178	1.678	5.911	14.566	6.387	2.236	2.058	26.756
Bacteria;Bacillota	phylum			85.647	7.839	1.266	3.92	2.766	16.6	12.002	6.326	80.98	6.267	19.207	42.88	19.441	7.505	0.886	6.56	29.365	10.913	34.411	10.558	61.232	93.483	55.822	38.528	37.782	16.336	32.228	38.191	44.325	45.459	47.591	59.71	48.358	35.81	45.369	70.982	39.754	20.006	67.363	44.673	54.329	42.25	59.845	82.045	49.21	78.578	18.476	25.026	42.44	51.339	33.94	26.93	53.297	86.543	34.878	41.13	33.955	38.908	20.148	15.54	56.074	53.836	58.151	56.648	69.836	31.228	45.637	53.073	47.845	44.021	50.469	34.757	60.325	40.311	90.852	89.817	67.385	93.728	84.748	76.249	69.69	51.627	80.874	58.374	49.25	65.054	49.255	63.27	43.625	56.548	23.885	32.608	47.312	61.312	27.126	32.884	20.543	16.048	17.85	24.865	13.438	26.953	50.197	32.018	37.562	42.844	41.468	47.91	42.064	13.078	42.878	29.074	35.017	36.305	39.863	63.912	57.023	22.544	32.021	26.726	65.694	46.835	61.637	62.955	55.603	47.102	82.324	38.924	43.361	56.308	39.596	49.922	48.588	55.515	22.25	30.666	31.172	50.337	37.571	39.645	74.134	77.465	69.066	66.279	69.625	31.687	24.675	33.122	51.47	61.272	64.54	57.129	53.709	23.483	46.819	18.077	18.138	25.289	53.561	24.534	39.462	55.207	65.249	39.142	44.093	30.123	4.738	11.851	31.467	61.993	42.667	63.86	62.648	76.561	39.228	55.023	20.039	35.108	22.827	35.426	38.428	57.174	71.248	76.18	69.773	73.067	31.106	18.211	40.566	69.138	71.241	74.438	72.642	88.643	62.996	67.383	33.351	36.564	66.258	62.188	50.335	76.542	57.606	54.657	64.172	22.368	39.205	22.57	58.139	50.417	38.174	59.292	27.761	25.011	38.643	18.539	28.551	37.454	44.949	39.462	34.616	81.694	90.829	59.285	67.884	44.55	36.59	48.562	53.188	59.517	50.394	62.682	92.818	69.311	57.676	5.137	33.34	60.481	52.644	57.495	88.011	97.502	82.068	82.577	75.147	66.354	31.486	65.434	81.296	54.726	63.954	54.019	30.27	29.236	26.858	52.845	84.147	89.003	93.495	87.676	88.583	57.569	57.878	62.85	81.851	81.753	96.415	72.599	17.085	60.703	42.329	44.44	59.223	46.938	74.621	85.423	68.659	98.642	29.055	50.511	48.252	44.137	39.571	88.377	80.149	73.654	74.867	55.746	57.168	66.331	44.491	48.68	67.905	66.946	93.047	52.915	50.34	40.256	51.954	68.958	95.683	95.628	56.556	29.911	68.63	46.501	75.089	70.957	97.798	91.325	92.3	92.002	35.631	31.148	21.981	18.311	14.591	63.386	61.1	44.596	48.641	21.15	39.204	54.772	68.107	44.352	61.119	63.654	91.483	60.725	20.75	36.681	19.517	18.947	68.2	34.721	34.286	94.928	79.817	83.362	94.163	29.115	48.362	70.127	79.028	63.457	74.434	90.011	63.272	49.974	59.948	31.125	14.789	71.555	69.406	58.845	67.172	76.543	94.56	69.802	71.747	20.648	21.187	27.75	74.498	72.497	75.009	77.186	76.06	79.437	66.897	25.62	23.625	48.943	53.352	56.385	33.858	75.752	52.387	52.041	65.911	20.096	25.616	17.367	21.235	64.614	60.0	29.244
Bacteria;Actinomycetota	phylum			13.947	92.026	97.757	90.698	97.149	81.918	84.962	92.937	13.364	93.532	77.342	56.972	80.444	92.331	97.68	93.378	70.353	88.889	65.046	88.798	2.612	1.235	2.08	2.908	2.457	11.871	51.442	8.163	5.718	4.746	3.926	5.949	4.794	9.48	11.944	21.652	3.304	6.851	11.555	10.215	18.922	5.255	4.457	0.375	6.846	7.558	6.669	7.216	8.699	10.125	16.801	3.252	2.096	0.818	4.428	4.323	2.871	3.726	12.365	2.256	8.291	3.725	8.706	0.675	3.307	1.522	10.566	11.464	23.312	12.449	24.622	18.527	7.083	3.571	0.173	0.046	1.365	0.061	0.01	0.176	0.027	6.228	3.034	6.272	6.559	10.302	5.787	6.49	25.043	7.691	3.389	5.568	6.185	11.733	2.053	1.783	1.322	0.915	0.75	3.218	36.121	13.475	9.569	3.295	4.68	11.275	3.096	4.372	2.735	9.781	30.799	6.249	0.645	2.371	1.68	0.609	8.569	15.803	7.266	8.36	4.404	4.526	1.686	2.191	6.146	15.534	10.745	36.683	43.415	12.753	2.938	4.015	5.967	4.73	3.204	1.049	7.376	2.605	8.232	2.254	8.86	0.191	17.406	9.954	7.229	6.596	29.85	35.562	3.849	7.072	4.934	6.385	0.21	2.699	7.792	3.753	0.696	0.958	1.842	1.847	2.064	17.485	13.403	5.99	3.438	1.637	6.114	7.251	45.988	0.332	0.627	0.156	2.459	0.476	3.704	6.667	28.628	13.778	6.289	0.953	4.223	0.969	12.512	1.045	11.523	12.756	1.453	19.149	7.702	10.373	16.974	9.344	0.034	0.884	9.431	22.021	9.525	7.131	3.608	4.742	1.133	4.294	0.146	11.801	21.844	2.446	10.698	3.025	8.038	9.401	0.939	10.023	1.05	9.857	14.572	17.797	16.418	8.841	5.434	7.935	5.838	16.126	8.724	10.931	13.288	48.309	61.578	24.439	7.708	14.213	5.17	10.171	2.384	17.608	37.958	3.08	11.197	6.479	7.628	9.181	2.073	0.238	4.604	5.364	21.925	16.951	13.475	22.019	3.784	1.669	1.667	7.269	0.508	2.166	4.19	5.524	0.569	4.005	0.038	2.921	4.835	6.864	2.531	5.405	3.591	14.57	0.743	4.872	42.489	9.517	6.671	2.478	11.558	3.21	2.021	1.833	1.914	1.249	35.316	12.149	31.001	3.826	10.931	3.137	0.535	3.16	1.621	27.24	19.491	17.074	1.478	1.767	10.559	3.002	0.703	5.163	32.616	6.972	8.378	7.087	1.248	0.863	1.234	22.191	9.68	4.701	4.656	0.459	0.781	0.399	0.739	1.334	1.633	4.433	2.399	3.811	3.333	20.53	0.531	3.708	4.046	47.215	17.551	23.759	5.099	4.29	5.984	7.065	4.323	7.385	5.221	45.208	34.035	56.032	4.993	7.871	5.192	1.412	0.102	3.841	4.607	10.204	36.594	13.228	1.801	9.361	4.61	0.618	0.008	5.559	11.029	7.549	6.565	2.943	4.646	11.69	3.86	22.157	5.31	26.181	3.739	24.654	23.497	6.423	5.726	8.631	1.962	8.476	0.095	8.874	10.761	1.808	41.613	10.517	6.311	6.775	1.818	3.984	0.255	5.531	17.558	5.328	4.606	14.745	6.985	2.46	3.556	24.621
Bacteria;Spirochaetota	phylum			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.004	0.002	0.101	0.071	0.306	0.0	0.178	1.273	0.237	0.307	0.034	0.039	0.08	0.351	3.632	0.078	0.512	0.073	2.233	0.19	0.0	0.015	0.03	3.345	0.225	0.09	0.031	0.007	0.219	0.018	0.0	0.046	0.051	0.029	0.069	0.027	1.132	0.039	0.041	0.139	0.003	0.0	0.014	0.032	0.026	0.039	0.229	0.066	0.063	0.019	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.924	0.019	0.136	0.024	0.016	0.055	0.03	0.195	0.02	0.721	0.081	0.006	0.005	0.331	0.028	0.011	0.021	0.018	0.922	0.92	0.157	0.543	0.045	0.339	0.0	0.015	0.0	0.004	0.034	0.004	0.005	0.083	0.0	0.059	0.0	0.013	0.06	0.107	0.008	0.004	0.0	0.026	0.013	0.002	0.0	0.002	0.0	0.0	0.012	0.034	0.114	0.014	0.004	3.122	4.994	0.505	0.093	0.0	0.027	0.0	0.0	0.0	0.007	0.002	0.607	0.172	0.146	0.003	0.0	0.007	0.007	0.003	0.015	0.017	0.001	4.71	0.449	0.015	0.002	0.008	0.02	0.105	0.014	0.013	0.007	6.806	4.146	0.11	0.0	0.002	0.007	0.002	0.013	0.009	0.011	0.057	0.081	0.398	0.018	0.034	0.012	0.038	0.038	0.022	0.002	4.853	2.898	0.626	0.003	0.0	0.001	0.001	0.049	0.066	0.002	1.723	0.395	0.015	0.004	3.875	0.394	0.008	0.193	0.04	22.455	1.031	0.239	0.081	0.008	2.411	0.008	0.0	0.001	0.019	0.0	0.0	4.933	0.219	0.008	0.018	0.0	0.001	0.002	0.0	0.021	0.0	0.029	0.001	0.001	0.008	0.037	0.016	0.014	0.008	16.48	0.951	0.133	0.019	0.068	0.0	0.001	0.003	0.0	0.002	0.014	0.0	0.0	0.01	0.006	0.0	0.0	2.901	0.332	0.005	0.012	0.178	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.018	0.0	0.0	0.033	0.724	0.0	2.769	0.095	0.007	0.425	0.004	0.0	0.0	0.0	0.013	0.03	0.002	0.005	0.0	0.0	0.0	0.0	0.0	0.044	0.097	0.0	0.079	0.008	0.003	0.006	0.0	0.004	0.011	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.794	0.122	0.008	0.003	0.0	0.0	0.0	0.0	0.107	0.507	0.013	0.008	0.042	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.953	0.0	0.005	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.032	0.0	0.0	0.007	0.0	0.0	0.0	0.194	0.4	0.003	0.009	0.0	0.012	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.002	0.0	0.301	0.0	0.0	0.004	0.0	0.0	0.024	0.007	0.007	0.054	1.447	1.128	0.14	0.247	0.004	0.0	0.0
Bacteria;Fusobacteriota	phylum			0.149	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.087	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.085	11.392	1.045	2.159	1.467	2.569	55.206	6.577	34.867	7.279	13.595	9.895	10.779	5.549	2.999	1.901	1.371	17.243	28.104	10.197	10.663	3.802	16.616	14.038	1.024	5.389	2.372	17.859	39.935	22.576	13.159	26.654	25.811	3.031	0.218	8.796	5.507	4.89	6.174	9.915	43.506	8.884	9.059	8.12	7.889	1.902	10.11	9.907	2.982	9.16	5.948	3.863	13.627	12.388	17.677	0.356	0.327	0.38	0.094	0.014	0.118	0.03	10.568	5.107	6.771	1.167	1.122	1.08	1.475	8.277	8.169	35.476	29.789	10.606	4.297	11.062	4.884	3.393	15.263	17.954	21.427	5.543	8.122	5.726	8.683	7.343	4.535	6.049	6.772	4.913	32.759	2.862	33.25	12.749	9.925	7.82	0.864	2.784	25.385	17.693	37.574	3.518	3.85	7.128	0.431	0.695	1.271	2.005	0.017	3.411	3.38	19.667	17.341	16.63	5.319	17.679	28.925	18.341	13.023	24.973	13.77	5.118	0.107	0.273	1.24	1.209	20.605	12.468	20.638	16.475	2.811	6.839	0.98	0.964	6.021	2.027	20.219	37.168	31.106	2.406	7.395	5.682	4.083	4.908	3.803	13.34	15.523	34.366	49.071	8.519	10.156	7.401	3.873	1.669	0.265	13.526	10.065	23.234	11.747	32.483	28.925	21.781	9.94	5.684	0.916	2.974	10.32	14.097	23.312	23.913	5.439	4.052	5.462	0.151	6.391	4.644	1.103	10.929	24.725	7.407	3.568	12.306	2.875	0.486	2.469	11.231	29.656	13.098	21.451	4.503	4.83	11.157	5.588	0.825	26.312	15.547	15.502	18.113	25.121	18.718	15.095	29.36	0.186	0.015	3.286	0.272	1.292	0.188	6.425	0.573	0.096	9.32	7.141	1.721	8.688	1.541	19.26	14.099	4.781	6.093	7.718	0.262	0.026	0.905	0.189	0.394	2.618	19.343	2.266	0.527	4.249	6.054	23.885	27.123	26.627	46.225	20.892	3.423	0.857	0.204	0.487	0.533	2.255	22.118	15.91	1.806	0.455	0.672	7.433	13.706	0.064	9.789	30.437	14.802	17.257	0.29	0.131	1.531	0.001	0.62	3.444	1.679	5.033	6.657	0.101	0.432	2.548	1.587	3.766	9.53	0.956	7.815	6.134	2.906	2.689	0.367	1.018	15.272	2.738	1.673	0.672	0.168	0.075	5.922	15.597	4.593	29.908	4.281	5.601	0.035	1.307	1.991	2.473	46.956	50.6	37.577	43.662	47.606	0.123	0.038	0.627	1.084	17.437	12.589	6.363	3.683	18.993	5.23	5.068	0.942	1.391	7.666	1.322	9.604	0.849	4.738	8.387	24.995	0.551	0.315	1.088	0.057	26.011	0.015	7.499	2.596	1.66	4.165	1.675	0.153	0.941	0.851	29.623	36.047	2.134	0.616	0.117	2.914	0.08	0.01	0.081	0.012	33.61	43.69	40.38	1.764	1.59	0.487	4.657	1.921	1.091	0.254	38.653	11.051	13.288	4.028	4.34	7.72	2.135	13.435	3.891	0.084	24.239	33.334	40.275	32.682	1.295	2.334	4.445
