Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014997-LRC	S700015289-LRC	S700015665-LRC	S700016079-LRC	S700016089-LRC	S700016170-LRC	S700016335-LRC	S700016652-LRC	S700016744-LRC	S700016805-LRC	S700021826-LRC	S700021878-LRC	S700023009-LRC	S700023104-LRC	S700023269-LRC	S700023319-LRC	S700023422-LRC	S700023479-LRC	S700023531-LRC	S700023580-LRC	S700023623-LRC	S700023656-LRC	S700023790-LRC	S700023847-LRC	S700023904-LRC	S700023938-LRC	S700023989-LRC	S700024097-LRC	S700024149-LRC	S700024256-LRC	S700024308-LRC	S700024460-LRC	S700024511-LRC	S700024556-LRC	S700024605-LRC	S700024675-LRC	S700024701-LRC	S700024754-LRC	S700024831-LRC	S700024868-LRC	S700024920-LRC	S700024968-LRC	S700032031-LRC	S700032115-LRC	S700032272-LRC	S700032365-LRC	S700032456-LRC	S700032972-LRC	S700033023-LRC	S700033181-LRC	S700033244-LRC	S700033605-LRC	S700033707-LRC	S700033777-LRC	S700033839-LRC	S700034071-LRC	S700034128-LRC	S700034216-LRC	S700034282-LRC	S700034684-LRC	S700034822-LRC	S700034885-LRC	S700035204-LRC	S700035349-LRC	S700035625-LRC	S700035685-LRC	S700037018-LRC	S700037044-LRC	S700037165-LRC	S700037222-LRC	S700037274-LRC	S700037325-LRC	S700037379-LRC	S700037427-LRC	S700037470-LRC	S700037550-LRC	S700037651-LRC	S700037702-LRC	S700037779-LRC	S700037836-LRC	S700037870-LRC	S700037918-LRC	S700037969-LRC	S700038023-LRC	S700038148-LRC	S700038179-LRC	S700038249-LRC	S700038306-LRC	S700038356-LRC	S700038404-LRC	S700038474-LRC	S700038522-LRC	S700038568-LRC	S700038783-LRC	S700038818-LRC	S700038892-LRC	S700038940-LRC	S700038968-LRC	S700095263-LRC	S700095400-LRC	S700095457-LRC	S700095571-LRC	S700095697-LRC	S700095764-LRC	S700095878-LRC	S700096408-LRC	S700097281-LRC	S700097341-LRC	S700097678-LRC	S700097887-LRC	S700098317-LRC	S700098409-LRC	S700098589-LRC	S700098982-LRC	S700099049-LRC	S700099109-LRC	S700099335-LRC	S700099637-LRC	S700099793-LRC	S700099850-LRC	S700099936-LRC	S700100069-LRC	S700100277-LRC	S700100340-LRC	S700100460-LRC	S700100587-LRC	S700101123-LRC	S700101181-LRC	S700101271-LRC	S700101337-LRC	S700101394-LRC	S700101562-LRC	S700101685-LRC	S700101944-LRC	S700102289-LRC	S700102635-LRC	S700102952-LRC	S700103263-LRC	S700103291-LRC	S700103468-LRC	S700103501-LRC	S700103577-LRC	S700103643-LRC	S700103694-LRC	S700105003-LRC	S700105051-LRC	S700105108-LRC	S700105165-LRC	S700105222-LRC	S700105276-LRC	S700105324-LRC	S700105394-LRC	S700105480-LRC	S700105536-LRC	S700105634-LRC	S700105707-LRC	S700105798-LRC	S700105894-LRC	S700106040-LRC	S700106077-LRC	S700106134-LRC	S700106188-LRC	S700106261-LRC	S700106316-LRC	S700106449-LRC	S700106506-LRC	S700106563-LRC	S700106637-LRC	S700106685-LRC	S700106713-LRC	S700106786-LRC	S700106821-LRC	S700106898-LRC	S700106920-LRC	S700106968-LRC	S700107087-LRC	S700109855-LRC	S700112093-LRC	S700112423-LRC	S700112537-LRC	S700112802-LRC	S700113025-LRC	S700113095-LRC	S700113146-LRC	S700113197-LRC	S700113525-LRC	S700113564-LRC	S700113638-LRC	S700113666-LRC	S700113737-LRC	S700113791-LRC	S700113899-LRC	S700113956-LRC	S700114090-LRC	S700114147-LRC	S700114181-LRC	S700114236-LRC	S700114289-LRC	S700114341-LRC	S700114409-LRC	S700114444-LRC	S700114507-LRC	S700114580-LRC	S700114671-LRC	S700114719-LRC	S700114769-LRC	S700114820-LRC	S700114874-LRC	S700114923-LRC	S700114979-LRC	S700116021-LRC	S700116047-LRC	S700116098-LRC	S700116203-LRC	S700116277-LRC	S700116328-LRC	S700116380-LRC	S700116470-LRC	S700116524-LRC	S700116590-LRC	S700116752-LRC	S700116800-LRC	S700116830-LRC	S700116890-LRC	S700116949-LRC	S700117060-LRC	S700117088-LRC	S700117137-LRC	S700117216-LRC	S700117627-LRC	S700117684-LRC	S700117739-LRC	S700117850-LRC	S700118460-LRC	S700119092-LRC	S700119212-LRC	S700119354-LRC	S700119612-LRC	S700119786-LRC	S700119911-LRC	S700121040-LRC	S700121349-LRC	S700121689-LRC	S700122394-LRC	S700123612-LRC	S700161042-LRC	S700161099-LRC	S700161153-LRC	S700161204-LRC	S700161319-LRC	S700161496-LRC	S700161620-LRC	S700161671-LRC	S700161726-LRC	S700161840-LRC	S700161894-LRC	S700161947-LRC	S700163032-LRC	S700163203-LRC	S700163260-LRC	S700163392-LRC	S700163497-LRC	S700163543-LRC	S700163650-LRC	S700163701-LRC	S700163756-LRC	S700163776-LRC	S700163910-LRC	S700163965-LRC	S700164072-LRC	S700164127-LRC	S700164181-LRC	S700164214-LRC	S700164271-LRC	S700164341-LRC	S700164393-LRC	S700164489-LRC	S700164540-LRC	S700164595-LRC	S700164708-LRC	S700164757-LRC	S700164814-LRC	S700164854-LRC	S700165036-LRC	S700165134-LRC	S700165189-LRC	S700165302-LRC	S700165398-LRC	S700165446-LRC	S700165477-LRC	S700165656-LRC	S700165704-LRC	S700165800-LRC	S700165848-LRC	S700165897-LRC	S700165954-LRC	S700166075-LRC	S700166633-LRC	S700166825-LRC	S700171008-LRC	S700171056-LRC	S700171104-LRC	S700171137-LRC	S700171212-LRC	S700171268-LRC	S700171314-LRC	S700171412-LRC	S700171463-LRC	S700171515-LRC	S700171563-LRC	S700171616-LRC	S700171670-LRC	S700171718-LRC	S700171749-LRC	S700171881-LRC	S700171918-LRC	S700171977-LRC	S700172052-LRC	S700172205-LRC	S700172244-LRC	S700172321-LRC	S700172432-LRC	S700172463-LRC	S700172540-LRC	S700172594-LRC	S700172699-LRC	S700172748-LRC	S700172804-LRC	S700172855-LRC	S700173014-LRC	S700173062-LRC	S700173108-LRC	S700173215-LRC	S700173311-LRC	S700173419-LRC	S700173472-LRC	S700173522-LRC	S700173568-LRC	S700173618-LRC	S700173669-LRC	S700173822-LRC	S700173868-LRC	S700173918-LRC	S700173955-LRC	S700175108-LRC	S700175247-LRC	S700175295-LRC	S700175343-LRC
Bacteria	domain				98.185	97.12	98.332	69.579	99.476	18.83	98.126	96.89	99.601	98.553	98.203	91.148	99.104	98.061	61.058	81.035	67.316	95.713	99.59	95.489	98.564	27.567	83.237	98.641	98.424	99.426	98.722	79.357	99.183	98.976	99.105	96.571	98.68	98.097	98.073	95.745	96.625	94.505	95.795	98.511	93.046	99.211	99.145	99.483	100.0	99.954	95.178	98.737	98.596	99.272	99.938	99.805	99.773	99.45	99.908	99.608	99.824	98.706	99.04	99.876	99.945	99.789	99.511	99.595	99.532	100.0	99.228	98.419	97.005	99.64	98.9	89.93	97.104	97.743	97.939	75.288	96.642	98.949	96.515	96.729	97.01	96.656	99.149	97.746	98.96	97.452	95.013	98.324	98.56	97.478	99.37	99.617	98.954	97.388	96.584	91.479	97.3	92.322	99.897	95.957	91.557	100.0	99.962	99.873	99.369	98.665	98.44	98.154	95.585	99.408	96.122	98.745	99.301	97.734	96.8	96.493	99.83	98.34	99.239	99.402	99.72	99.883	97.711	98.735	99.867	99.228	99.951	99.807	99.688	98.677	99.646	99.906	98.082	99.341	97.539	96.516	97.793	99.179	93.599	99.493	96.553	99.265	99.513	99.183	99.878	99.538	99.454	99.772	100.0	99.483	98.409	99.377	93.487	42.727	96.208	99.603	98.609	98.328	99.059	99.693	96.646	98.892	99.107	99.589	99.616	99.134	99.787	99.919	99.763	99.518	99.191	99.416	99.612	99.109	98.986	99.906	97.397	99.362	98.443	99.836	98.903	97.052	98.696	98.665	98.287	99.304	97.458	96.859	96.927	99.407	100.0	99.923	99.446	95.03	96.176	99.466	98.433	96.307	98.21	98.562	99.618	97.281	99.76	99.964	97.961	97.539	98.882	98.269	98.826	94.854	100.0	99.848	99.252	76.289	99.548	99.493	98.097	99.56	99.67	99.512	98.445	96.599	99.114	99.896	99.321	99.983	99.505	99.787	99.528	97.727	97.559	93.631	98.897	97.6	99.43	99.556	98.698	99.134	99.494	98.42	99.77	98.868	98.704	96.52	99.689	95.002	95.481	99.102	98.581	99.087	98.605	98.421	97.519	99.407	98.794	98.096	97.627	99.647	99.209	97.4	99.222	99.34	97.531	95.958	98.553	90.515	99.92	74.063	98.877	99.773	100.0	99.145	93.803	97.084	95.201	98.977	98.567	99.972	99.519	98.569	98.608	99.885	99.276	99.435	95.745	99.306	99.094	99.296	95.969	98.799	99.605	99.672	98.992	99.846	98.233	99.43	94.643	99.917	99.619	99.753	98.156	93.569	97.401	99.899	99.949	99.049	97.514	99.849	93.997	95.056	99.394	97.444	99.893	99.32	97.537	99.024	59.574	97.895	95.714	96.525	97.966	98.972	98.83	99.555	99.016	99.769	98.392	97.754	98.632	97.876	99.718	99.846	99.697	99.667	100.0	98.593	99.921	98.972	99.638	99.707	99.99	99.948	99.777	99.758	99.463	99.989	99.377	99.727
Bacteria;Actinomycetota	phylum				92.268	82.973	97.09	30.518	49.909	13.038	47.851	92.021	73.807	68.581	75.81	72.845	95.091	89.678	38.365	43.393	21.005	69.274	98.681	31.83	75.165	12.819	33.782	53.79	47.551	72.671	86.779	60.025	68.83	89.223	57.688	66.694	93.352	64.472	87.897	84.227	68.141	44.775	56.813	76.369	75.352	85.341	87.15	84.577	60.185	99.793	38.539	76.77	24.16	52.702	97.215	94.478	98.638	62.421	98.105	98.126	98.906	95.29	31.84	93.413	83.979	98.312	88.822	96.894	69.974	54.71	25.248	97.36	95.263	30.518	96.254	8.827	89.269	69.468	84.896	46.522	38.278	42.128	76.167	92.576	88.369	88.828	14.176	70.727	65.359	48.531	76.693	33.831	68.978	88.983	91.642	93.817	78.188	68.353	88.806	78.665	87.612	75.749	99.351	74.68	78.887	93.025	5.036	97.806	90.415	30.18	62.376	59.626	90.073	81.515	61.873	19.043	53.433	41.965	72.094	35.5	73.057	42.236	79.061	90.283	35.241	99.239	66.084	92.255	99.536	94.859	94.836	33.584	89.654	76.351	97.587	54.594	77.988	82.912	82.209	53.007	65.268	78.73	36.273	40.251	35.67	95.94	92.448	43.178	24.154	39.778	93.137	74.642	40.43	87.895	81.52	77.217	13.824	10.179	94.801	50.865	93.807	86.305	88.798	52.35	56.266	71.541	87.953	51.606	89.887	92.639	37.61	93.345	98.677	96.132	90.599	11.576	58.892	84.906	43.597	96.483	84.867	79.659	63.465	81.561	89.569	74.227	95.216	24.056	70.427	4.417	91.065	46.191	54.891	91.757	99.111	77.485	71.148	48.7	60.748	56.511	80.356	53.281	75.565	94.232	20.297	54.018	28.897	7.158	60.691	88.827	88.203	94.276	93.961	62.234	27.478	94.804	88.905	43.964	81.751	39.024	80.352	89.026	69.117	88.144	91.525	66.597	94.125	96.303	94.19	97.962	58.671	49.148	68.371	60.377	75.644	39.032	97.133	92.406	82.719	91.181	76.202	94.687	85.722	73.655	86.948	82.281	35.803	82.938	43.251	49.129	33.077	82.583	95.743	28.0	79.389	90.227	75.0	73.107	94.786	78.528	61.471	14.923	96.522	28.124	85.841	6.172	85.05	82.542	92.105	70.049	20.984	42.724	66.335	89.461	73.223	89.212	82.089	75.927	79.261	96.587	92.62	79.518	63.802	94.274	36.504	97.584	66.353	52.723	75.177	46.364	94.315	55.004	91.001	46.467	40.421	60.788	87.384	93.628	79.053	74.022	33.586	92.334	54.715	75.981	95.445	85.971	82.96	70.349	75.206	32.51	61.564	97.86	81.426	76.986	23.345	81.57	2.323	97.826	76.571	87.651	52.546	66.694	59.045	9.705	92.949	41.476	62.915	51.795	51.995	98.03	81.736	92.179	77.389	74.415	86.653	81.678	74.741	98.79	35.64	73.894	85.61	94.786	89.86	76.578	99.287	99.514	67.261	95.261	40.197	98.954	48.85	97.345
Bacteria;Bacteroidota	phylum				0.28	0.253	0.0	1.278	0.0	0.023	0.0	0.051	0.145	2.719	0.0	2.066	0.0	0.114	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.622	1.356	0.153	0.092	0.0	0.206	0.0	0.0	0.0	0.021	0.122	0.013	0.0	0.0	0.008	0.085	0.0	0.032	0.537	0.0	0.013	0.127	0.31	0.154	0.0	1.907	0.172	0.041	0.007	0.0	0.0	0.0	0.0	0.046	0.0	0.004	0.078	3.12	0.0	0.246	0.114	0.117	0.0	0.304	0.129	0.016	0.015	0.0	1.175	0.0	0.014	0.0	0.009	0.045	0.0	0.0	0.024	0.039	0.0	0.006	0.0	1.93	0.176	0.014	0.289	0.0	0.377	0.046	0.007	0.011	0.0	0.058	0.055	0.014	0.0	0.013	0.0	0.0	0.02	0.042	0.0	0.0	0.083	0.0	6.041	0.15	0.608	0.0	0.182	0.0	0.021	0.175	0.028	0.037	0.021	0.0	6.073	0.0	0.0	0.099	0.098	0.05	0.192	0.017	0.038	0.0	0.135	0.0	0.112	0.0	0.0	0.0	0.016	0.014	0.049	0.036	0.038	0.0	0.507	1.989	0.085	0.141	0.0	0.0	0.0	0.0	0.033	0.215	0.0	0.125	0.0	4.918	0.798	0.0	0.793	0.011	0.21	0.024	0.0	0.449	0.135	0.0	0.0	0.0	0.132	0.0	0.0	0.014	0.041	0.025	0.405	0.0	0.03	1.082	0.224	0.022	0.0	0.0	0.047	0.136	0.909	0.0	0.141	0.061	0.008	0.007	9.686	0.0	0.015	0.101	0.0	0.025	0.029	0.084	0.022	0.117	0.481	0.304	0.026	0.014	0.005	0.053	0.036	0.154	0.124	0.044	0.011	0.124	0.987	0.392	0.076	0.0	0.617	0.01	0.19	0.0	0.0	0.278	0.017	0.0	0.025	0.052	0.0	0.058	0.0	0.155	0.0	0.009	0.0	0.15	0.14	0.029	0.0	0.0	0.017	0.011	0.0	0.206	0.398	0.0	0.152	1.512	0.0	0.037	2.442	2.15	0.0	0.0	0.079	2.213	0.0	0.0	0.309	0.083	1.015	0.0	0.109	0.075	0.308	0.687	0.025	0.0	0.018	0.098	0.956	0.06	0.528	0.027	0.572	0.0	0.855	0.021	0.046	0.008	0.0	0.177	0.111	0.0	0.0	0.102	0.0	0.045	0.061	0.007	0.112	0.048	0.04	0.018	0.076	0.341	0.225	0.0	0.154	0.045	0.13	1.028	0.0	0.0	0.582	0.0	0.04	0.051	2.9	0.0	14.384	0.148	0.035	0.332	0.0	16.287	0.042	0.205	0.0	0.01	0.12	0.0	0.0	0.009	0.164	0.048	0.381	0.097	0.445	0.566	0.013	0.006	0.033	0.938	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.09	0.011	11.069	0.335
Bacteria;Bacillota	phylum				3.393	13.238	0.911	28.726	49.294	5.319	49.541	4.238	25.358	23.898	22.133	11.091	3.721	7.603	16.408	34.657	28.565	21.099	0.469	57.45	20.249	4.729	31.438	39.336	48.523	26.421	11.521	15.946	28.582	9.719	41.261	29.448	5.07	33.564	10.076	11.503	28.183	49.419	38.856	20.494	17.521	13.687	2.585	13.855	37.147	0.161	48.057	20.838	73.865	46.213	2.723	5.29	0.993	1.961	1.696	1.439	0.619	1.751	56.4	6.464	15.147	1.282	10.573	2.538	26.492	44.452	73.549	0.953	1.065	65.814	2.381	80.691	7.835	28.227	12.817	28.017	58.182	56.139	19.523	4.064	8.535	7.769	79.31	26.139	32.952	46.645	18.009	63.531	29.245	8.467	7.563	5.605	20.378	28.441	7.696	0.0	9.461	16.54	0.547	21.129	12.58	6.975	94.776	1.634	8.934	42.051	34.466	36.208	5.203	17.317	33.795	79.404	38.077	55.617	24.181	58.618	25.648	35.312	18.504	9.119	64.297	0.546	31.388	3.643	0.282	4.204	5.116	66.089	10.011	22.148	1.992	0.598	17.029	16.397	15.109	43.447	32.488	20.306	45.59	57.666	56.697	3.118	6.516	54.678	57.353	59.168	5.244	23.388	58.733	11.382	16.601	21.918	4.032	31.181	0.474	47.513	3.085	11.41	9.98	47.023	38.15	26.959	11.07	47.807	8.603	5.836	61.121	6.075	0.752	3.273	8.52	86.064	40.563	13.894	53.793	3.045	12.376	18.686	34.613	17.598	9.036	19.855	3.434	74.248	27.546	94.489	6.268	26.368	36.013	7.457	0.788	21.689	28.122	46.272	35.175	42.846	17.745	41.215	21.825	4.031	79.133	43.006	70.752	2.64	36.594	7.988	10.503	3.845	4.627	24.6	70.203	4.816	9.964	30.966	17.695	59.106	17.715	10.534	29.284	11.334	6.921	29.904	4.703	3.321	4.726	1.353	40.464	49.432	28.174	37.197	21.683	54.131	1.731	5.003	16.712	8.306	9.573	4.447	13.21	23.59	12.31	15.433	57.38	13.566	54.882	34.248	17.877	16.395	1.774	66.614	15.56	8.148	22.004	24.662	3.245	17.868	34.632	84.479	2.298	67.654	11.367	92.964	12.453	13.363	6.145	17.32	78.675	29.703	31.293	9.12	25.904	8.566	11.631	21.096	15.867	2.282	5.414	19.827	35.667	4.11	61.172	2.071	32.76	46.503	20.384	51.712	4.644	44.134	4.522	52.116	58.555	18.223	11.609	5.897	18.821	25.201	56.674	7.192	44.885	23.005	2.677	6.893	14.391	20.231	24.744	19.123	35.572	1.709	11.144	18.055	30.152	15.747	2.991	1.36	20.836	11.045	6.904	30.609	36.524	86.262	4.682	55.423	35.79	46.424	44.648	1.706	16.622	5.469	18.312	21.296	13.035	18.083	24.717	0.865	64.36	21.743	14.311	4.173	9.729	22.529	0.682	0.304	32.151	4.497	54.23	0.991	23.551	1.385
Bacteria;Fusobacteriota	phylum				1.119	0.01	0.09	2.042	0.0	0.0	0.0	0.159	0.0	2.806	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.249	0.0	0.0	0.171	0.0	0.04	0.0	0.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.198	0.0	0.013	0.0	0.293	0.051	0.0	1.223	0.115	0.0	0.07	0.0	0.0	0.085	0.005	0.031	0.0	0.004	0.0	3.44	0.0	0.382	0.049	0.0	0.0	0.187	0.0	0.024	0.0	0.1	0.569	0.0	0.0	0.0	0.009	0.011	0.008	0.026	0.0	0.039	0.0	0.035	0.007	0.553	0.124	0.014	0.0	0.0	0.052	0.027	0.0	0.0	0.0	0.011	0.041	0.0	0.0	0.063	0.0	0.0	0.02	0.008	0.0	0.0	0.032	0.0	18.778	0.285	0.09	0.0	0.197	0.023	0.0	0.375	0.041	0.056	0.021	0.085	5.715	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.023	0.016	0.0	0.0	0.0	0.019	0.0	0.544	2.105	0.009	0.079	0.0	0.231	0.0	0.0	0.0	0.451	0.0	0.0	0.241	0.0	0.0	0.0	0.252	0.011	0.266	0.024	0.0	0.294	0.0	0.051	0.0	0.0	0.179	0.0	0.016	0.028	0.051	0.0	0.539	0.0	0.023	0.338	0.106	0.066	0.0	0.027	0.0	0.019	0.46	0.009	0.016	0.03	0.017	0.028	9.183	0.0	0.044	0.0	0.0	0.025	0.0	0.084	0.0	0.02	0.201	0.246	0.015	0.0	0.0	0.023	0.018	0.207	0.39	0.015	0.0	0.0	0.307	0.033	0.0	0.0	0.37	0.0	0.254	0.0	0.0	0.0	0.0	0.0	0.012	0.013	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.035	0.0	0.006	0.0	0.0	0.051	0.0	0.187	0.0	0.353	0.0	1.587	0.0	0.005	2.272	2.369	0.0	0.118	0.11	0.144	0.011	0.0	0.285	0.083	0.0	0.0	0.0	0.013	0.559	0.488	0.0	0.0	0.0	0.107	0.494	0.08	0.0	0.018	0.217	0.0	0.064	0.01	0.0	0.0	0.02	0.035	0.028	0.0	0.0	0.051	0.0	0.009	0.025	0.007	0.0	0.0	0.05	0.009	0.022	0.0	0.052	0.0	0.071	0.045	0.052	0.577	0.071	0.0	0.0	0.0	0.0	0.0	2.179	0.0	10.873	0.033	0.012	0.0	0.0	11.944	0.0	0.0	0.015	0.0	0.0	0.014	0.0	0.018	0.0	0.0	0.0	0.0	0.111	0.445	0.0	0.0	0.004	0.176	0.0	0.015	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.02	0.0	0.0	0.0	6.852	0.203
Bacteria;Patescibacteria	phylum				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	2.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota	phylum				0.839	0.647	0.241	7.015	0.273	0.45	0.734	0.421	0.29	0.548	0.26	5.145	0.293	0.539	6.285	2.986	17.746	4.93	0.44	6.21	3.15	9.147	16.661	5.363	2.088	0.334	0.175	3.386	1.574	0.033	0.135	0.308	0.244	0.06	0.101	0.008	0.216	0.311	0.032	0.857	0.173	0.158	9.283	0.31	2.36	0.0	3.76	0.842	0.529	0.28	0.0	0.037	0.057	35.063	0.031	0.044	0.292	1.576	4.24	0.0	0.164	0.032	0.0	0.162	2.574	0.71	0.39	0.091	0.577	1.431	0.265	0.399	0.0	0.028	0.17	0.718	0.156	0.659	0.726	0.088	0.065	0.052	2.966	0.562	0.621	1.987	0.311	0.481	0.264	0.021	0.155	0.195	0.319	0.498	0.068	12.792	0.139	0.033	0.0	0.108	0.03	0.0	0.15	0.318	0.019	1.381	1.163	1.531	0.309	0.091	0.431	0.277	7.241	0.083	0.43	2.331	1.04	5.432	1.674	0.0	0.082	0.0	0.163	2.646	0.033	0.127	0.0	0.0	0.022	0.022	0.066	44.714	3.041	0.0	0.207	0.012	0.0	0.086	11.735	0.488	0.093	0.038	0.314	1.327	18.14	0.592	1.073	1.71	0.172	0.207	0.134	0.0	70.713	0.57	0.933	0.144	1.391	0.137	0.195	0.321	1.469	0.257	0.034	0.176	1.126	0.348	1.056	0.483	0.292	0.021	0.046	0.832	0.158	0.257	0.176	0.047	0.066	0.98	0.338	0.631	0.143	1.435	0.037	0.204	0.203	0.373	0.09	5.009	6.023	0.119	0.0	0.749	0.126	0.029	0.07	0.087	0.189	1.129	0.27	0.253	0.151	0.253	0.029	90.107	0.309	0.181	0.103	0.13	0.097	6.682	1.862	0.152	0.384	0.37	0.092	0.903	0.03	0.0	0.991	0.017	0.0	0.062	0.221	0.272	0.347	0.668	0.185	1.207	2.974	0.152	0.068	0.28	0.005	0.185	0.0	0.051	12.862	0.0	0.169	0.777	0.159	1.001	1.653	0.016	1.514	5.604	40.009	0.124	0.946	4.283	1.251	0.034	0.515	1.044	0.596	0.685	1.524	0.136	0.289	0.755	0.626	0.178	0.028	0.035	0.098	1.419	0.12	1.109	1.204	0.335	0.873	0.434	0.052	0.015	0.065	0.089	0.298	0.488	0.05	0.185	0.766	0.23	0.109	0.123	0.169	1.119	0.087	0.069	0.421	0.119	0.27	20.384	0.0	0.071	0.188	0.026	2.778	0.32	0.018	0.186	0.034	0.664	0.0	2.95	0.0	18.632	0.198	0.233	1.095	0.015	16.642	0.085	94.374	0.118	0.111	0.209	0.097	0.593	0.118	0.393	0.278	1.692	0.029	0.751	1.348	0.02	0.028	0.069	1.544	2.164	0.015	0.085	0.176	0.012	0.0	2.956	0.0	0.006	0.0	0.601	0.01	0.13	0.345	0.0	4.879	0.022	9.056	0.459
