Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	PERIO-mean	PERIO-10p	PERIO-90p	PERIO-sd	PERIO-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;parvum	species	934		0.231	0.001	0.0	0.0	0.002	5.882	0.004	0.0	0.0	0.044	0.901	0.006	0.0	0.0	0.041	7.447	0.06	0.06	0.06	0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.041	0.505	0.13	0.0	0.286	0.144	68.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.438	0.311	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.057	0.758	0.231	0.0	0.755	0.329	50.0	0.177	0.0	0.505	0.289	67.136	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577		0.254	0.03	0.0	0.004	0.121	11.765	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.04	0.053	16.755	0.0	0.0	0.0	0	0.0	0.077	0.0	0.291	0.137	45.833	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.067	7.143	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.152	0.08	28.0	0.0	0.0	0.0	0	0.0	0.001	0.0	0.0	0.004	3.125	0.011	0.0	0.027	0.032	12.5	0.0	0.0	0.0	0.0	0.0	0.221	0.036	0.494	0.205	95.833	0.254	0.03	0.555	0.256	92.929	0.028	0.0	0.115	0.07	18.75	0.014	0.0	0.03	0.051	18.31	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291		1.382	0.001	0.0	0.0	0.005	5.882	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.06	0.075	15.957	0.0	0.0	0.0	0	0.0	1.382	0.0	4.392	3.508	33.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.0	0.0	2.065	1.01	0.018	0.0	0.016	0.066	20.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.092	0.045	50.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.221	0.199	41.667	0.049	0.0	0.105	0.196	22.98	0.003	0.0	0.0	0.01	6.25	0.002	0.0	0.0	0.008	5.869	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;veroralis	species	572		0.561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.079	6.915	0.0	0.0	0.0	0	0.0	0.212	0.0	0.509	0.634	20.833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.031	0.505	0.561	0.0	0.15	2.569	16.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.036	0.019	25.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.307	0.257	29.167	0.019	0.0	0.045	0.077	21.717	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	2.817	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;bilenii	species	332		0.158	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.27	0.45	0.007	0.0	0.02	0.028	10.904	0.0	0.0	0.0	0	0.0	0.03	0.0	0.0	0.145	4.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.087	0.052	50.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.118	0.281	20.833	0.158	0.0	0.39	0.52	29.04	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.028	7.042	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hofstadii	species	224		0.323	0.013	0.0	0.016	0.044	11.765	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.03	0.501	13.032	0.0	0.0	0.0	0	0.0	0.035	0.0	0.12	0.092	20.833	0.0	0.0	0.0	0.0	0.0	0.323	0.0	0.0	1.208	7.143	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.012	0.015	12.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.038	0.028	37.5	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.319	0.249	45.833	0.218	0.0	0.63	0.462	54.04	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.006	7.981	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;saburreum	species	494		0.128	0.026	0.0	0.032	0.085	23.529	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.03	0.125	13.298	0.0	0.0	0.0	0	0.0	0.128	0.0	0.393	0.258	50.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.0	0.409	7.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.281	0.144	66.667	0.116	0.0	0.35	0.238	51.768	0.001	0.0	0.0	0.003	6.25	0.001	0.0	0.0	0.005	2.347	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;shahii	species	214		0.032	0.002	0.0	0.008	0.007	11.765	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.032	1.064	0.0	0.0	0.0	0	0.0	0.015	0.0	0.044	0.049	16.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.189	9.596	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.071	2.582	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;gingivalis	species	460		0.023	0.008	0.0	0.008	0.029	11.765	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.022	3.457	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.002	4.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.035	0.032	12.5	0.023	0.0	0.035	0.093	15.909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	1.174	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae	species	618		2.082	0.046	0.0	0.004	0.189	11.765	0.007	0.0	0.0	0.089	0.901	0.019	0.0	0.0	0.165	6.649	0.0	0.0	0.0	0	0.0	2.082	0.013	5.307	5.804	91.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.615	0.016	1.619	0.703	91.667	0.376	0.0	0.795	1.054	78.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.704	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;artemidis	species	124		0.515	0.004	0.0	0.004	0.015	11.765	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.018	3.191	0.0	0.0	0.0	0	0.0	0.515	0.0	1.419	0.726	79.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.009	0.011	12.5	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.578	0.294	50.0	0.173	0.0	0.5	0.328	62.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.235	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Scardovia;wiggsiae	species	195		0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.217	5.585	0.0	0.0	0.0	0	0.0	0.184	0.0	0.719	0.465	29.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.078	0.092	12.5	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	4.167	0.006	0.0	0.0	0.036	5.808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.469	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sputigena	species	151		0.88	0.01	0.0	0.0	0.041	5.882	0.0	0.0	0.0	0.007	0.45	0.01	0.0	0.0	0.085	4.521	0.0	0.0	0.0	0	0.0	0.88	0.013	2.192	1.212	91.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.046	0.056	32.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.057	0.067	12.5	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.178	0.106	62.5	0.058	0.0	0.16	0.151	41.667	0.031	0.0	0.06	0.096	18.75	0.014	0.0	0.04	0.038	24.648	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;rectus	species	748		0.652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.052	5.851	0.0	0.0	0.0	0	0.0	0.652	0.0	1.436	1.575	62.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.118	0.056	36.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.043	0.021	37.5	0.0	0.0	0.0	0.0	0.0	0.213	0.0	0.543	0.501	50.0	0.02	0.0	0.04	0.165	15.152	0.083	0.0	0.025	0.319	12.5	0.001	0.0	0.0	0.009	3.286	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Filifactor;alocis	species	539		0.762	0.004	0.0	0.0	0.015	5.882	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.042	4.521	0.0	0.0	0.0	0	0.0	0.762	0.0	1.995	1.049	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.218	0.378	36.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.086	0.042	25.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.129	0.142	25.0	0.01	0.0	0.01	0.061	10.354	0.174	0.0	0.445	0.508	18.75	0.002	0.0	0.0	0.011	7.277	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;gingivalis	species	619		3.117	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.022	0.45	0.008	0.0	0.0	0.085	1.596	0.0	0.0	0.0	0	0.0	3.117	0.0	11.972	6.487	41.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.053	1.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	1.174	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multiformis	species	685		0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.01	0.798	0.0	0.0	0.0	0	0.0	0.048	0.0	0.154	0.14	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.006	0.007	12.5	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.061	4.167	0.011	0.0	0.0	0.211	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.469	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;rimae	species	750		0.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.45	0.004	0.0	0.0	0.022	7.181	0.0	0.0	0.0	0	0.0	0.261	0.0	0.97	0.481	62.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.042	0.044	20.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.028	0.024	37.5	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.158	0.093	37.5	0.013	0.0	0.02	0.067	13.889	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	3.521	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	613		1.881	0.003	0.0	0.0	0.012	5.882	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.07	3.723	0.0	0.0	0.0	0	0.0	1.881	0.0	5.713	2.302	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.414	0.398	40.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.132	0.105	37.5	0.0	0.0	0.0	0.0	0.0	0.249	0.0	0.804	0.437	45.833	0.028	0.0	0.06	0.117	19.697	0.011	0.0	0.01	0.037	12.5	0.003	0.0	0.0	0.02	3.521	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;timidum	species	42		0.265	0.002	0.0	0.0	0.007	5.882	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.025	2.66	0.0	0.0	0.0	0	0.0	0.265	0.0	0.607	0.483	66.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.146	0.188	28.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.062	0.032	50.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.114	0.181	16.667	0.003	0.0	0.0	0.022	5.303	0.006	0.0	0.005	0.02	12.5	0.0	0.0	0.0	0.004	1.408	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Shuttleworthia;satelles	species	95		0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.33	0.0	0.0	0.0	0	0.0	0.042	0.0	0.088	0.111	29.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	4.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.006	12.5	0.001	0.0	0.0	0.004	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;goodfellowii	species	845		0.314	0.019	0.0	0.0	0.078	5.882	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.008	2.128	0.0	0.0	0.0	0	0.0	0.075	0.0	0.049	0.259	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.013	8.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.314	0.0	0.683	0.762	50.0	0.035	0.0	0.09	0.101	31.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.469	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;ebreus	species	209		0.38	0.005	0.0	0.024	0.012	17.647	0.014	0.0	0.0	0.118	4.054	0.013	0.0	0.0	0.075	5.851	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.002	4.167	0.005	0.0	0.017	0.015	16.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.38	0.38	0	100.0	0.005	0.0	0.01	0.015	15.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.014	0.054	12.5	0.003	0.0	0.0	0.026	3.535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.235	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	728		0.2	0.009	0.0	0.0	0.036	5.882	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.075	2.128	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.184	4.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.258	0.304	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.505	0.2	0.0	0.675	0.554	12.5	0.06	0.0	0.0	0.377	6.573	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Eggerthia;catenaformis	species	569		0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.266	0.0	0.0	0.0	0	0.0	0.213	0.0	1.015	0.57	20.833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	4.167	0.0	0.0	0.0	0.001	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;johnsonii	species	849		0.37	0.081	0.0	0.04	0.302	35.294	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.03	0.104	16.223	0.0	0.0	0.0	0	0.0	0.37	0.0	0.893	0.802	58.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.004	12.5	0.0	0.0	0.0	0.0	0.0	0.364	0.0	1.076	0.495	83.333	0.246	0.0	0.625	0.426	84.596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.939	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	13		0.151	0.008	0.0	0.004	0.029	11.765	0.001	0.0	0.0	0.013	0.45	0.008	0.0	0.0	0.053	5.319	0.0	0.0	0.0	0	0.0	0.012	0.0	0.0	0.059	4.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.137	0.503	29.167	0.151	0.0	0.37	0.53	30.303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.174	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia;rubra	species	194		2.313	0.214	0.0	0.32	0.704	11.765	0.006	0.0	0.0	0.059	2.252	0.02	0.0	0.0	0.126	9.043	0.0	0.0	0.0	0	0.0	0.008	0.0	0.0	0.027	8.333	0.001	0.0	0.0	0.004	4.167	0.004	0.0	0.0	0.016	7.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.021	0.025	12.5	0.0	0.0	0.0	0.0	0.0	2.313	0.0	6.851	4.905	58.333	0.996	0.0	2.56	2.813	44.697	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.024	1.643	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;umeaense	species	107		0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.45	0.002	0.0	0.0	0.022	1.862	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.114	8.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.006	0.007	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.505	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.03	0.148	13.146	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	639		0.229	0.002	0.0	0.0	0.007	5.882	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.029	1.596	0.0	0.0	0.0	0	0.0	0.104	0.0	0.444	0.173	58.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.229	0.0	0.0	0.959	8.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.233	0.253	62.5	0.039	0.0	0.115	0.102	40.404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.235	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;lecithinolyticum	species	653		0.314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.057	1.596	0.0	0.0	0.0	0	0.0	0.26	0.0	0.73	0.512	45.833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.062	0.082	28.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.131	0.07	25.0	0.0	0.0	0.0	0.0	0.0	0.314	0.0	0.869	0.612	62.5	0.018	0.0	0.04	0.07	17.172	0.082	0.0	0.09	0.286	12.5	0.0	0.0	0.0	0.003	1.643	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;socranskii	species		has subspecies	0.492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.022	2.128	0.0	0.0	0.0	0	0.0	0.217	0.01	0.51	0.224	91.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.032	0.102	16.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.492	0.0	0.683	1.045	79.167	0.098	0.0	0.345	0.246	44.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.939	0.0	0.0	0.0	0.0	0.0
