Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	PERIO-mean	PERIO-10p	PERIO-90p	PERIO-sd	PERIO-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	family			20.82	18.521	4.548	37.57	13.702	100.0	0.238	0.0	0.468	0.825	27.477	20.82	4.14	41.11	15.097	99.468	11.61	11.61	11.61	0	100.0	0.602	0.0	1.753	1.173	54.167	0.066	0.0	0.101	0.174	45.833	0.299	0.0	1.127	0.753	21.429	0.09	0.0	0.04	0.635	14.646	5.342	0.796	11.208	5.329	100.0	0.0	0.0	0.0	0	0.0	0.165	0.0	0.229	0.633	25.0	9.039	3.735	18.729	7.703	100.0	0.044	0.0	0.08	0.336	26.909	3.948	0.718	6.384	5.896	100.0	5.479	0.75	11.905	5.788	99.495	4.688	0.175	9.845	7.165	93.75	5.335	0.56	12.475	5.326	99.531	0.034	0.0	0.0	0.112	9.091
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae	family			0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.054	0.0	0.177	0.113	41.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.018	8.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.03	0.036	22.182	0.0	0.0	0.0	0.002	4.167	0.001	0.0	0.0	0.005	1.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.878	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae	family			0.52	0.014	0.0	0.04	0.039	17.647	0.003	0.0	0.0	0.037	0.901	0.034	0.0	0.1	0.085	32.979	0.1	0.1	0.1	0	100.0	0.278	0.0	0.607	0.485	70.833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.044	0.505	0.33	0.0	0.868	0.322	84.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.034	0.477	0.257	100.0	0.007	0.0	0.0	0.05	7.455	0.07	0.0	0.114	0.227	25.0	0.006	0.0	0.01	0.031	11.364	0.289	0.0	0.79	0.371	75.0	0.52	0.03	1.115	0.449	93.192	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae	family			3.228	0.131	0.0	0.442	0.238	58.824	0.058	0.0	0.0	0.503	1.351	0.384	0.0	1.15	0.763	70.479	0.7	0.7	0.7	0	100.0	0.712	0.068	1.611	0.616	100.0	0.001	0.0	0.0	0.006	4.167	0.113	0.0	0.0	0.422	7.143	0.014	0.0	0.0	0.184	1.515	2.397	0.424	4.162	1.834	92.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.199	0.769	4.35	1.844	100.0	0.274	0.0	0.0	1.69	6.182	0.51	0.109	1.049	0.366	100.0	0.405	0.0	0.945	0.516	85.101	2.08	0.0	4.26	1.885	81.25	3.228	1.215	5.46	1.676	99.531	0.002	0.0	0.0	0.006	9.091
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae	family			20.577	3.052	0.012	5.408	5.369	88.235	0.55	0.0	0.351	2.729	20.721	2.359	0.035	5.95	3.602	92.819	5.99	5.99	5.99	0	100.0	10.583	1.387	23.413	9.119	100.0	0.031	0.0	0.094	0.08	25.0	0.446	0.0	0.243	1.517	35.714	1.302	0.0	1.588	4.262	25.758	20.577	3.732	38.354	14.272	100.0	0.0	0.0	0.0	0	0.0	0.008	0.0	0.01	0.027	15.625	16.849	8.891	29.507	8.617	100.0	3.881	0.0	10.163	12.007	30.909	6.168	1.892	11.919	4.861	100.0	2.392	0.05	7.065	3.102	94.697	16.064	5.165	26.035	8.46	100.0	12.226	3.675	21.46	7.12	100.0	0.895	0.0	1.99	2.198	54.545
Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae	family			2.173	0.061	0.0	0.028	0.235	11.765	1.658	0.0	4.998	3.42	49.55	0.027	0.0	0.045	0.126	21.011	0.0	0.0	0.0	0	0.0	0.346	0.023	0.594	0.662	91.667	1.0	0.0	1.758	3.049	50.0	0.031	0.0	0.0	0.118	7.143	0.045	0.0	0.0	0.224	9.596	0.462	0.0	1.708	0.819	80.0	0.0	0.0	0.0	0	0.0	2.173	0.0	1.809	7.743	40.625	0.061	0.0	0.138	0.07	62.5	0.008	0.0	0.02	0.03	14.364	0.455	0.0	1.294	0.689	83.333	0.054	0.0	0.145	0.154	41.162	0.441	0.0	1.525	0.653	56.25	0.33	0.0	0.86	1.463	53.286	0.212	0.0	0.23	0.597	36.364
Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae	family			0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.058	0.0	0.254	0.143	16.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.011	0.049	12.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae	family			0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.05	0.138	16.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae	family			1.15	0.005	0.0	0.004	0.019	11.765	0.008	0.0	0.0	0.074	2.703	0.086	0.0	0.225	0.251	42.021	0.1	0.1	0.1	0	100.0	1.077	0.0	2.957	1.29	79.167	0.002	0.0	0.0	0.008	4.167	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.355	4.699	13.131	0.831	0.0	1.94	1.796	76.0	0.0	0.0	0.0	0	0.0	0.003	0.0	0.0	0.013	6.25	0.785	0.028	1.652	0.913	87.5	0.008	0.0	0.0	0.141	1.455	0.268	0.0	0.545	0.363	83.333	0.078	0.0	0.21	0.203	44.192	0.507	0.0	1.615	0.729	68.75	1.015	0.06	2.305	1.029	97.183	0.055	0.0	0.06	0.165	18.182
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae	family			10.321	0.002	0.0	0.0	0.007	5.882	0.02	0.0	0.0	0.109	8.108	0.028	0.0	0.0	0.252	9.84	0.0	0.0	0.0	0	0.0	0.265	0.0	1.244	0.591	33.333	0.045	0.0	0.082	0.149	20.833	6.926	0.0	1.269	25.146	35.714	9.446	0.0	42.896	21.52	34.343	0.043	0.0	0.052	0.161	20.0	0.0	0.0	0.0	0	0.0	0.03	0.0	0.029	0.13	18.75	0.034	0.0	0.085	0.091	25.0	0.246	0.0	0.533	0.849	66.0	0.001	0.0	0.0	0.006	4.167	0.006	0.0	0.0	0.037	6.061	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.04	0.052	16.432	10.321	0.0	16.04	22.337	45.455
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	family			12.49	0.021	0.0	0.092	0.044	23.529	0.791	0.0	0.149	6.625	13.964	0.003	0.0	0.0	0.022	2.926	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.539	0.0	0.409	1.802	42.857	0.156	0.0	0.003	1.012	10.101	0.041	0.0	0.094	0.12	28.0	12.49	12.49	12.49	0	100.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.015	0.018	12.5	0.21	0.0	0.11	4.071	28.364	0.08	0.0	0.119	0.264	29.167	0.001	0.0	0.0	0.015	2.273	4.748	0.0	8.72	14.662	37.5	0.037	0.0	0.0	0.736	2.582	0.005	0.0	0.02	0.013	18.182
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae	family			14.998	2.527	0.0	5.77	4.206	82.353	0.428	0.0	0.49	2.003	24.324	4.76	0.33	11.385	6.195	98.404	0.54	0.54	0.54	0	100.0	14.11	3.668	30.263	11.589	100.0	0.125	0.0	0.224	0.329	50.0	0.992	0.0	0.395	3.54	21.429	0.162	0.0	0.1	1.107	17.172	5.913	0.954	12.706	7.513	100.0	4.99	4.99	4.99	0	100.0	0.155	0.0	0.069	0.776	34.375	2.879	0.363	7.081	4.459	100.0	0.033	0.0	0.0	0.516	4.0	10.899	1.281	19.454	9.109	95.833	14.998	3.395	30.125	11.04	99.747	3.928	0.115	7.485	3.094	87.5	12.098	2.995	24.135	9.017	99.531	0.08	0.0	0.38	0.18	18.182
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae	family			6.024	2.149	0.188	3.65	1.498	94.118	6.024	0.0	22.94	12.134	43.694	1.531	0.08	3.995	1.81	93.883	2.55	2.55	2.55	0	100.0	0.378	0.0	0.947	0.751	79.167	0.026	0.0	0.038	0.081	16.667	0.018	0.0	0.021	0.059	14.286	0.01	0.0	0.0	0.099	2.525	0.917	0.144	2.228	0.807	92.0	0.41	0.41	0.41	0	100.0	0.007	0.0	0.009	0.034	12.5	1.05	0.587	1.678	0.519	100.0	0.015	0.0	0.0	0.26	2.727	0.342	0.006	0.995	0.419	87.5	0.378	0.05	0.81	0.38	97.475	0.739	0.02	1.62	0.853	93.75	1.962	0.475	3.875	2.021	99.531	0.003	0.0	0.0	0.009	9.091
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	family			0.345	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.081	0.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.345	0.0	0.63	0.993	29.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.22	0.256	37.455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae	family			0.01	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.087	0.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.051	4.167	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.022	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.012	2.727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae	family			0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	7.143	0.001	0.0	0.0	0.006	1.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.151	2.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	family			7.083	1.841	0.024	4.412	2.97	88.235	0.096	0.0	0.0	0.669	4.955	1.42	0.07	3.855	1.706	94.947	1.78	1.78	1.78	0	100.0	3.064	0.633	5.777	3.059	100.0	0.009	0.0	0.0	0.045	4.167	0.095	0.0	0.021	0.347	14.286	0.039	0.0	0.0	0.416	6.061	6.442	1.304	14.676	4.933	100.0	0.0	0.0	0.0	0	0.0	0.003	0.0	0.0	0.012	6.25	2.038	0.687	3.043	1.036	100.0	0.009	0.0	0.0	0.074	5.091	5.767	0.982	11.318	5.388	100.0	1.622	0.16	3.68	1.898	99.495	7.083	1.745	13.92	4.876	93.75	3.942	0.25	9.375	4.003	98.592	0.044	0.0	0.07	0.123	18.182
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae	family			72.92	0.246	0.0	0.56	0.708	35.294	25.555	3.274	52.388	19.359	95.495	0.177	0.0	0.22	1.974	37.5	0.0	0.0	0.0	0	0.0	1.135	0.0	1.365	3.404	79.167	67.398	15.539	91.379	29.854	100.0	0.079	0.0	0.221	0.205	28.571	0.045	0.0	0.006	0.246	10.101	0.0	0.0	0.0	0.0	0.0	31.83	31.83	31.83	0	100.0	72.92	40.842	95.409	28.202	100.0	0.021	0.0	0.06	0.045	37.5	0.001	0.0	0.0	0.01	1.818	3.568	0.009	9.04	5.177	87.5	1.918	0.03	4.685	3.09	94.192	0.003	0.0	0.0	0.013	6.25	0.11	0.0	0.0	1.628	6.808	0.001	0.0	0.0	0.003	9.091
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	family			85.415	0.096	0.0	0.02	0.385	11.765	0.921	0.0	0.0	8.622	7.658	0.013	0.0	0.0	0.191	2.66	0.0	0.0	0.0	0	0.0	0.371	0.0	0.0	1.758	8.333	0.059	0.0	0.02	0.255	20.833	82.687	25.959	99.283	34.616	92.857	82.612	11.237	100.0	32.389	100.0	0.582	0.0	0.0	2.91	8.0	3.72	3.72	3.72	0	100.0	0.09	0.0	0.069	0.318	28.125	0.026	0.0	0.075	0.041	37.5	0.007	0.0	0.0	0.073	5.455	0.0	0.0	0.0	0.0	0.0	0.252	0.0	0.0	5.011	1.768	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.032	1.878	85.415	76.05	99.49	28.697	100.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	family			2.246	1.443	0.0	4.394	2.413	70.588	0.101	0.0	0.0	0.568	7.207	0.352	0.0	0.78	1.073	74.468	0.5	0.5	0.5	0	100.0	0.897	0.01	1.983	1.558	91.667	0.037	0.0	0.0	0.18	4.167	0.058	0.0	0.0	0.216	7.143	0.013	0.0	0.0	0.136	3.03	1.921	0.41	3.968	1.467	96.0	0.0	0.0	0.0	0	0.0	0.583	0.0	0.0	2.481	9.375	1.671	0.337	3.742	1.364	100.0	0.013	0.0	0.0	0.16	5.273	1.137	0.149	2.341	0.946	100.0	0.833	0.03	2.095	1.0	93.939	2.246	0.115	4.16	1.983	93.75	1.9	0.475	3.55	1.494	99.765	0.004	0.0	0.0	0.012	9.091
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae	family			6.582	0.715	0.0	2.398	1.12	70.588	0.161	0.0	0.039	0.731	11.712	1.959	0.05	5.385	2.535	93.085	5.92	5.92	5.92	0	100.0	4.758	0.026	13.899	6.836	91.667	0.005	0.0	0.014	0.013	12.5	0.202	0.0	0.0	0.756	7.143	0.196	0.0	0.003	1.44	10.101	4.19	0.122	9.91	4.493	96.0	3.93	3.93	3.93	0	100.0	0.018	0.0	0.009	0.056	12.5	6.582	0.975	11.383	4.628	100.0	0.011	0.0	0.0	0.071	7.455	2.462	0.278	5.058	1.978	95.833	2.453	0.085	5.89	2.485	94.949	2.586	0.0	7.18	3.124	81.25	2.901	0.025	8.935	4.14	93.427	0.155	0.0	0.0	0.513	9.091
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae	family			6.701	2.544	0.428	5.5	2.221	100.0	0.023	0.0	0.0	0.208	4.054	6.701	0.91	15.785	7.211	98.936	5.3	5.3	5.3	0	100.0	0.223	0.0	0.49	0.433	58.333	0.005	0.0	0.0	0.017	8.333	0.011	0.0	0.007	0.04	14.286	0.007	0.0	0.0	0.043	5.556	1.141	0.116	2.452	1.296	92.0	1.26	1.26	1.26	0	100.0	0.03	0.0	0.0	0.166	6.25	0.727	0.18	1.32	0.527	100.0	0.003	0.0	0.0	0.055	1.273	0.317	0.026	0.775	0.329	95.833	0.439	0.01	0.75	2.085	92.172	0.656	0.0	1.47	0.705	81.25	0.989	0.14	2.245	1.041	98.826	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae	family			0.855	0.007	0.0	0.016	0.021	11.765	0.006	0.0	0.0	0.059	0.901	0.035	0.0	0.12	0.085	32.713	0.24	0.24	0.24	0	100.0	0.13	0.0	0.353	0.206	62.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.049	0.505	0.557	0.032	1.21	0.806	92.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.112	0.962	0.402	100.0	0.005	0.0	0.0	0.053	2.909	0.079	0.0	0.167	0.205	58.333	0.017	0.0	0.04	0.081	22.98	0.855	0.0	2.05	0.994	75.0	0.518	0.05	1.13	0.483	96.244	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae	family			9.56	0.351	0.0	0.924	0.547	64.706	0.139	0.0	0.128	0.731	18.468	3.821	0.095	10.79	5.836	96.011	9.56	9.56	9.56	0	100.0	0.429	0.0	1.208	0.87	54.167	0.036	0.0	0.105	0.062	58.333	0.066	0.0	0.0	0.249	7.143	0.051	0.0	0.0	0.56	6.566	0.925	0.096	2.556	0.952	92.0	3.14	3.14	3.14	0	100.0	0.053	0.0	0.039	0.242	25.0	1.151	0.125	2.66	1.209	100.0	0.009	0.0	0.0	0.179	1.273	1.839	0.24	4.768	2.507	95.833	2.733	0.175	6.685	3.556	97.475	0.671	0.03	1.58	0.751	87.5	4.9	0.635	11.23	5.829	99.531	0.014	0.0	0.0	0.045	9.091
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae	family			0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.001	0.017	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae	family			14.788	3.412	0.0	9.236	4.259	82.353	0.408	0.0	0.279	2.019	22.523	3.641	0.16	8.43	4.335	95.479	5.85	5.85	5.85	0	100.0	1.908	0.003	5.743	3.775	87.5	0.054	0.0	0.215	0.124	45.833	0.396	0.0	0.0	1.483	7.143	0.204	0.0	0.059	1.267	14.646	7.406	0.042	18.518	12.253	92.0	2.21	2.21	2.21	0	100.0	0.164	0.0	0.106	0.675	28.125	6.282	1.295	10.892	4.005	87.5	0.015	0.0	0.0	0.181	3.455	4.88	1.684	10.643	3.658	100.0	7.581	2.0	14.77	6.233	99.747	14.788	0.0	33.28	15.034	81.25	9.062	0.13	23.57	10.734	96.948	0.055	0.0	0.0	0.181	9.091
Bacteria;Bacillota;Bacilli;Caryophanales;Paenibacillaceae	family			0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.035	1.636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	family			0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.003	0.0	0.0	0.013	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae	family			4.669	0.055	0.0	0.168	0.144	23.529	0.01	0.0	0.0	0.114	1.351	0.095	0.0	0.235	0.364	33.245	0.32	0.32	0.32	0	100.0	4.669	0.936	8.331	3.176	95.833	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.0	0.588	7.143	0.001	0.0	0.0	0.012	0.505	0.988	0.0	3.514	1.927	76.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.775	0.0	2.067	0.974	75.0	0.001	0.0	0.0	0.01	1.636	1.004	0.122	2.115	0.853	95.833	1.083	0.0	3.245	1.466	85.606	0.593	0.0	1.635	1.013	68.75	0.358	0.0	0.93	0.607	84.742	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	family			3.302	0.178	0.0	0.508	0.306	76.471	0.037	0.0	0.0	0.342	2.252	0.565	0.0	1.255	1.592	76.596	0.21	0.21	0.21	0	100.0	1.338	0.072	2.786	2.326	91.667	0.018	0.0	0.0	0.082	8.333	0.509	0.0	0.0	1.903	7.143	0.356	0.0	0.0	2.227	8.081	2.715	0.224	4.846	3.102	100.0	0.0	0.0	0.0	0	0.0	0.002	0.0	0.0	0.009	6.25	0.527	0.122	1.241	0.481	100.0	0.006	0.0	0.0	0.071	1.091	1.734	0.078	3.777	2.196	95.833	1.972	0.115	4.515	2.151	96.97	3.302	0.135	6.665	4.979	87.5	2.265	0.185	5.85	2.94	98.592	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	family			0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.079	0.901	0.004	0.0	0.0	0.051	0.798	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.024	1.263	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.013	0.235	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae	family			0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	1.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae	family			0.051	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.01	0.45	0.002	0.0	0.0	0.047	0.266	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.18	0.085	28.571	0.023	0.0	0.0	0.133	4.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	1.818	0.044	0.0	0.0	0.216	4.167	0.0	0.0	0.0	0.003	0.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.469	0.028	0.0	0.0	0.093	9.091
