V1V3_001_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_013_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_063_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_075_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_078_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_105_Firmicutes 8.3333,8.3333,8.3333,8.3333,8.3333,0,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-886,HMT-578
V1V3_114_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_134_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_137_Firmicutes 8.3333,8.3333,8.3333,8.3333,8.3333,0,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333 HMT-058,HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-061,HMT-707,HMT-070,HMT-070,HMT-677,HMT-734,HMT-423,HMT-064,HMT-431,HMT-638,HMT-398,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_198_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_212_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_214_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_278_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_279_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_287_Firmicutes 8.3333,8.3333,8.3333,8.3333,8.3333,0,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-721,HMT-073,HMT-073,HMT-066,HMT-066,HMT-578
V1V3_303_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_316_Firmicutes 8.3333,8.3333,8.3333,8.3333,8.3333,0,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-721,HMT-073,HMT-073,HMT-066,HMT-066,HMT-578
V1V3_327_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
V1V3_332_Firmicutes 9.0909,9.0909,9.0909,9.0909,9.0909,0,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909 HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578
