Taxonomy	Rank	147406386-BM	147406386-HP	147406386-KG	147406386-PT	147406386-ST	147406386-SUBP	147406386-SUPP	147406386-SV	147406386-TD	147406386-TH	158013734-BM	158013734-HP	158013734-KG	158013734-PT	158013734-ST	158013734-SUBP	158013734-SUPP	158013734-SV	158013734-TD	158013734-TH	158114885-BM	158114885-HP	158114885-KG	158114885-PT	158114885-ST	158114885-SUBP	158114885-SUPP	158114885-SV	158114885-TD	158114885-TH	158155345-BM	158155345-HP	158155345-KG	158155345-PT	158155345-ST	158155345-SUBP	158155345-SUPP	158155345-SV	158155345-TD	158155345-TH	158216035-BM	158216035-HP	158216035-KG	158216035-PT	158216035-ST	158216035-SUBP	158216035-SUPP	158216035-SV	158216035-TD	158216035-TH	158276726-BM	158276726-HP	158276726-KG	158276726-PT	158276726-ST	158276726-SUBP	158276726-SUPP	158276726-SV	158276726-TD	158276726-TH	158398106-BM	158398106-HP	158398106-KG	158398106-PT	158398106-ST	158398106-SUBP	158398106-SUPP	158398106-SV	158398106-TD	158398106-TH	158418336-BM	158418336-HP	158418336-KG	158418336-PT	158418336-ST	158418336-SUBP	158418336-SUPP	158418336-SV	158418336-TD	158418336-TH	158438567-BM	158438567-HP	158438567-KG	158438567-PT	158438567-ST	158438567-SUBP	158438567-SUPP	158438567-SV	158438567-TD	158438567-TH	158479027-BM	158479027-HP	158479027-KG	158479027-PT	158479027-ST	158479027-SUBP	158479027-SUPP	158479027-SV	158479027-TD	158479027-TH	158499257-BM	158499257-HP	158499257-KG	158499257-PT	158499257-ST	158499257-SUBP	158499257-SUPP	158499257-SV	158499257-TD	158499257-TH	158721788-BM	158721788-HP	158721788-KG	158721788-PT	158721788-ST	158721788-SUBP	158721788-SUPP	158721788-SV	158721788-TD	158721788-TH	158802708-BM	158802708-HP	158802708-KG	158802708-PT	158802708-ST	158802708-SUBP	158802708-SUPP	158802708-SV	158802708-TD	158802708-TH	158822939-BM	158822939-HP	158822939-KG	158822939-PT	158822939-ST	158822939-SUBP	158822939-SUPP	158822939-SV	158822939-TD	158822939-TH	158883629-BM	158883629-HP	158883629-KG	158883629-PT	158883629-ST	158883629-SUBP	158883629-SUPP	158883629-SV	158883629-TD	158883629-TH	158924089-BM	158924089-HP	158924089-KG	158924089-PT	158924089-ST	158924089-SUBP	158924089-SUPP	158924089-SV	158924089-TD	158924089-TH	158944319-BM	158944319-HP	158944319-KG	158944319-PT	158944319-ST	158944319-SUBP	158944319-SUPP	158944319-SV	158944319-TD	158944319-TH	158964549-BM	158964549-HP	158964549-KG	158964549-PT	158964549-ST	158964549-SUBP	158964549-SUPP	158964549-SV	158964549-TD	158964549-TH	159005010-BM	159005010-HP	159005010-KG	159005010-PT	159005010-ST	159005010-SUBP	159005010-SUPP	159005010-SV	159005010-TD	159005010-TH	159085930-BM	159085930-HP	159085930-KG	159085930-PT	159085930-ST	159085930-SUBP	159085930-SUPP	159085930-SV	159085930-TD	159085930-TH	159146620-BM	159146620-HP	159146620-KG	159146620-PT	159146620-ST	159146620-SUBP	159146620-SUPP	159146620-SV	159146620-TD	159146620-TH	159166850-BM	159166850-HP	159166850-KG	159166850-PT	159166850-ST	159166850-SUBP	159166850-SUPP	159166850-SV	159166850-TD	159166850-TH	159227541-BM	159227541-HP	159227541-KG	159227541-PT	159227541-ST	159227541-SUBP	159227541-SUPP	159227541-SV	159227541-TD	159227541-TH	159247771-BM	159247771-HP	159247771-KG	159247771-PT	159247771-ST	159247771-SUBP	159247771-SUPP	159247771-SV	159247771-TD	159247771-TH	159389382-BM	159389382-HP	159389382-KG	159389382-PT	159389382-ST	159389382-SUBP	159389382-SUPP	159389382-SV	159389382-TD	159389382-TH	159713063-BM	159713063-HP	159713063-KG	159713063-PT	159713063-ST	159713063-SUBP	159713063-SUPP	159713063-SV	159713063-TD	159713063-TH	159733294-BM	159733294-HP	159733294-KG	159733294-PT	159733294-ST	159733294-SUBP	159733294-SUPP	159733294-SV	159733294-TD	159733294-TH	160744799-BM	160744799-HP	160744799-KG	160744799-PT	160744799-ST	160744799-SUBP	160744799-SUPP	160744799-SV	160744799-TD	160744799-TH	160825720-BM	160825720-HP	160825720-KG	160825720-PT	160825720-ST	160825720-SUBP	160825720-SUPP	160825720-SV	160825720-TD	160825720-TH	160886410-BM	160886410-HP	160886410-KG	160886410-PT	160886410-ST	160886410-SUBP	160886410-SUPP	160886410-SV	160886410-TD	160886410-TH	160906640-BM	160906640-HP	160906640-KG	160906640-PT	160906640-ST	160906640-SUBP	160906640-SUPP	160906640-SV	160906640-TD	160906640-TH	160947100-BM	160947100-HP	160947100-KG	160947100-PT	160947100-ST	160947100-SUBP	160947100-SUPP	160947100-SV	160947100-TD	160947100-TH	289996019-BM	289996019-HP	289996019-KG	289996019-PT	289996019-ST	289996019-SUBP	289996019-SUPP	289996019-SV	289996019-TD	289996019-TH	370027359-BM	370027359-HP	370027359-KG	370027359-PT	370027359-ST	370027359-SUBP	370027359-SUPP	370027359-SV	370027359-TD	370027359-TH	404239096-BM	404239096-HP	404239096-KG	404239096-PT	404239096-ST	404239096-SUBP	404239096-SUPP	404239096-SV	404239096-TD	404239096-TH	517810313-BM	517810313-HP	517810313-KG	517810313-PT	517810313-ST	517810313-SUBP	517810313-SUPP	517810313-SV	517810313-TD	517810313-TH	612472597-BM	612472597-HP	612472597-KG	612472597-PT	612472597-ST	612472597-SUBP	612472597-SUPP	612472597-SV	612472597-TD	612472597-TH	668248235-BM	668248235-HP	668248235-KG	668248235-PT	668248235-ST	668248235-SUBP	668248235-SUPP	668248235-SV	668248235-TD	668248235-TH	686765762-BM	686765762-HP	686765762-KG	686765762-PT	686765762-ST	686765762-SUBP	686765762-SUPP	686765762-SV	686765762-TD	686765762-TH	737052003-BM	737052003-HP	737052003-KG	737052003-PT	737052003-ST	737052003-SUBP	737052003-SUPP	737052003-SV	737052003-TD	737052003-TH	763456073-BM	763456073-HP	763456073-KG	763456073-PT	763456073-ST	763456073-SUBP	763456073-SUPP	763456073-SV	763456073-TD	763456073-TH	763516763-BM	763516763-HP	763516763-KG	763516763-PT	763516763-ST	763516763-SUBP	763516763-SUPP	763516763-SV	763516763-TD	763516763-TH	763536994-BM	763536994-HP	763536994-KG	763536994-PT	763536994-ST	763536994-SUBP	763536994-SUPP	763536994-SV	763536994-TD	763536994-TH	763719065-BM	763719065-HP	763719065-KG	763719065-PT	763719065-ST	763719065-SUBP	763719065-SUPP	763719065-SV	763719065-TD	763719065-TH	763759525-BM	763759525-HP	763759525-KG	763759525-PT	763759525-ST	763759525-SUBP	763759525-SUPP	763759525-SV	763759525-TD	763759525-TH	763840445-BM	763840445-HP	763840445-KG	763840445-PT	763840445-ST	763840445-SUBP	763840445-SUPP	763840445-SV	763840445-TD	763840445-TH	763860675-BM	763860675-HP	763860675-KG	763860675-PT	763860675-ST	763860675-SUBP	763860675-SUPP	763860675-SV	763860675-TD	763860675-TH	763901136-BM	763901136-HP	763901136-KG	763901136-PT	763901136-ST	763901136-SUBP	763901136-SUPP	763901136-SV	763901136-TD	763901136-TH	763921366-BM	763921366-HP	763921366-KG	763921366-PT	763921366-ST	763921366-SUBP	763921366-SUPP	763921366-SV	763921366-TD	763921366-TH	763982056-BM	763982056-HP	763982056-KG	763982056-PT	763982056-ST	763982056-SUBP	763982056-SUPP	763982056-SV	763982056-TD	763982056-TH	764083206-BM	764083206-HP	764083206-KG	764083206-PT	764083206-ST	764083206-SUBP	764083206-SUPP	764083206-SV	764083206-TD	764083206-TH	764143897-BM	764143897-HP	764143897-KG	764143897-PT	764143897-ST	764143897-SUBP	764143897-SUPP	764143897-SV	764143897-TD	764143897-TH	764184357-BM	764184357-HP	764184357-KG	764184357-PT	764184357-ST	764184357-SUBP	764184357-SUPP	764184357-SV	764184357-TD	764184357-TH	764224817-BM	764224817-HP	764224817-KG	764224817-PT	764224817-ST	764224817-SUBP	764224817-SUPP	764224817-SV	764224817-TD	764224817-TH	764285508-BM	764285508-HP	764285508-KG	764285508-PT	764285508-ST	764285508-SUBP	764285508-SUPP	764285508-SV	764285508-TD	764285508-TH	764447348-BM	764447348-HP	764447348-KG	764447348-PT	764447348-ST	764447348-SUBP	764447348-SUPP	764447348-SV	764447348-TD	764447348-TH	764467579-BM	764467579-HP	764467579-KG	764467579-PT	764467579-ST	764467579-SUBP	764467579-SUPP	764467579-SV	764467579-TD	764467579-TH	764487809-BM	764487809-HP	764487809-KG	764487809-PT	764487809-ST	764487809-SUBP	764487809-SUPP	764487809-SV	764487809-TD	764487809-TH	764508039-BM	764508039-HP	764508039-KG	764508039-PT	764508039-ST	764508039-SUBP	764508039-SUPP	764508039-SV	764508039-TD	764508039-TH	764588959-BM	764588959-HP	764588959-KG	764588959-PT	764588959-ST	764588959-SUBP	764588959-SUPP	764588959-SV	764588959-TD	764588959-TH	764649650-BM	764649650-HP	764649650-KG	764649650-PT	764649650-ST	764649650-SUBP	764649650-SUPP	764649650-SV	764649650-TD	764649650-TH	764669880-BM	764669880-HP	764669880-KG	764669880-PT	764669880-ST	764669880-SUBP	764669880-SUPP	764669880-SV	764669880-TD	764669880-TH	764750800-BM	764750800-HP	764750800-KG	764750800-PT	764750800-ST	764750800-SUBP	764750800-SUPP	764750800-SV	764750800-TD	764750800-TH	764811490-BM	764811490-HP	764811490-KG	764811490-PT	764811490-ST	764811490-SUBP	764811490-SUPP	764811490-SV	764811490-TD	764811490-TH	764831721-BM	764831721-HP	764831721-KG	764831721-PT	764831721-ST	764831721-SUBP	764831721-SUPP	764831721-SV	764831721-TD	764831721-TH	764872181-BM	764872181-HP	764872181-KG	764872181-PT	764872181-ST	764872181-SUBP	764872181-SUPP	764872181-SV	764872181-TD	764872181-TH	764892411-BM	764892411-HP	764892411-KG	764892411-PT	764892411-ST	764892411-SUBP	764892411-SUPP	764892411-SV	764892411-TD	764892411-TH	764953101-BM	764953101-HP	764953101-KG	764953101-PT	764953101-ST	764953101-SUBP	764953101-SUPP	764953101-SV	764953101-TD	764953101-TH	765013792-BM	765013792-HP	765013792-KG	765013792-PT	765013792-ST	765013792-SUBP	765013792-SUPP	765013792-SV	765013792-TD	765013792-TH	765034022-BM	765034022-HP	765034022-KG	765034022-PT	765034022-ST	765034022-SUBP	765034022-SUPP	765034022-SV	765034022-TD	765034022-TH	765074482-BM	765074482-HP	765074482-KG	765074482-PT	765074482-ST	765074482-SUBP	765074482-SUPP	765074482-SV	765074482-TD	765074482-TH	765155402-BM	765155402-HP	765155402-KG	765155402-PT	765155402-ST	765155402-SUBP	765155402-SUPP	765155402-SV	765155402-TD	765155402-TH	765195863-BM	765195863-HP	765195863-KG	765195863-PT	765195863-ST	765195863-SUBP	765195863-SUPP	765195863-SV	765195863-TD	765195863-TH	765216093-BM	765216093-HP	765216093-KG	765216093-PT	765216093-ST	765216093-SUBP	765216093-SUPP	765216093-SV	765216093-TD	765216093-TH	765276783-BM	765276783-HP	765276783-KG	765276783-PT	765276783-ST	765276783-SUBP	765276783-SUPP	765276783-SV	765276783-TD	765276783-TH	765337473-BM	765337473-HP	765337473-KG	765337473-PT	765337473-ST	765337473-SUBP	765337473-SUPP	765337473-SV	765337473-TD	765337473-TH	937495960-BM	937495960-HP	937495960-KG	937495960-PT	937495960-ST	937495960-SUBP	937495960-SUPP	937495960-SV	937495960-TD	937495960-TH
Bacteria	domain	99.945	100.093	99.942	99.589	0.0	99.621	99.263	99.691	100.773	99.514	99.956	100.054	100.02	99.937	9.792	98.474	99.412	99.849	99.987	99.549	99.726	99.622	99.772	99.678	0.033	100.001	100.002	99.333	99.876	99.589	100.117	100.018	99.959	99.991	3.668	100.028	99.904	100.016	99.96	100.001	99.783	85.652	99.947	99.92	0.077	98.191	96.149	98.955	99.9	99.76	99.902	99.083	99.923	99.843	0.186	85.542	99.262	97.455	99.911	91.501	99.903	99.846	99.887	99.973	0.122	99.681	99.87	99.92	99.974	99.949	99.894	99.719	99.917	99.689	0.226	97.855	99.737	99.298	99.868	99.909	99.707	99.836	99.832	99.7	3.031	99.565	99.704	99.937	98.294	99.272	99.835	99.129	99.989	99.773	0.027	99.998	99.976	98.711	99.079	99.817	96.864	99.707	96.537	99.832	0.517	99.918	99.962	99.501	100.556	99.92	99.891	99.7	100.005	99.57	2.599	99.832	99.71	99.87	99.923	99.845	99.875	97.735	99.965	100.34	0.215	99.952	99.532	93.19	102.005	98.381	99.79	99.755	99.981	99.797	4.116	98.934	99.606	99.047	99.9	98.684	99.706	98.936	99.95	99.53	0.308	99.632	97.485	99.557	99.457	100.016	99.832	99.61	99.961	99.394	0.063	99.078	99.123	99.569	99.867	99.76	99.983	99.964	99.998	99.984	7.848	99.158	99.645	99.929	99.935	99.929	99.938	99.949	99.998	99.998	0.204	100.017	100.057	100.022	100.027	99.997	99.717	99.577	99.994	99.76	0.062	96.609	98.792	99.642	100.069	98.911	99.915	99.876	99.986	99.953	0.283	99.666	99.876	99.785	100.002	100.004	99.675	97.833	99.943	99.942	0.195	99.803	98.956	99.654	99.982	99.835	99.967	99.791	99.945	100.062	1.881	99.58	99.653	99.981	100.746	100.571	99.85	99.891	100.006	99.683	0.171	99.995	99.867	99.719	100.095	100.303	99.76	99.875	99.98	100.129	0.1	99.52	99.97	99.86	100.668	100.043	99.695	98.013	99.964	99.89	0.03	99.955	99.961	99.809	100.018	100.048	99.899	99.982	99.788	99.901	0.077	99.036	98.292	98.973	99.784	99.394	99.791	100.001	99.829	99.554	0.106	100.005	99.979	99.809	100.109	99.539	99.804	93.075	99.974	99.998	0.092	99.605	99.928	99.002	100.025	99.012	99.909	99.71	84.902	99.965	0.11	99.762	99.186	99.868	99.934	100.098	99.921	99.441	100.013	99.755	0.073	99.829	99.0	99.863	99.92	99.996	99.993	99.867	100.01	99.955	0.0	98.183	99.325	99.742	100.059	99.836	99.86	98.115	100.003	99.858	0.072	99.888	99.904	99.073	100.006	99.913	93.457	99.934	99.91	99.923	2.047	88.375	90.253	99.961	99.789	99.511	99.441	99.373	97.143	99.434	0.058	99.817	99.118	99.817	99.908	99.543	97.233	99.481	99.142	99.68	0.084	99.596	99.48	98.388	99.654	99.297	99.797	99.782	99.931	99.501	0.154	99.867	99.703	99.924	100.004	98.444	99.838	99.962	99.973	99.983	9.775	98.158	99.881	99.092	99.986	99.906	99.793	99.859	99.937	99.997	0.0	99.616	99.715	94.327	99.976	99.821	100.003	100.0	99.999	99.995	0.372	99.997	100.01	99.72	99.999	99.996	99.933	98.726	100.002	99.916	0.702	99.826	100.168	99.982	99.778	99.998	100.009	99.934	99.928	99.989	0.094	97.926	98.569	99.177	99.534	99.912	99.843	99.702	99.925	99.719	6.06	99.902	99.522	99.764	99.387	99.245	99.949	99.805	99.964	99.849	0.08	99.878	99.65	87.972	99.881	99.895	99.638	97.218	99.298	99.93	1.772	99.749	99.654	99.131	99.889	99.456	99.855	100.017	99.97	99.998	0.109	96.63	96.675	99.713	100.029	99.882	99.902	99.761	99.978	99.745	1.553	96.186	96.211	98.519	99.739	99.856	99.718	99.553	99.956	99.812	14.484	99.694	98.481	99.81	99.936	99.631	99.76	99.334	96.371	99.295	2.303	99.629	99.772	99.648	99.309	99.097	99.943	99.888	99.909	100.012	0.65	99.836	99.981	100.009	100.082	99.939	99.967	99.001	99.907	99.909	4.843	99.799	99.702	99.897	99.953	99.954	99.507	99.686	99.766	79.081	0.087	99.496	98.935	99.126	99.647	91.642	99.912	99.901	99.795	99.99	0.394	99.964	99.964	99.884	100.001	99.995	99.442	99.584	99.973	99.913	1.313	99.938	99.673	99.528	99.806	93.519	99.976	99.835	99.991	99.745	0.232	99.797	99.399	99.111	99.869	99.379	99.913	99.955	99.933	99.999	3.335	99.96	99.916	99.931	99.803	99.905	99.776	99.909	96.913	100.14	0.042	99.949	99.645	99.818	100.102	100.118	99.987	99.931	99.994	99.971	0.063	99.971	99.967	100.001	100.004	99.998	99.908	97.674	99.858	99.839	5.095	98.99	99.592	98.756	94.627	99.074	99.978	99.779	99.988	99.649	0.005	97.293	98.393	91.631	99.997	99.963	99.559	99.884	99.933	99.998	0.133	100.02	99.883	99.908	100.0	99.863	99.828	99.813	99.98	99.642	1.843	85.265	98.494	99.242	99.916	99.894	99.745	99.782	100.096	99.655	0.022	99.525	99.142	97.915	99.598	99.57	99.986	99.918	99.868	99.738	0.152	99.891	99.822	98.81	99.723	99.573	99.939	100.007	99.766	83.415	2.4	99.962	99.978	99.593	99.974	99.978	99.885	99.822	99.932	99.797	0.115	99.172	98.605	99.518	99.819	99.516	99.949	99.885	100.007	100.032	0.261	99.654	99.506	99.792	100.232	99.896	99.934	100.006	99.851	99.979	0.086	99.788	99.581	99.743	99.942	99.877	99.811	99.809	99.894	99.971	0.345	99.999	99.794	99.546	99.74	99.832	99.969	99.955	99.942	100.188	44.328	99.851	99.938	100.076	100.123	100.081	99.886	99.975	99.993	99.975	0.05	99.431	99.207	94.642	99.975	100.0	100.236	98.746	99.976	99.442	0.181	99.721	99.573	96.535	99.656	99.604	99.918	99.904	99.929	99.993	0.439	99.802	99.813	92.923	99.997	99.948	99.906	99.702	99.966	99.978	2.366	99.803	99.462	99.639	100.064	99.922	99.967	99.721	99.944	99.841	0.246	99.447	99.505	95.264	99.937	99.898	99.697	99.865	99.969	99.935	0.033	99.256	99.018	99.878	99.766	99.883	99.972	100.034	99.975	99.801	0.227	99.463	99.662	98.302	99.776	98.913	99.95	99.926	99.685	99.908	0.054	89.395	99.445	99.851	99.996	99.962
Bacteria;Firmicutes	phylum	90.145	80.842	89.933	40.168	0.0	40.288	42.001	31.794	59.556	32.717	85.218	73.854	68.758	60.928	9.792	15.602	45.575	48.448	52.247	58.066	51.548	54.652	77.032	58.329	0.033	24.899	20.858	45.664	53.52	47.153	55.637	58.712	90.824	25.819	3.593	28.69	44.963	44.17	48.532	43.798	56.074	41.865	63.424	37.052	0.0	14.252	15.704	27.4	26.899	72.01	93.935	81.902	78.528	70.403	0.186	10.962	13.24	55.369	84.159	76.848	69.767	86.159	83.101	67.575	0.042	31.758	26.465	58.936	59.718	75.991	70.403	63.415	79.088	80.27	0.226	22.838	38.095	42.702	49.974	72.021	90.972	70.266	45.705	67.113	2.982	27.723	18.778	39.503	49.055	43.576	63.249	58.694	71.274	59.512	0.0	19.765	13.295	33.426	34.769	45.805	80.177	67.716	79.426	38.255	0.432	39.74	45.752	42.405	72.664	57.054	78.176	79.501	97.25	75.222	2.599	45.916	45.43	50.842	65.059	63.13	96.386	91.59	85.279	77.153	0.215	23.119	34.162	42.257	44.491	66.883	76.513	88.472	85.754	68.063	4.116	11.798	16.512	45.86	43.291	57.936	86.897	80.989	94.259	84.984	0.119	14.588	34.7	42.372	27.044	70.481	86.334	61.256	83.616	63.552	0.063	20.393	11.36	59.911	56.983	52.183	88.081	86.023	91.177	78.989	7.825	36.942	31.751	64.571	57.539	79.552	87.087	86.788	85.153	64.588	0.181	34.323	48.674	52.348	68.357	68.612	83.302	91.782	88.609	88.612	0.062	16.736	22.482	46.785	60.209	79.059	94.134	77.514	99.735	92.345	0.25	21.677	21.817	61.583	63.48	60.084	81.041	74.33	64.513	70.224	0.139	31.15	16.374	50.067	58.198	76.613	74.539	77.781	96.088	74.119	1.809	25.981	16.394	38.647	46.385	59.975	84.304	60.561	68.727	81.734	0.022	21.553	32.208	42.513	51.516	64.827	89.75	88.677	86.985	67.78	0.1	62.84	31.28	60.498	63.49	70.454	57.742	58.47	77.129	65.888	0.0	19.814	27.78	49.901	72.26	62.176	96.32	87.621	95.094	58.698	0.077	35.67	37.36	34.383	62.517	81.81	91.765	83.282	88.589	95.538	0.053	27.88	22.458	42.072	43.569	84.742	93.151	62.045	94.465	61.937	0.092	28.103	18.442	41.41	46.883	56.99	89.846	72.818	77.626	52.533	0.11	24.187	23.626	54.396	30.904	59.192	86.972	50.859	55.234	51.179	0.0	10.742	21.804	50.178	35.726	47.405	92.997	84.547	91.447	69.257	0.0	7.142	21.378	63.035	71.179	72.65	62.627	46.821	59.573	30.592	0.0	6.203	5.777	34.591	39.195	44.046	57.777	89.261	19.121	38.643	1.974	24.73	31.823	21.254	43.932	26.543	94.005	82.066	93.584	43.926	0.058	20.32	47.777	68.404	63.453	47.604	61.359	50.628	78.697	47.069	0.042	19.179	19.037	43.146	42.918	42.773	47.49	36.335	44.62	22.036	0.154	15.012	16.203	31.498	27.169	36.003	54.821	67.57	89.714	55.525	9.73	32.753	31.222	45.355	54.326	59.754	83.711	94.97	87.893	55.634	0.0	44.83	38.143	60.253	51.285	57.076	84.292	59.122	48.736	42.153	0.372	12.259	37.991	34.762	48.879	69.36	74.088	54.952	55.83	36.159	0.66	21.956	27.048	53.704	35.527	37.568	81.196	68.919	61.468	60.027	0.094	25.039	31.632	54.266	40.554	52.366	85.909	33.482	67.074	30.012	5.646	89.591	15.726	44.041	26.723	17.54	57.769	48.428	86.647	34.528	0.03	16.677	23.657	11.067	31.34	39.992	95.308	76.407	98.931	48.072	1.772	14.559	22.892	49.223	49.477	66.478	60.328	55.809	75.162	36.917	0.109	10.876	12.644	32.574	41.792	34.797	64.32	51.332	57.193	43.856	1.495	16.789	19.991	40.426	46.874	75.054	85.801	55.684	60.567	53.226	14.429	20.795	24.029	23.89	48.323	29.973	86.295	67.705	44.766	44.146	2.208	15.24	27.442	25.222	42.819	56.894	54.551	59.203	74.601	54.194	0.398	17.677	13.22	46.586	45.944	55.623	76.438	87.743	68.778	75.768	4.766	29.192	22.36	51.985	56.259	51.144	73.265	61.048	68.098	24.012	0.051	43.502	19.821	27.718	25.025	63.568	81.153	59.482	90.279	32.23	0.281	40.171	35.725	49.361	39.005	39.091	79.551	68.045	70.764	28.622	1.266	14.107	19.876	47.977	33.618	25.392	49.574	59.298	40.095	36.912	0.152	14.643	12.161	31.064	29.9	36.144	50.522	73.109	42.254	22.903	3.248	13.381	16.135	51.596	69.734	27.938	67.117	67.21	48.927	34.442	0.027	27.098	25.473	26.845	25.727	36.584	60.672	70.422	54.862	34.968	0.063	13.001	12.51	35.642	34.695	32.729	87.904	63.644	90.408	43.513	5.095	13.608	29.021	46.427	43.029	46.134	74.497	64.351	78.904	51.777	0.0	34.476	30.181	36.949	40.496	11.987	45.567	59.724	66.494	39.779	0.1	30.118	33.638	42.02	43.245	52.097	94.354	58.693	80.491	36.514	1.805	18.181	25.157	28.261	25.557	31.235	62.797	77.355	66.067	36.071	0.0	15.764	13.298	23.674	32.824	35.14	71.38	70.005	67.743	29.142	0.081	29.911	28.255	48.403	28.628	31.799	78.002	64.059	66.558	50.534	2.148	22.68	32.99	32.253	53.938	55.952	71.954	91.85	78.455	34.357	0.057	5.356	10.923	45.22	53.693	34.215	63.184	66.552	85.513	50.065	0.261	28.312	28.124	46.55	49.022	57.02	77.774	64.568	80.58	51.299	0.086	20.995	11.018	46.741	56.775	48.645	64.603	75.133	72.34	18.844	0.252	14.458	17.366	14.512	34.349	42.764	72.006	57.46	94.097	52.189	44.148	16.943	17.314	43.141	42.117	43.944	80.269	53.45	69.643	44.356	0.0	26.524	20.312	43.426	41.383	42.439	45.908	74.058	78.586	48.903	0.11	10.016	12.332	52.845	48.371	47.446	75.177	82.613	50.256	29.841	0.243	28.437	20.888	41.617	30.267	26.934	68.711	68.623	85.675	32.647	2.339	43.081	32.857	52.484	40.592	45.301	70.976	51.798	78.644	38.07	0.216	17.596	29.642	31.287	38.594	39.615	62.147	69.279	76.913	32.808	0.033	35.438	41.233	46.378	35.99	38.66	62.916	83.6	75.832	53.237	0.065	37.512	38.826	42.545	34.154	51.171	85.473	46.524	74.08	46.066	0.0	14.422	9.49	31.896	29.506	35.749
