Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016097-VIN	S700016502-VIN	S700016602-VIN	S700021928-VIN	S700023098-VIN	S700023200-VIN	S700023279-VIN	S700023432-VIN	S700023489-VIN	S700023666-VIN	S700023800-VIN	S700023857-VIN	S700023914-VIN	S700024076-VIN	S700024159-VIN	S700024266-VIN	S700024391-VIN	S700024841-VIN	S700024878-VIN	S700032282-VIN	S700032376-VIN	S700032471-VIN	S700032673-VIN	S700033038-VIN	S700033191-VIN	S700033495-VIN	S700033787-VIN	S700034226-VIN	S700034292-VIN	S700034832-VIN	S700035695-VIN	S700035991-VIN	S700037010-VIN	S700037173-VIN	S700037232-VIN	S700037333-VIN	S700037712-VIN	S700037846-VIN	S700037979-VIN	S700038734-VIN	S700095273-VIN	S700095707-VIN	S700097351-VIN	S700097748-VIN	S700097897-VIN	S700098327-VIN	S700098419-VIN	S700098992-VIN	S700099119-VIN	S700099348-VIN	S700099946-VIN	S700100287-VIN	S700100534-VIN	S700101218-VIN	S700101284-VIN	S700101575-VIN	S700103301-VIN	S700103704-VIN	S700105118-VIN	S700105175-VIN	S700105232-VIN	S700105449-VIN	S700105717-VIN	S700105792-VIN	S700105994-VIN	S700106050-VIN	S700106087-VIN	S700106516-VIN	S700106573-VIN	S700106908-VIN	S700107435-VIN	S700108155-VIN	S700108278-VIN	S700108401-VIN	S700108590-VIN	S700108656-VIN	S700109681-VIN	S700109981-VIN	S700110149-VIN	S700110806-VIN	S700111216-VIN	S700111282-VIN	S700111356-VIN	S700111634-VIN	S700111805-VIN	S700113207-VIN	S700113535-VIN	S700113574-VIN	S700113747-VIN	S700113852-VIN	S700113909-VIN	S700113966-VIN	S700113993-VIN	S700114157-VIN	S700114230-VIN	S700114299-VIN	S700114454-VIN	S700114590-VIN	S700114647-VIN	S700114830-VIN	S700116108-VIN	S700116213-VIN	S700116338-VIN	S700116443-VIN	S700116480-VIN	S700116653-VIN	S700116710-VIN	S700116959-VIN	S700116994-VIN	S700117147-VIN	S700117226-VIN	S700117637-VIN	S700117749-VIN	S700117808-VIN	S700117950-VIN	S700119102-VIN	S700119622-VIN	S700119856-VIN	S700120047-VIN	S700121050-VIN	S700121699-VIN	S700123622-VIN	S700161052-VIN	S700161109-VIN	S700161214-VIN	S700161506-VIN	S700161681-VIN	S700161736-VIN	S700161850-VIN	S700161957-VIN	S700163042-VIN	S700163213-VIN	S700163270-VIN	S700163586-VIN	S700163711-VIN	S700163766-VIN	S700163786-VIN	S700163863-VIN	S700164082-VIN	S700164137-VIN	S700164224-VIN	S700164281-VIN	S700164550-VIN	S700164605-VIN	S700164644-VIN	S700164767-VIN	S700164824-VIN	S700164864-VIN	S700165046-VIN	S700165487-VIN	S700165907-VIN	S700165964-VIN	S700166085-VIN	S700171147-VIN	S700171222-VIN	S700171473-VIN	S700171626-VIN	S700171759-VIN	S700171891-VIN	S700171928-VIN	S700171987-VIN	S700172062-VIN	S700172215-VIN	S700172331-VIN	S700172473-VIN	S700172758-VIN	S700172865-VIN	S700173171-VIN	S700173429-VIN	S700173679-VIN	S700173928-VIN	S700173963-VIN	S700175118-VIN	S700175203-VIN
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;coleohominis	species	816	2965		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.062	0.0	0.0	0.23	0.105	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191	0.154	0.0	0.0	0.0	0.0	0.316	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.07	1.581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.072	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.0	0.0	0.064	0.0	0.0	0.262	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.162	0.203	0.0	0.0	0.0	0.0	0.0	0.0	2.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.658	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.132	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;vaginalis	species	051	2341		0.0	0.032	0.0	0.0	0.0	0.0	0.081	0.0	0.025	0.55	0.0	0.046	0.0	0.013	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.337	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.777	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.296	0.174	0.0	0.0	0.177	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.016	0.014	0.288	0.564	0.0	0.0	0.023	0.0	0.0	0.087	1.068	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.016	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255	0.212	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.02	0.044	0.422	0.025	0.0	0.0	0.0	0.015	0.193	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;agalactiae	species	537	2759		0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.573	0.0	0.763	0.058	0.0	0.0	0.0	0.453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.554	0.0	0.0	0.0	0.0	0.0	1.371	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.02	0.0	7.723	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G7];bacterium HMT-086	species	086	2375		0.008	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.021	0.028	0.0	0.063	0.0	0.0	0.0	0.0	0.099	0.0	0.082	0.0	0.031	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.67	0.057	1.499	0.0	0.0	0.011	0.0	0.0	0.06	0.0	0.0	0.059	0.0	4.541	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.024	0.0	0.0	0.544	0.349	0.0	0.035	0.0	0.0	0.036	0.0	0.303	0.152	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.0	1.721	0.0	0.392	0.0	0.089	0.0	0.0	0.034	0.0	0.015	0.0	0.009	0.0	0.0	0.0	3.023	0.123	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.054	0.222	0.0	0.09	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.046	0.0	0.0	0.0	2.289	0.036	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.027	0.0	0.061	0.108	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G9];bacterium HMT-924	species	924	3069		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.556	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Fastidiosipila;sanguinis	species	935	3078		0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.108	2.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;anaerobius	species	542	2764		0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.323	0.0	0.0	0.026	0.026	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.014	0.0	0.079	0.01	1.065	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.024	0.0	0.0	0.054	0.0	0.0	0.647	0.0	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0	0.0	1.188	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	1.182	0.017	0.0	0.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.191	0.076	0.0	0.0	0.0	0.022	0.0	0.756	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	1.607	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.119	0.508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.984	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.012	0.0	0.0	1.78	0.558	1.551	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.019	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister;invisus	species	118	2407		0.017	0.0	0.067	0.0	0.02	0.018	0.243	0.026	0.0	0.153	0.0	0.462	0.0	0.0	0.038	0.0	0.0	0.0	0.014	0.0	0.021	0.0	0.024	0.0	0.01	0.139	0.0	0.594	0.04	0.865	0.0	0.0	0.0	0.02	0.0	0.018	0.0	0.0	0.0	0.0	0.623	0.19	0.054	0.0	0.122	0.445	0.974	0.069	0.486	0.027	0.041	0.055	0.0	0.021	0.14	0.01	0.028	2.326	5.148	0.023	0.0	0.0	0.836	0.069	0.068	0.0	0.0	0.083	0.015	0.054	0.0	0.0	1.518	0.012	2.948	0.0	0.718	0.0	0.329	0.018	0.0	0.0	0.0	0.0	0.016	0.996	0.035	0.005	0.0	0.066	0.0	4.159	0.0	0.737	0.0	0.0	0.0	0.287	0.017	0.0	0.122	0.0	0.044	0.0	0.0	0.0	0.252	0.821	0.0	0.016	0.0	0.034	0.016	0.0	0.0	0.0	0.078	0.0	0.461	0.0	0.09	0.0	0.06	0.0	0.0	0.0	0.099	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.877	0.105	0.919	0.026	0.466	0.019	2.32	3.347	0.242	0.0	0.036	0.0	0.0	0.229	0.0	0.0	0.0	0.0	0.044	0.076	0.011	0.019	0.0	0.01	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister;micraerophilus	species	843	2992		0.076	0.008	0.245	0.0	0.007	0.0	0.04	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.011	0.0	0.0	0.124	0.0	0.099	0.0	0.676	0.01	0.278	0.0	0.092	0.0	0.0	0.0	0.089	0.015	0.0	0.09	0.0	2.219	0.027	0.325	0.01	0.0	0.607	0.65	0.0	0.023	0.0	0.585	3.272	0.117	0.0	0.086	0.0	0.905	0.3	1.145	0.0	0.0	0.0	2.337	0.0	0.135	0.0	0.0	0.0	0.4	0.043	0.0	0.0	0.192	0.083	0.994	0.0	1.307	0.0	0.573	0.09	0.081	0.0	0.467	0.426	0.0	0.022	0.012	0.005	0.0	0.0	0.0	3.902	0.0	0.408	0.217	0.069	0.011	0.0	0.0	0.035	0.0	0.0	0.14	0.0	0.0	0.0	0.655	0.328	0.0	0.064	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.649	0.0	0.0	0.0	0.218	0.023	0.0	0.061	0.0	0.0	0.0	0.0	0.059	0.508	0.0	0.1	0.0	0.715	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.059	0.0	0.023	0.043	0.248	0.722	0.601	0.002	1.315	0.205	1.244	0.0	0.121	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.196	0.0	0.0	0.081	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;sp. HMT-841	species	841	2990		0.025	0.0	9.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	2.54	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	9.835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.072	0.0	0.0	0.0	0.0	8.118	0.0	0.0	0.0	6.865	8.464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.807	0.016
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;lactolyticus	species	859	3007		0.051	0.0	0.0	0.0	0.132	0.0	0.586	0.066	0.013	0.0	0.0	0.092	0.081	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.082	0.11	0.062	0.0	0.0	0.0	0.06	0.0	0.159	0.0	0.0	0.0	0.0	0.032	0.108	0.0	0.0	0.049	12.664	1.276	0.0	0.278	0.0	0.016	0.0	0.0	0.0	0.032	0.0	0.0	0.168	1.806	0.0	0.0	0.0	0.076	0.231	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	3.137	0.012	1.692	0.0	0.024	0.0	0.094	0.0	0.049	0.0	20.046	0.107	0.032	0.0	0.023	0.0	0.0	0.017	0.0	0.176	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.009	0.0	0.0	0.0	0.0	0.082	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.051	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185	0.05	1.643	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.028	0.0	0.0	0.172	0.047	0.336	0.0	0.438	0.0	1.152	3.904	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia;magna	species	662	2858		0.093	0.0	0.0	0.0	0.297	0.182	0.162	0.092	0.076	3.272	0.051	1.062	0.0	0.0	0.038	0.0	0.237	0.0	0.584	0.0	0.126	0.0	0.121	0.041	0.098	0.119	0.073	0.164	0.442	0.247	0.0	0.162	0.0	0.239	0.0	0.035	0.0	0.206	0.235	0.036	1.448	1.273	0.018	0.02	0.268	0.668	0.441	0.963	0.069	0.041	0.032	0.055	0.029	0.0	0.225	0.622	0.467	0.671	8.489	0.023	0.0	0.038	0.912	0.092	0.643	0.0	0.679	0.099	0.0	0.257	0.218	0.117	1.756	1.123	4.43	0.018	0.636	0.0	2.376	0.687	0.194	2.953	1.836	0.71	0.111	0.575	0.317	0.493	0.027	0.215	0.063	3.414	0.0	1.818	0.188	0.079	0.034	0.096	0.118	0.243	0.915	0.014	0.07	0.057	0.0	0.0	2.822	1.251	0.014	0.32	0.0	0.078	0.082	0.089	0.0	0.052	0.312	0.0	0.53	0.118	1.257	0.056	0.456	0.0	0.028	0.0	0.05	0.0	0.0	0.072	0.892	0.046	0.0	2.341	0.0	10.329	0.073	0.0	0.057	0.0	0.066	0.0	0.798	0.0	0.089	0.0	0.14	0.916	0.172	30.76	1.421	3.834	0.011	30.074	0.074	10.23	21.447	1.752	0.018	1.166	0.0	0.113	0.356	0.184	0.562	0.065	0.0	0.385	2.176	0.022	0.019	0.09	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Parvimonas;micra	species	111	2400		0.186	0.0	1.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	2.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilaceae [G3];bacterium HMT-929	species	929	3072		0.236	0.047	0.0	0.0	0.529	0.0	0.364	0.026	0.0	0.183	0.0	0.185	0.387	0.0	0.115	0.0	0.015	0.0	0.171	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.369	1.697	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.024	0.303	0.0	0.046	0.0	0.0	0.008	0.0	0.0	0.043	0.0	0.0	0.0	6.666	0.054	0.0	0.0	0.0	0.931	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.018	0.0	0.0	0.0	0.035	0.106	0.0	0.0	0.0	0.0	2.303	0.0	0.0	0.044	0.07	0.039	0.0	0.017	0.0	4.877	0.0	0.47	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.103	0.0	0.016	0.0	0.129	0.016	0.0	0.0	0.0	0.026	0.0	0.461	0.0	0.09	0.0	0.0	0.0	0.085	0.061	0.05	0.0	0.0	0.0	0.357	0.369	0.2	0.448	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.01	0.0	0.0	0.0	0.28	0.0	0.0	0.334	0.0	6.961	0.0	0.192	0.0	0.507	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus;harei	species	109	2398		0.127	0.0	0.0	0.0	0.172	0.073	0.283	0.092	0.0	2.049	0.026	1.278	0.0	0.0	0.026	0.0	0.163	0.0	0.085	0.0	0.0	0.048	0.0	0.0	0.01	0.129	0.021	0.287	0.361	0.124	0.0	0.069	0.0	0.279	0.0	0.035	0.0	0.017	0.036	0.066	1.078	0.244	0.0	0.0	0.049	4.896	0.162	0.206	0.231	0.123	0.073	0.027	0.0	0.0	0.054	0.104	0.099	2.386	3.719	0.0	0.0	0.0	0.437	0.0	0.068	1.476	0.53	0.05	0.062	0.021	0.145	0.0	2.607	0.284	3.297	0.0	1.507	0.035	0.874	0.163	0.016	0.151	1.804	0.053	0.016	0.354	0.141	0.164	0.014	0.066	0.0	1.409	0.0	0.674	0.043	0.069	0.011	0.0	0.0	0.035	0.458	0.0	0.088	0.0	0.0	0.031	0.076	0.41	0.0	0.176	0.0	0.026	0.033	0.0	0.0	0.052	0.0	0.0	0.308	0.0	0.269	0.0	0.0	0.0	0.028	0.122	0.05	0.0	0.03	0.107	0.0	0.508	0.0	4.432	0.0	1.602	0.0	0.0	0.038	0.0	0.016	0.0	0.359	0.0	0.059	0.059	0.308	0.047	0.172	8.14	0.874	1.025	0.009	4.3	0.037	7.25	14.897	0.544	0.018	0.546	0.0	0.028	0.33	0.167	0.0	0.032	0.0	0.059	0.568	0.0	0.0	0.038	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus;lacrimalis	species	836	2985		0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.026	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.09	0.432	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.042	0.0	0.036	0.0	0.024	0.0	0.209	0.0	0.0	0.0	0.414	0.0	0.0	0.0	0.011	0.0	0.0	0.528	0.0	0.0	0.0	0.0	0.228	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.219	0.0	1.221	0.0	0.601	0.0	0.545	0.0	0.0	0.0	0.098	0.036	0.0	0.133	0.023	0.005	0.0	0.083	0.0	0.772	0.0	0.345	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.009	0.016	0.0	0.017	0.017	0.0	0.0	0.444	0.0	0.0	0.028	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.092	0.1	0.05	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.116	0.318	0.0	0.0	0.0	0.108	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.044	0.0	0.0	0.0	0.0	0.0	0.0
