Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015009-ANA	S700015301-ANA	S700015677-ANA	S700015785-ANA	S700016087-ANA	S700016178-ANA	S700016235-ANA	S700016376-ANA	S700016664-ANA	S700016958-ANA	S700021836-ANA	S700021886-ANA	S700023112-ANA	S700023487-ANA	S700023588-ANA	S700023631-ANA	S700023855-ANA	S700023912-ANA	S700023946-ANA	S700023997-ANA	S700024105-ANA	S700024316-ANA	S700024435-ANA	S700024468-ANA	S700024519-ANA	S700024564-ANA	S700024613-ANA	S700024683-ANA	S700024709-ANA	S700024839-ANA	S700024876-ANA	S700024928-ANA	S700024976-ANA	S700032123-ANA	S700032280-ANA	S700033035-ANA	S700033189-ANA	S700033492-ANA	S700033557-ANA	S700033785-ANA	S700033851-ANA	S700035292-ANA	S700035897-ANA	S700037052-ANA	S700037120-ANA	S700037163-ANA	S700037230-ANA	S700037282-ANA	S700037387-ANA	S700037558-ANA	S700037710-ANA	S700037844-ANA	S700037977-ANA	S700038031-ANA	S700038257-ANA	S700038364-ANA	S700038412-ANA	S700038530-ANA	S700038576-ANA	S700038624-ANA	S700038900-ANA	S700038948-ANA	S700038976-ANA	S700095408-ANA	S700095465-ANA	S700095579-ANA	S700095705-ANA	S700096416-ANA	S700097289-ANA	S700097349-ANA	S700097746-ANA	S700097895-ANA	S700098325-ANA	S700098990-ANA	S700099057-ANA	S700099343-ANA	S700099645-ANA	S700099858-ANA	S700100285-ANA	S700100526-ANA	S700100595-ANA	S700101131-ANA	S700101189-ANA	S700101279-ANA	S700101570-ANA	S700101693-ANA	S700102104-ANA	S700102411-ANA	S700102643-ANA	S700102903-ANA	S700102960-ANA	S700103299-ANA	S700103476-ANA	S700103585-ANA	S700103702-ANA	S700105173-ANA	S700105284-ANA	S700105769-ANA	S700105854-ANA	S700105902-ANA	S700105992-ANA	S700106085-ANA	S700106142-ANA	S700106360-ANA	S700106512-ANA	S700106571-ANA	S700106906-ANA	S700106928-ANA	S700106976-ANA	S700107095-ANA	S700107433-ANA	S700107544-ANA	S700107601-ANA	S700107814-ANA	S700107928-ANA	S700107985-ANA	S700108153-ANA	S700108216-ANA	S700108276-ANA	S700108588-ANA	S700108654-ANA	S700108894-ANA	S700108951-ANA	S700109228-ANA	S700109561-ANA	S700109618-ANA	S700109679-ANA	S700109979-ANA	S700110147-ANA	S700110804-ANA	S700111214-ANA	S700111280-ANA	S700111354-ANA	S700111803-ANA	S700112040-ANA	S700112101-ANA	S700113033-ANA	S700113103-ANA	S700113154-ANA	S700113205-ANA	S700113533-ANA	S700113674-ANA	S700113745-ANA	S700113850-ANA	S700113907-ANA	S700113964-ANA	S700113991-ANA	S700114047-ANA	S700114189-ANA	S700114244-ANA	S700114349-ANA	S700114417-ANA	S700114452-ANA	S700114515-ANA	S700114645-ANA	S700114727-ANA	S700114777-ANA	S700114828-ANA	S700114882-ANA	S700114987-ANA	S700116055-ANA	S700116106-ANA	S700116158-ANA	S700116285-ANA	S700116336-ANA	S700116388-ANA	S700116441-ANA	S700116478-ANA	S700116598-ANA	S700116651-ANA	S700116708-ANA	S700116760-ANA	S700116808-ANA	S700116838-ANA	S700116898-ANA	S700116957-ANA	S700117096-ANA	S700117224-ANA	S700117635-ANA	S700117747-ANA	S700117806-ANA	S700117858-ANA	S700117948-ANA	S700118468-ANA	S700119220-ANA	S700119362-ANA	S700119620-ANA	S700119919-ANA	S700120095-ANA	S700121697-ANA	S700122402-ANA	S700123620-ANA	S700124619-ANA	S700161050-ANA	S700161161-ANA	S700161504-ANA	S700161734-ANA	S700163211-ANA	S700163400-ANA	S700163505-ANA	S700163584-ANA	S700163658-ANA	S700163709-ANA	S700163764-ANA	S700163861-ANA	S700163973-ANA	S700164080-ANA	S700164189-ANA	S700164222-ANA	S700164279-ANA	S700164349-ANA	S700164401-ANA	S700164497-ANA	S700164548-ANA	S700164603-ANA	S700164716-ANA	S700164765-ANA	S700164822-ANA	S700164862-ANA	S700165142-ANA	S700165197-ANA	S700165310-ANA	S700165406-ANA	S700165454-ANA	S700165664-ANA	S700165712-ANA	S700165808-ANA	S700165856-ANA	S700165905-ANA	S700166833-ANA	S700171064-ANA	S700171112-ANA	S700171145-ANA	S700171471-ANA	S700171523-ANA	S700171571-ANA	S700171624-ANA	S700171678-ANA	S700171757-ANA	S700171832-ANA	S700171889-ANA	S700171926-ANA	S700172060-ANA	S700172213-ANA	S700172252-ANA	S700172329-ANA	S700172548-ANA	S700172602-ANA	S700172707-ANA	S700172756-ANA	S700172812-ANA	S700173070-ANA	S700173116-ANA	S700173271-ANA	S700173480-ANA	S700173576-ANA	S700173677-ANA	S700173830-ANA	S700175116-ANA	S700175152-ANA	S700175255-ANA
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	022	2313		0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.684	0.452	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.935	0.0	0.0	0.053	0.121	0.14	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	2.1	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.579	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0	0.0	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.273	0.0	0.095	0.0	0.582	0.925	0.016	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.512	0.176	0.0	0.048	0.295	0.0	0.0	0.0	0.135	1.027	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.038	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.522	1.006	0.0	0.0	0.0	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.203	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	1.394	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.074	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.106	0.139	0.0	0.0	0.0	0.0	0.0	0.242	0.164	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;sp. HMT-406	species	406	2671		0.0	0.0	0.0	0.0	0.0	0.457	0.027	0.061	0.0	0.0	0.032	0.0	16.388	0.0	0.096	1.393	0.468	0.578	0.026	0.274	0.011	0.0	0.083	0.077	0.082	0.386	0.248	0.0	0.037	0.57	0.0	0.0	0.0	0.0	0.0	0.752	0.094	0.057	0.0	0.036	0.0	0.602	0.0	0.019	0.088	0.0	0.0	0.03	0.361	0.101	0.51	0.047	0.0	0.177	0.0	0.14	0.0	0.198	0.025	0.038	0.169	0.051	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.584	0.0	0.0	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.068	0.0	0.096	0.0	0.298	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.019	0.164	0.076	0.0	0.03	0.332	0.056	0.0	0.0	0.095	0.0	0.042	0.0	0.0	0.0	0.165	0.0	0.469	0.0	0.219	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.203	0.028	0.0	0.064	0.0	0.0	0.0	0.192	0.0	0.091	0.022	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.085	0.179	0.048	0.0	0.0	0.043	0.0	0.077	0.031	0.634	0.0	0.093	0.014	0.195	0.231	0.0	0.0	0.0	0.465	0.028	0.838	0.0	0.057	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.058	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.445	0.0	0.0	0.0	0.014	0.161	0.0	0.102	0.0	0.0	0.064	0.0	0.0	0.048	0.132	0.0	0.0	0.0	0.0	0.068	0.0	0.015	0.041	0.009	0.126	0.0	0.138	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	1.847	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.134	0.0	0.0	0.0	0.0	0.047	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.014	0.101	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.032	0.0	0.0	0.084	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.108	0.0	0.0	0.272	0.0	0.038	0.0	0.0	0.037	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.015	0.03	0.484	0.037	0.0	0.0	0.0	0.429	0.014	0.0	0.0	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.131	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.697	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;meningitidis	species	669	2864		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.684	0.023	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae [G1];bacterium HMT-174	species	174	2457		5.78	0.388	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.033	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.0	35.386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.171	0.171	0.0	0.0	0.0	0.0	0.026	7.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792	0.0	0.0	0.0	0.0	0.0	0.0	46.27	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.071	10.927	5.84	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	7.789	0.0	0.0	0.0	0.0	0.0	0.0	1.75	9.536	0.0	0.0	19.761	0.771	0.0	0.0	34.326	1.374	0.0	0.0	0.0	0.209	7.564	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.102	0.053	0.0	0.103	0.199	0.11	0.0	0.0	0.0	0.0	3.438	0.0	0.0	0.0	0.0	0.025	0.0	0.0	43.311	0.0	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.0	0.319	0.0	0.0	0.0	0.0	1.01	0.0	0.0	0.708	0.0	0.0	0.204	0.0	8.902	0.55	0.0	4.171	0.0	46.926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.152	0.0	0.0	0.0	0.0	0.0	6.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	1.788	0.0	0.0	0.0	0.0	0.0	11.072	21.845	1.301	0.0	7.959	0.0	0.0	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	2.511	0.033	3.665	0.0	0.0	0.0	0.0	1.784	0.354	0.216	0.0	0.0	22.639	6.568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	1.059	0.0	0.065	0.171	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae [G1];bacterium HMT-327	species	327	2607		0.0	0.0	0.606	0.0	0.0	0.445	0.0	0.0	0.0	3.593	0.0	0.0	0.0	0.012	0.0	0.551	0.0	0.0	0.052	0.889	9.345	0.0	0.0	3.764	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.024	5.226	0.0	0.0	0.0	0.724	1.574	0.0	0.077	0.085	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.483	0.0	2.239	0.0	0.0	2.175	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0	5.195	0.0	0.0	0.0	22.781	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	2.418	0.0	0.039	0.0	2.032	0.0	0.0	0.0	0.0	0.0	5.77	0.0	0.0	0.269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.837	8.883	7.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.134	0.0	0.022	0.0	0.0	0.0	0.989	0.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.347	0.0	0.0	0.056	0.0	0.0	0.789	0.397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.443	0.428	0.0	0.0	3.261	0.0	10.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.908	2.783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.635	0.0	0.0	0.0	1.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	1.768	0.0	0.559	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;ureolyticus	species	842	3129		0.0	0.0	0.0	0.018	0.0	0.26	0.0	0.0	0.0	0.0	0.445	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	1.015	0.0	0.0	0.0	0.0	0.462	0.0	0.0	0.0	0.0	0.0	1.362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.916	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.2	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.774	0.0	0.0	0.0	0.0	0.0	0.065	0.0	3.301	0.0	0.0	0.0	0.904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	4.572	0.0	1.399	0.0	0.0	0.0	0.726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473	0.0	0.373	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.475	0.789	0.0	0.0	0.0	0.0	0.0	0.0	0.755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.246	0.0	0.0	0.0	0.0	0.0	0.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.522	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;sakazakii	species	753	2924		0.0	0.0	0.006	0.0	0.0	0.111	0.0	0.0	0.0	11.558	0.0	0.0	0.0	0.0	0.012	0.0	0.234	0.578	0.0	0.0	0.0	0.0	0.0	0.026	0.878	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.098	0.0	0.616	0.047	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.457	0.011	0.17	0.023	0.0	0.026	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.076	0.022	0.0	5.203	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.048	0.0	0.137	0.071	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.032	0.0	0.0	0.018	2.683	0.0	0.0	0.0	0.0	0.851	0.0	0.0	0.0	0.397	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.025	0.0	0.0	0.0	0.0	0.03	1.843	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	3.782	0.0	0.649	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.426	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.012	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;hormaechei	species	634	2837		0.0	0.0	0.0	0.018	0.0	0.087	0.0	2.372	0.115	0.0	0.0	0.0	0.0	0.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	1.109	0.0	0.141	0.0	0.0	0.029	0.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.232	0.0	0.0	0.0	0.0	0.022	0.0	3.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401	0.0	0.0	0.0	0.0	0.0	1.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.101	0.043	0.0	0.0	0.031	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.029	0.01	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;aerogenes	species	153	2440	Because HMT-565 is not present individually, all equidistant reads were assigned to HMT-153 at this body site (ANA).	0.04	0.0	0.0	0.0	4.328	0.124	17.781	10.961	0.556	1.878	0.0	12.214	0.159	0.012	0.036	0.174	0.0	0.0	1.451	0.274	7.122	0.044	0.0	0.051	0.093	2.709	0.0	0.062	0.0	0.0	0.037	0.28	0.0	0.0	0.0	1.642	4.695	0.0	0.0	1.597	0.889	0.0	0.0	0.038	0.071	0.427	0.0	0.0	0.0	5.642	0.0	0.258	0.026	0.0	0.484	0.0	0.0	0.0	0.012	3.154	0.048	0.076	0.525	0.0	0.0	2.027	0.0	0.0	0.0	0.298	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	2.233	0.0	0.0	13.092	0.0	0.945	2.165	2.472	0.0	0.0	0.983	0.111	0.034	0.02	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.744	8.571	0.0	0.0	0.0	0.774	0.0	1.263	0.0	0.032	0.0	0.013	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.865	0.0	0.0	0.027	0.0	0.0	3.232	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.368	3.518	0.0	0.0	0.0	0.0	0.038	0.493	0.0	0.0	0.0	0.0	0.0	0.037	0.0	1.331	0.0	0.0	0.0	1.123	0.0	0.0	1.669	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.075	0.0	0.0	0.0	1.555	0.014	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.501	0.0	0.059	0.0	0.0	0.192	0.0	0.101	0.0	0.0	0.0	0.062	6.684	0.358	0.0	0.361	0.0	0.0	0.027	0.203	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.017	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.26	10.476	0.003	0.0	0.212	0.0	0.0	0.0	2.428	0.159	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0
