Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015009-ANA	S700015301-ANA	S700015677-ANA	S700015912-ANA	S700015977-ANA	S700016087-ANA	S700016178-ANA	S700016376-ANA	S700016664-ANA	S700016752-ANA	S700016761-ANA	S700016819-ANA	S700016958-ANA	S700021886-ANA	S700021926-ANA	S700023112-ANA	S700023198-ANA	S700023277-ANA	S700023487-ANA	S700023588-ANA	S700023664-ANA	S700023912-ANA	S700023946-ANA	S700023997-ANA	S700024105-ANA	S700024264-ANA	S700024316-ANA	S700024435-ANA	S700024468-ANA	S700024519-ANA	S700024564-ANA	S700024613-ANA	S700024683-ANA	S700024709-ANA	S700024839-ANA	S700024876-ANA	S700024928-ANA	S700024976-ANA	S700032043-ANA	S700032187-ANA	S700032374-ANA	S700032468-ANA	S700032980-ANA	S700033035-ANA	S700033189-ANA	S700033256-ANA	S700033492-ANA	S700033613-ANA	S700033719-ANA	S700033785-ANA	S700033977-ANA	S700034079-ANA	S700034136-ANA	S700034224-ANA	S700034290-ANA	S700034692-ANA	S700034830-ANA	S700034893-ANA	S700034962-ANA	S700035212-ANA	S700035367-ANA	S700035436-ANA	S700035633-ANA	S700035693-ANA	S700035783-ANA	S700035840-ANA	S700035989-ANA	S700037052-ANA	S700037230-ANA	S700037558-ANA	S700037710-ANA	S700038031-ANA	S700038257-ANA	S700038364-ANA	S700038530-ANA	S700038576-ANA	S700038624-ANA	S700038976-ANA	S700095271-ANA	S700095408-ANA	S700095465-ANA	S700095522-ANA	S700095772-ANA	S700095886-ANA	S700097232-ANA	S700097289-ANA	S700097349-ANA	S700097686-ANA	S700098325-ANA	S700098990-ANA	S700099057-ANA	S700099645-ANA	S700099944-ANA	S700100077-ANA	S700100285-ANA	S700100348-ANA	S700100468-ANA	S700100655-ANA	S700101189-ANA	S700101345-ANA	S700101636-ANA	S700101693-ANA	S700101895-ANA	S700101952-ANA	S700102104-ANA	S700102297-ANA	S700102468-ANA	S700102643-ANA	S700102960-ANA	S700103299-ANA	S700103476-ANA	S700103585-ANA	S700103702-ANA	S700105173-ANA	S700105230-ANA	S700105284-ANA	S700105402-ANA	S700105447-ANA	S700105590-ANA	S700105642-ANA	S700105715-ANA	S700105769-ANA	S700105854-ANA	S700105902-ANA	S700105992-ANA	S700106085-ANA	S700106142-ANA	S700106360-ANA	S700106512-ANA	S700106571-ANA	S700106645-ANA	S700106693-ANA	S700106829-ANA	S700106906-ANA	S700106928-ANA	S700106976-ANA	S700107005-ANA	S700112101-ANA	S700112431-ANA	S700112545-ANA	S700112810-ANA	S700113033-ANA	S700113103-ANA	S700113154-ANA	S700113205-ANA	S700113533-ANA	S700113646-ANA	S700113674-ANA	S700113745-ANA	S700113850-ANA	S700113907-ANA	S700113964-ANA	S700113991-ANA	S700114047-ANA	S700114189-ANA	S700114244-ANA	S700114297-ANA	S700114349-ANA	S700114417-ANA	S700114452-ANA	S700114515-ANA	S700114645-ANA	S700114679-ANA	S700114727-ANA	S700114777-ANA	S700114828-ANA	S700114882-ANA	S700114987-ANA	S700116055-ANA	S700116106-ANA	S700116158-ANA	S700116211-ANA	S700116285-ANA	S700116336-ANA	S700116388-ANA	S700116441-ANA	S700116478-ANA	S700116598-ANA	S700116708-ANA	S700116760-ANA	S700116808-ANA	S700116838-ANA	S700116898-ANA	S700116957-ANA	S700116992-ANA	S700117096-ANA	S700117224-ANA	S700117635-ANA	S700117692-ANA	S700117747-ANA	S700117806-ANA	S700117858-ANA	S700117948-ANA	S700119220-ANA	S700119362-ANA	S700119620-ANA	S700119919-ANA	S700120045-ANA	S700120095-ANA	S700121048-ANA	S700121357-ANA	S700121697-ANA	S700122402-ANA	S700123620-ANA	S700161161-ANA	S700161212-ANA	S700161323-ANA	S700161504-ANA	S700161628-ANA	S700161679-ANA	S700161734-ANA	S700161848-ANA	S700161902-ANA	S700161955-ANA	S700163040-ANA	S700163211-ANA	S700163268-ANA	S700163400-ANA	S700163505-ANA	S700163551-ANA	S700163584-ANA	S700163658-ANA	S700163709-ANA	S700163764-ANA	S700163784-ANA	S700163861-ANA	S700163918-ANA	S700163973-ANA	S700164080-ANA	S700164189-ANA	S700164222-ANA	S700164279-ANA	S700164349-ANA	S700164401-ANA	S700164497-ANA	S700164603-ANA	S700164716-ANA	S700164765-ANA	S700164822-ANA	S700164862-ANA	S700165044-ANA	S700165142-ANA	S700165197-ANA	S700165310-ANA	S700165406-ANA	S700165454-ANA	S700165485-ANA	S700165664-ANA	S700165712-ANA	S700165808-ANA	S700165856-ANA	S700165905-ANA	S700166083-ANA	S700166641-ANA	S700166833-ANA	S700171016-ANA	S700171064-ANA	S700171112-ANA	S700171145-ANA	S700171276-ANA	S700171322-ANA	S700171372-ANA	S700171420-ANA	S700171471-ANA	S700171523-ANA	S700171571-ANA	S700171624-ANA	S700171678-ANA	S700171757-ANA	S700171889-ANA	S700171926-ANA	S700171985-ANA	S700172060-ANA	S700172213-ANA	S700172252-ANA	S700172329-ANA	S700172440-ANA	S700172548-ANA	S700172602-ANA	S700172651-ANA	S700172707-ANA	S700172756-ANA	S700172812-ANA	S700172863-ANA	S700173022-ANA	S700173070-ANA	S700173116-ANA	S700173223-ANA	S700173319-ANA	S700173480-ANA	S700173576-ANA	S700173626-ANA	S700173677-ANA	S700173830-ANA	S700173926-ANA	S700175116-ANA	S700175152-ANA	S700175255-ANA	S700175303-ANA	S700175351-ANA
Bacteria	domain				98.117	97.919	96.1	99.914	99.615	96.094	96.491	74.689	96.9	96.648	98.479	99.086	96.965	99.36	16.803	98.848	87.57	99.565	96.076	99.322	82.211	98.642	98.952	99.472	94.56	97.33	97.099	99.412	97.16	97.402	98.022	95.214	97.135	98.355	94.499	96.384	96.352	97.841	99.687	99.643	99.833	99.301	98.536	71.798	94.417	99.194	99.834	98.871	95.824	99.259	97.622	97.255	99.746	98.902	91.72	98.739	98.344	97.147	99.481	99.328	99.977	99.54	99.551	99.103	99.465	99.384	98.52	97.452	99.014	93.139	98.024	98.333	92.112	97.826	99.603	99.915	98.878	97.964	98.544	95.763	94.316	95.785	99.331	98.63	99.439	98.729	99.186	97.906	94.092	95.154	98.576	92.329	99.153	98.72	98.144	99.851	99.31	99.495	97.395	96.964	97.627	99.684	99.908	99.625	95.243	92.197	69.3	98.34	88.649	99.407	99.047	90.651	100.0	99.218	96.074	100.0	98.016	98.863	95.603	95.854	72.551	99.714	99.744	98.467	63.685	100.0	98.587	99.553	79.183	96.005	99.524	99.644	98.391	99.838	99.002	97.201	99.607	97.395	99.63	99.645	99.12	97.954	98.263	95.588	98.837	99.424	97.817	97.403	99.186	96.591	98.658	96.121	99.853	94.33	99.117	99.174	99.158	96.072	97.156	95.901	98.763	92.102	99.732	99.399	96.312	94.182	99.108	87.39	99.666	99.513	99.948	89.956	99.492	99.327	99.622	99.432	96.448	89.106	99.655	96.39	98.075	99.09	97.117	97.294	98.291	99.835	99.293	89.354	88.589	97.148	99.754	97.352	96.956	99.826	98.11	91.485	96.142	99.45	97.924	98.907	99.825	99.149	99.916	98.104	99.155	89.929	98.536	97.206	99.466	98.149	99.379	99.36	98.887	98.638	96.127	93.88	99.178	99.241	97.216	99.606	99.444	98.842	94.22	99.322	98.14	99.281	98.175	98.557	99.396	99.373	98.373	98.492	97.689	96.934	99.279	99.394	99.365	97.015	98.913	99.673	98.821	99.005	99.423	99.408	99.707	96.552	99.541	98.879	99.056	98.862	98.687	97.184	98.892	99.715	99.682	98.639	98.688	94.273	97.47	98.861	95.612	36.768	96.992	98.946	94.627	96.847	97.106	98.229	95.374	97.687	97.529	93.191	95.848	96.058	98.824	99.021	98.916	80.11	98.274	98.889	99.695	99.655	99.493	99.754	99.163	98.908	99.734	99.022	99.777	98.98	99.763	99.922	99.327	99.653	98.839	99.938	99.538	99.175	99.656	99.63
Bacteria;Patescibacteria	phylum				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota	phylum				77.302	85.397	85.433	40.314	47.256	66.129	76.056	51.461	72.05	30.569	84.227	89.219	50.766	76.383	13.458	54.714	48.499	57.882	74.514	59.984	15.108	50.067	55.833	54.043	67.141	85.573	54.725	63.505	83.203	60.717	79.895	55.602	73.264	53.174	57.52	50.826	70.572	71.408	82.265	47.537	20.731	60.681	56.536	47.417	47.908	75.529	9.464	77.877	49.521	49.965	49.277	75.869	21.705	71.268	33.633	74.026	81.515	79.765	53.223	47.266	61.181	27.506	66.41	54.782	23.223	40.949	47.779	62.013	50.92	68.549	21.203	51.744	59.271	77.468	40.528	29.117	39.408	79.389	72.127	48.36	51.223	63.191	90.931	55.953	81.44	23.268	15.244	82.882	69.694	78.808	30.405	73.518	63.856	87.439	61.204	79.097	79.097	86.072	51.933	87.948	71.848	40.461	65.745	82.112	56.449	50.957	56.817	37.454	40.36	42.838	76.582	42.288	0.0	66.307	57.064	80.012	44.425	32.322	5.726	41.938	43.771	95.87	67.933	75.817	43.799	0.0	0.0	91.115	58.583	57.317	68.05	81.424	65.857	74.405	58.944	60.154	67.16	69.256	20.859	30.713	85.306	79.625	89.596	1.979	46.208	8.173	77.436	65.763	61.342	67.999	51.268	57.771	40.339	47.217	40.939	67.998	80.508	63.189	39.679	41.351	70.82	37.612	15.872	42.154	71.158	68.122	85.823	62.886	73.922	35.589	66.041	29.308	88.453	86.354	64.166	74.344	63.17	61.237	79.199	58.436	79.158	66.839	81.127	76.62	67.559	36.099	86.707	55.06	69.607	50.312	69.61	74.236	43.226	95.121	80.073	77.754	75.399	89.692	93.697	46.988	83.777	68.627	79.167	30.365	85.205	59.741	48.668	62.472	78.043	85.724	54.935	41.582	89.462	63.021	15.645	70.614	92.643	95.835	86.252	82.757	96.419	72.506	59.378	76.934	71.594	73.032	74.55	63.489	52.92	86.895	90.916	92.382	89.717	93.531	64.165	21.153	52.365	48.712	48.988	36.42	74.117	71.267	45.195	79.805	30.009	91.942	58.354	89.504	86.956	79.726	63.869	80.669	59.441	74.66	94.966	70.821	73.624	85.087	11.452	45.512	86.636	28.761	64.972	86.318	81.965	85.202	31.485	86.957	69.71	59.102	61.328	85.846	78.57	82.244	28.5	41.118	59.381	27.106	61.388	33.541	85.865	95.517	67.15	44.608	82.24	86.051	74.132	77.691	96.711	76.899	84.812	81.108	95.009	86.681	30.33	94.857	72.395	87.937	63.785	79.736
Bacteria;Bacteroidota	phylum				0.075	0.035	0.017	0.194	0.0	1.165	0.0	0.124	0.006	0.728	0.0	0.033	0.056	0.0	0.0	0.159	0.0	0.038	0.112	0.585	3.793	0.135	0.034	0.0	0.146	0.0	0.021	0.071	0.008	0.035	0.121	0.0	0.0	0.306	0.021	0.171	0.339	0.024	0.017	0.132	0.278	0.317	0.108	3.291	0.307	0.019	0.096	0.552	0.182	0.069	1.975	0.111	0.021	1.367	1.183	0.038	0.113	0.132	0.886	0.0	0.0	0.0	0.09	1.445	0.02	1.644	0.0	0.207	0.197	0.061	0.107	0.303	1.516	0.747	0.016	1.624	0.732	0.125	0.0	0.103	0.39	0.194	0.033	1.488	1.338	0.18	0.14	0.013	0.0	0.116	0.181	0.0	0.229	0.09	0.0	0.299	0.23	0.941	0.895	0.023	0.382	0.09	0.0	0.232	7.109	0.0	0.0	0.516	0.609	0.432	0.047	7.155	0.0	0.057	0.259	0.0	0.029	0.0	0.0	0.811	0.252	0.0	0.569	0.0	0.0	0.08	0.308	0.0	0.0	0.687	0.0	0.119	0.121	0.054	0.22	0.165	0.019	0.366	0.0	0.363	0.026	0.0	0.07	2.62	0.01	0.036	0.0	4.72	0.244	1.061	0.19	0.009	0.082	1.004	0.0	0.352	0.168	4.318	2.166	5.061	0.0	0.265	0.301	0.17	0.0	0.215	0.0	0.0	0.312	0.212	2.765	0.173	0.0	0.105	0.156	0.0	0.028	1.043	0.113	0.186	0.067	0.285	0.22	0.069	0.0	0.208	0.0	0.125	0.478	0.383	0.422	0.098	0.208	0.0	0.426	0.441	0.0	0.113	0.0	1.387	0.076	0.007	0.0	0.0	0.0	0.566	1.118	3.788	0.051	0.154	0.059	0.131	0.204	1.177	0.205	0.038	0.206	0.029	0.09	0.219	0.041	0.087	1.496	0.149	1.81	0.01	0.0	7.5	12.343	0.08	0.0	0.0	0.023	0.017	1.202	0.0	0.012	0.711	0.067	0.794	0.197	0.099	0.275	0.105	0.02	0.0	0.594	0.846	0.031	0.072	0.0	0.081	2.311	1.158	0.005	0.957	0.0	0.0	0.039	1.983	0.453	0.036	0.736	0.14	0.035	0.091	0.04	0.017	0.442	1.09	1.561	0.0	0.203	0.191	0.016	0.032	0.971	3.297	0.332	0.8	0.0	0.037	0.553	0.132	1.578	0.0	0.0	0.0	0.159	0.836	0.639	0.022	0.011	0.0	0.382	0.021	0.058	0.0	1.689	0.917
Bacteria;Bacillota	phylum				16.788	12.371	5.915	51.614	29.259	28.543	17.085	13.393	22.326	54.94	12.784	8.887	38.123	21.673	1.631	43.864	37.229	40.123	19.27	37.118	37.737	37.767	20.321	45.002	16.138	6.507	20.595	35.497	9.468	27.385	15.341	39.201	23.821	42.988	28.148	41.586	19.772	26.385	13.462	35.935	37.584	31.53	39.27	14.473	44.08	22.597	52.316	18.472	27.583	24.6	38.339	18.309	39.031	22.434	49.704	24.656	16.387	17.0	38.038	46.907	38.09	49.511	32.801	42.285	28.588	43.508	8.52	34.963	47.524	16.596	43.297	34.763	24.98	18.614	33.01	14.359	46.838	11.788	24.245	46.965	41.479	16.553	8.139	37.607	14.316	43.484	82.033	14.425	21.37	16.163	38.038	18.752	34.874	10.236	35.886	19.485	19.335	11.657	42.959	8.948	24.03	50.497	22.483	17.191	29.649	38.56	8.51	60.016	32.14	53.729	22.231	33.952	64.735	27.128	30.878	19.193	48.664	9.763	82.41	24.802	28.15	3.455	27.045	19.57	7.983	99.759	97.856	6.328	20.333	30.069	30.861	17.953	29.456	25.351	31.944	28.197	22.93	23.347	44.705	57.832	12.375	17.477	8.491	90.695	16.986	84.986	19.282	20.416	29.586	22.349	47.165	38.261	30.169	30.698	11.559	29.157	17.85	24.22	53.967	36.425	27.051	13.134	39.717	24.556	24.279	18.508	11.52	19.316	24.002	34.639	21.935	54.789	10.889	11.885	33.867	17.212	32.308	23.166	19.818	37.463	17.929	31.628	8.492	18.409	30.416	38.449	6.949	33.041	15.399	44.353	26.345	20.649	19.725	4.489	8.744	12.716	18.159	3.903	3.038	49.118	10.831	25.83	19.493	61.267	13.311	23.066	43.28	29.621	20.889	11.038	43.203	32.495	7.018	30.95	69.146	18.302	6.237	3.263	8.558	13.829	2.017	26.074	32.902	21.75	23.831	13.626	21.775	22.795	28.535	12.205	7.377	5.266	6.343	3.352	23.304	69.995	46.718	34.67	39.455	49.712	23.414	27.49	46.068	19.3	42.396	4.39	33.117	8.217	7.559	18.862	34.739	15.995	36.027	22.179	4.5	23.394	16.232	9.1	85.912	34.234	6.999	0.826	23.978	10.212	12.417	6.966	33.369	10.82	12.993	27.143	23.731	7.311	14.291	12.669	41.699	37.888	37.525	32.399	34.894	40.844	13.666	3.918	21.589	53.935	14.014	12.84	23.739	20.833	2.875	20.139	13.837	18.49	3.353	12.147	63.363	4.925	27.027	11.197	16.476	14.924
Bacteria;Fusobacteriota	phylum				0.168	0.0	0.0	0.194	0.017	0.036	0.008	0.0	0.019	0.375	0.0	0.033	0.0	0.047	0.041	0.012	0.0	0.0	0.1	0.186	0.0	0.157	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.012	0.0	0.0	0.01	0.229	0.0	0.128	0.054	0.0	0.0	0.0	0.241	0.039	0.072	0.0	0.486	0.131	0.048	0.0	0.132	0.133	0.915	0.0	0.0	0.493	0.18	0.0	0.079	0.118	0.183	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.915	0.0	0.0	0.04	0.685	0.046	0.106	0.0	0.016	0.057	0.488	0.0	0.0	0.026	0.0	0.014	0.016	0.019	0.099	0.35	0.028	0.0	0.059	0.0	0.382	0.015	0.0	0.0	0.0	0.075	0.0	0.023	0.0	0.0	0.0	0.0	0.276	0.036	0.023	0.0	0.0	0.016	0.029	0.395	0.0	3.442	0.0	0.0	0.108	0.0	0.087	0.0	0.0	0.405	0.324	0.208	0.27	1.289	0.0	0.08	0.163	0.0	0.05	0.043	0.102	0.119	0.02	0.027	0.0	0.302	0.019	0.032	0.0	0.024	0.0	0.0	0.07	0.08	0.0	0.018	0.069	0.497	0.19	0.342	0.0	0.0	0.323	0.24	0.0	0.367	0.21	0.39	0.104	0.077	0.0	0.464	0.624	0.131	0.236	0.51	0.0	0.745	0.083	0.016	4.147	0.292	0.0	0.055	0.0	0.0	0.014	0.009	0.0	0.0	0.04	0.056	0.0	0.029	0.0	0.149	0.02	0.038	0.643	0.005	0.0	0.107	0.443	0.0	0.021	0.0	0.0	0.025	0.0	0.432	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.124	0.0	0.154	0.561	0.015	0.0	0.057	0.0	0.133	0.0	0.0	0.084	0.0	0.226	0.033	0.303	0.095	0.603	0.0	0.0	1.898	2.429	0.0	0.0	0.0	0.0	0.008	0.212	0.013	0.012	0.14	0.05	0.342	0.37	0.037	0.179	0.026	0.0	0.0	0.243	0.074	0.083	0.058	0.013	0.069	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.527	0.073	0.0	0.114	0.112	0.093	0.0	0.0	0.0	0.0	0.067	0.3	0.0	0.152	0.159	0.016	0.024	0.0	1.099	0.863	0.415	0.0	0.0	0.118	0.076	0.0	0.0	0.0	0.285	0.032	0.043	0.128	0.0	0.087	0.0	0.0	0.0	0.0	0.0	10.249	1.978
Bacteria;Pseudomonadota	phylum				3.753	0.116	4.735	7.598	23.084	0.221	3.342	9.711	2.492	10.035	1.468	0.914	7.992	1.257	1.672	0.098	1.842	1.522	2.08	1.449	25.572	10.516	22.764	0.427	11.136	5.25	21.759	0.321	4.481	9.252	2.665	0.41	0.04	1.645	8.81	3.673	5.614	0.024	3.943	16.04	40.776	6.733	2.549	6.617	1.269	0.918	37.911	1.97	18.405	24.49	7.079	2.967	38.989	3.339	7.02	0.019	0.249	0.132	7.119	5.155	0.707	22.523	0.22	0.591	47.634	13.282	40.875	0.269	0.372	7.893	32.731	11.478	6.238	0.996	26.033	54.758	11.315	6.662	2.172	0.31	1.223	15.833	0.212	3.562	2.246	31.447	1.741	0.546	2.851	0.066	29.539	0.045	0.194	0.955	1.054	0.896	0.648	0.803	1.608	0.046	1.367	8.635	11.403	0.054	2.013	2.68	3.973	0.338	15.41	1.988	0.187	3.814	35.265	5.727	7.733	0.795	4.81	56.777	7.466	27.64	0.054	0.182	3.927	1.791	11.903	0.08	0.26	2.109	0.217	7.875	0.51	0.03	2.936	0.0	7.894	8.384	9.479	4.383	34.066	10.713	1.414	0.853	0.035	0.16	35.633	6.193	0.962	5.239	7.715	3.251	0.036	0.071	28.94	15.172	46.619	1.239	0.365	3.928	1.24	12.988	0.892	40.627	43.202	32.363	0.544	6.714	1.765	4.443	1.347	29.058	4.877	5.394	0.151	0.927	1.433	7.876	0.927	3.643	0.526	0.304	0.881	0.282	7.277	2.168	0.204	24.908	5.616	1.066	2.297	2.094	3.377	2.263	33.336	0.216	8.847	0.574	2.584	5.717	1.189	0.983	5.141	4.685	1.256	6.182	0.639	6.557	5.47	1.138	0.483	1.08	0.443	25.138	2.203	3.433	11.131	4.793	0.091	0.114	2.194	2.801	0.741	0.142	0.141	0.393	0.302	12.613	1.85	2.545	3.154	0.193	0.08	0.844	1.606	0.025	10.327	8.232	0.259	12.738	10.353	12.389	0.723	0.112	7.707	0.171	27.282	0.22	7.233	0.221	4.428	0.144	0.066	0.346	1.102	1.718	0.211	3.467	8.833	0.086	0.068	16.606	1.451	7.145	7.192	2.163	0.093	4.587	32.212	0.434	12.228	10.23	10.609	0.033	2.405	0.795	28.594	19.959	1.039	16.172	0.797	23.096	0.164	0.154	10.083	1.003	1.331	0.017	1.864	0.196	0.0	1.049	0.329	0.268	0.868	0.825	4.765	0.135	0.058	0.041	7.458	2.075
Bacteria;Candidatus Saccharimonadota	phylum				0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.223	0.0	0.0	0.0	0.367	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.118	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.018	0.069	0.452	0.108	1.588	0.0	0.009	0.0	0.0	0.0	0.061	0.056	0.026	0.0	0.0	0.0	0.0	0.016	0.026	0.095	0.113	0.0	0.0	0.0	0.0	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.021	0.0	0.025	0.165	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.015	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.228	0.0	0.0	0.0	0.0	0.037	0.0	0.193	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.014	0.018	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1]	class				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
